bom_id,product_id,part_id,qty_per_unit,bom_version,effective_date,is_optional
BOM-018964,TIL-02,CB-847,1,v2.1,2024-04-22,False
BOM-018965,TIL-02,EN-247,6,v3.2,2025-04-26,False
BOM-018966,TIL-02,FT-1114,1,v2.1,2023-11-03,True
BOM-018967,TIL-02,CH-1000,2,v3.2,2023-09-17,False
BOM-018968,TIL-02,TR-384,1,v2.2,2025-03-04,False
BOM-018969,TIL-02,HY-373,1,v2.1,2023-04-08,False
BOM-018970,TIL-02,CH-107,12,v3.1,2023-05-03,False
BOM-018971,TIL-02,SC-598,1,v2.1,2023-11-18,False
BOM-018972,TIL-02,CB-1007,1,v2.0,2024-11-05,False
BOM-018973,TIL-02,EN-283,1,v3.0,2023-01-30,False
BOM-018974,TIL-02,EC-391,1,v2.2,2024-02-25,False
BOM-018975,TIL-02,HY-686,3,v2.2,2023-11-24,False
BOM-018976,TIL-02,SC-929,12,v1.2,2024-01-14,False
BOM-018977,TIL-02,BR-1039,1,v1.1,2024-10-11,False
BOM-018978,TIL-02,FL-1013,2,v2.1,2023-05-16,False
BOM-018979,TIL-02,BR-586,2,v1.2,2024-04-30,False
BOM-018980,TIL-02,HY-580,2,v1.0,2025-01-29,False
BOM-018981,TIL-02,HY-248,1,v3.0,2024-01-10,False
BOM-018982,TIL-02,HY-525,2,v2.2,2025-04-10,False
BOM-018983,TIL-02,ST-700,2,,2023-02-22,False
BOM-018984,TIL-02,EL-1262,12,v1.1,2025-01-08,False
BOM-018985,TIL-02,EN-138,4,v1.1,2024-04-07,False
BOM-018986,TIL-02,FL-576,2,v1.0,2023-08-17,False
BOM-018987,TIL-02,EL-635,1,v2.2,2023-02-14,False
BOM-018988,TIL-02,CH-1216,3,v3.2,2023-04-13,False
BOM-018989,TIL-02,FL-1242,1,v1.0,2025-02-14,False
BOM-018990,TIL-02,BR-1086,2,v3.0,2023-04-01,False
BOM-018991,TIL-02,CB-426,4,v1.0,2023-09-13,False
BOM-018992,TIL-02,TR-715,1,v2.2,2024-06-23,False
BOM-018993,TIL-02,CB-1312,1,v1.0,2024-01-08,False
BOM-018994,TIL-02,FT-149,3,v3.1,2025-01-12,True
BOM-018995,TIL-02,CH-1349,1,v2.2,2025-03-23,False
BOM-018996,TIL-02,CH-1347,1,v3.0,2023-06-06,False
BOM-018997,TIL-02,EL-572,1,,2023-01-26,False
BOM-018998,TIL-02,CH-122,1,v1.0,2025-05-29,False
BOM-018999,TIL-02,CH-341,6,v3.2,2024-07-24,True
BOM-019000,TIL-02,EN-1051,2,v2.0,2024-05-16,False
BOM-019001,TIL-02,EN-503,8,v3.0,2024-09-07,False
BOM-019002,TIL-02,HY-249,4,v2.1,2024-03-26,False
BOM-019003,TIL-02,CB-851,12,v1.2,2025-04-10,False
BOM-019004,TIL-02,CB-1325,1,v2.1,2025-03-31,False
BOM-019005,TIL-02,CB-747,1,v2.2,2024-08-21,False
BOM-019006,TIL-02,EC-1094,2,v2.1,2024-11-25,False
BOM-019007,TIL-02,EC-1329,2,v2.1,2025-02-12,False
BOM-019008,TIL-02,BR-336,1,v2.0,2023-05-10,False
BOM-019009,TIL-02,FL-149,3,v3.1,2024-09-24,False
BOM-019010,TIL-02,FL-875,4,v1.0,2024-10-09,False
BOM-019011,TIL-02,TR-1309,4,v3.2,2023-10-31,False
BOM-019012,TIL-02,EC-839,2,v2.0,2023-01-09,False
BOM-019013,TIL-02,SC-316,1,v1.0,2023-04-18,False
BOM-019014,TIL-02,ST-1051,1,,2024-10-17,False
BOM-019015,TIL-02,TR-893,1,v3.2,2024-06-21,False
BOM-019016,TIL-02,FL-551,1,v1.1,2023-10-02,False
BOM-019017,TIL-02,EC-262,3,v3.1,2023-01-16,False
BOM-019018,TIL-02,FL-625,3,v2.1,2025-04-27,False
BOM-019019,TIL-02,CH-987,3,v1.0,2024-04-16,False
BOM-019020,TIL-02,SC-395,2,v3.0,2023-06-18,False
BOM-019021,TIL-02,CB-729,1,v1.2,2025-05-27,False
BOM-019022,TIL-02,SC-161,1,v2.2,2024-05-18,False
BOM-019023,TIL-02,SC-664,1,,2024-05-31,False
BOM-019024,TIL-02,TR-1038,1,v3.1,2025-05-04,False
BOM-019025,TIL-02,FL-1016,1,v2.1,2023-01-31,False
BOM-019026,TIL-02,FT-1157,1,v1.1,2024-10-22,False
BOM-019027,TIL-02,CB-442,1,v3.1,2024-01-05,False
BOM-019028,TIL-02,TR-878,1,v1.1,2025-01-21,True
BOM-019029,TIL-02,HY-986,1,v1.0,2024-09-03,False
BOM-019030,TIL-02,FT-382,1,v1.2,2024-09-14,False
BOM-019031,TIL-02,EL-268,2,v3.1,2023-05-16,False
BOM-019032,TIL-02,HY-268,3,v1.0,2024-01-21,False
BOM-019033,TIL-02,TR-111,1,v3.0,,False
BOM-019034,TIL-02,EN-214,3,v2.2,2025-02-16,False
BOM-019035,TIL-02,EL-235,1,v3.2,2024-08-27,False
BOM-019036,TIL-02,CB-806,1,v2.2,2024-08-12,False
BOM-019037,TIL-02,SC-771,12,v2.0,,False
BOM-019038,TIL-02,EC-219,3,v3.2,2025-05-10,True
BOM-019039,TIL-02,BR-1071,1,v1.0,2025-01-24,False
BOM-019040,TIL-02,SC-361,3,v1.2,2024-02-16,False
BOM-019041,TIL-02,HY-868,4,v3.2,2025-04-17,False
BOM-019042,TIL-02,EC-1219,1,v3.1,2023-07-29,False
BOM-019043,TIL-02,EN-823,1,v2.1,2023-09-26,False
BOM-019044,TIL-02,EN-1108,2,v1.0,2023-10-18,False
BOM-019045,TIL-02,HY-325,1,v2.2,2023-02-17,False
BOM-019046,TIL-02,SC-1324,2,v3.2,2023-06-10,False
BOM-019047,TIL-02,HY-811,2,v3.1,2024-12-27,False
BOM-019048,TIL-02,ST-137,12,v1.1,2023-01-22,False
BOM-019049,TIL-02,EL-675,1,v3.0,2025-02-19,False
BOM-019050,TIL-02,FT-625,2,v1.1,2024-12-30,False
BOM-019051,TIL-02,FT-1210,1,v3.1,2024-01-07,False
BOM-019052,TIL-02,CB-443,2,v1.0,2024-09-13,False
BOM-019053,TIL-02,CH-845,3,v3.0,2025-03-20,False
BOM-019054,TIL-02,FL-434,2,v2.1,2024-09-27,False
BOM-019055,TIL-02,BR-911,1,v3.0,2023-10-19,False
BOM-019056,TIL-02,HY-1027,1,v2.1,2023-05-08,False
BOM-019057,TIL-02,TR-736,1,,2023-02-27,False
BOM-019058,TIL-02,EL-586,1,v1.1,2023-02-24,False
BOM-019059,TIL-02,FL-1096,4,v1.2,2024-08-09,True
BOM-019060,TIL-02,BR-1216,1,v3.2,2025-04-18,False
BOM-019061,TIL-02,HY-1282,2,v3.2,2023-06-13,False
BOM-019062,TIL-02,CH-973,2,v1.2,2024-01-14,True
BOM-019063,TIL-02,HY-436,1,v1.0,2025-01-03,False
BOM-019064,TIL-02,HY-103,1,v2.0,2024-02-21,False
BOM-019065,TIL-02,HY-573,1,v2.1,2025-03-15,False
BOM-019066,TIL-02,ST-1258,2,v3.1,2024-08-07,False
BOM-019067,TIL-02,CH-799,4,v1.1,2025-03-27,True
BOM-019068,TIL-02,SC-515,1,v1.1,2024-03-19,False
BOM-019069,TIL-02,EC-842,1,v2.1,2024-10-10,False
BOM-019070,TIL-02,HY-198,1,v2.1,2023-09-10,False
BOM-019071,TIL-02,EN-1028,1,v1.0,2023-02-23,False
BOM-019072,TIL-02,SC-129,1,v2.1,2025-01-18,False
BOM-019073,TIL-02,HY-1239,2,v1.2,2023-09-21,False
BOM-019074,TIL-02,SC-1164,4,v1.2,2023-05-02,False
BOM-019075,TIL-02,CB-626,8,v1.0,2025-03-15,True
BOM-019076,TIL-02,BR-202,1,v3.1,2024-05-24,False
BOM-019077,TIL-02,EC-421,1,v1.1,2024-06-21,False
BOM-019078,TIL-02,ST-424,1,v2.2,2023-12-13,False
BOM-019079,TIL-02,HY-1347,6,v3.0,2023-09-19,False
BOM-019080,TIL-02,EN-946,2,v3.2,2024-09-06,False
BOM-019081,TIL-02,SC-861,1,,2023-05-11,False
BOM-019082,TIL-02,ST-980,1,v3.2,2023-09-02,False
BOM-019083,TIL-02,TR-602,12,v1.1,2023-05-26,False
BOM-019084,TIL-02,CB-1264,2,v2.1,2023-01-29,False
BOM-019085,TIL-02,SC-231,1,,2024-02-14,False
BOM-019086,TIL-02,BR-188,1,v2.2,2023-01-28,False
BOM-019087,TIL-02,BR-1320,1,v2.0,2025-02-19,False
BOM-019088,TIL-02,CB-115,1,v1.0,2023-04-24,False
BOM-019089,TIL-02,CB-880,1,v1.1,2024-08-28,False
BOM-019090,TIL-02,EN-391,1,v2.1,2023-08-25,False
BOM-019091,TIL-02,BR-872,4,v1.1,2023-09-16,False
BOM-019092,TIL-02,BR-145,1,v3.0,2025-01-17,False
BOM-019093,TIL-02,TR-635,4,v3.0,2023-05-28,False
BOM-019094,TIL-02,FL-833,2,v3.0,,False
BOM-019095,TIL-02,FT-870,2,v3.0,2023-05-03,True
BOM-019096,TIL-02,EC-799,3,v1.2,2024-08-19,False
BOM-019097,TIL-02,EL-1146,2,v2.0,2024-10-01,False
BOM-019098,TIL-02,BR-953,1,v3.2,2023-04-10,False
BOM-019099,TIL-02,FL-440,1,v1.1,2024-01-14,False
BOM-019100,TIL-02,EC-643,2,v2.0,2025-05-24,False
BOM-019101,TIL-02,FT-166,3,v2.1,,False
BOM-019102,TIL-02,EL-585,1,v1.2,2024-09-16,False
BOM-019103,TIL-02,BR-488,1,v3.2,2024-03-27,True
BOM-019104,TIL-02,FT-963,1,v3.0,2023-05-25,False
BOM-019105,TIL-02,BR-1208,1,v2.1,2025-06-18,False
BOM-019106,TIL-02,HY-1269,1,v2.2,2024-01-31,False
BOM-019107,TIL-02,EC-1006,6,v3.0,2023-03-26,False
BOM-019108,TIL-02,EC-1121,1,v1.2,2023-11-23,False
BOM-019109,TIL-02,BR-105,1,v1.2,2023-12-14,False
BOM-019110,TIL-02,TR-275,2,v3.1,2023-05-30,False
BOM-019111,TIL-02,HY-539,1,v3.0,2024-05-16,False
BOM-019112,TIL-02,FT-753,1,v2.1,2024-09-23,False
BOM-019113,TIL-02,EL-181,1,v1.0,2024-08-05,False
BOM-019114,TIL-02,CB-479,1,v1.2,2023-03-31,False
BOM-019115,TIL-02,TR-573,2,v3.1,2024-10-12,False
BOM-019116,TIL-02,SC-414,1,v3.0,2024-03-26,False
BOM-019117,TIL-02,CH-1211,1,v1.2,2023-10-28,False
BOM-019118,TIL-02,HY-735,1,v3.2,2024-04-25,False
BOM-019119,TIL-02,HY-487,1,v2.1,2023-07-12,False
BOM-019120,TIL-02,CB-877,1,v2.1,2023-04-13,True
BOM-019121,TIL-02,EN-660,1,v2.0,2024-02-16,False
BOM-019122,TIL-02,ST-302,2,v2.1,2023-10-14,False
BOM-019123,TIL-02,FT-1059,1,v2.2,2025-01-17,True
BOM-019124,TIL-02,TR-847,2,v1.1,2023-05-01,False
BOM-019125,TIL-02,FL-1238,4,v1.2,2023-10-29,True
BOM-019126,TIL-02,TR-748,1,v3.2,2024-06-12,False
BOM-019127,TIL-02,TR-1215,2,v2.1,2024-08-27,False
BOM-019128,TIL-02,HY-889,1,v3.0,2024-06-06,False
BOM-019129,TIL-02,HY-680,1,v3.1,2024-04-07,False
BOM-019130,TIL-02,EC-730,1,v3.0,2024-09-06,False
BOM-019131,TIL-02,SC-458,2,v3.0,2024-01-04,False
BOM-019132,TIL-02,EN-471,2,v3.1,2023-03-05,True
BOM-019133,TIL-02,TR-1096,1,v1.0,,True
BOM-019134,TIL-02,FL-283,3,v3.0,2023-12-13,False
BOM-019135,TIL-02,CB-1164,8,v2.2,2024-10-12,False
BOM-019136,TIL-02,EC-906,1,v2.0,2024-12-02,False
BOM-019137,TIL-02,EN-678,2,v3.1,2023-06-14,False
BOM-019138,TIL-02,EL-883,1,v3.2,2025-01-18,False
BOM-019139,TIL-02,TR-181,1,v2.0,2023-02-06,False
BOM-019140,TIL-02,HY-903,1,v2.0,2023-01-26,False
BOM-019141,TIL-02,TR-307,12,,2025-01-14,False
BOM-019142,TIL-02,BR-1047,1,v2.2,,False
BOM-019143,TIL-02,CB-1031,2,v3.0,2024-06-25,False
BOM-019144,TIL-02,BR-629,2,v1.1,2024-02-02,False
BOM-019145,TIL-02,HY-626,1,v1.2,2025-03-07,False
BOM-019146,TIL-02,FL-188,1,,2023-07-04,False
BOM-019147,TIL-02,SC-1174,12,v2.0,2023-08-09,False
BOM-019148,TIL-02,FL-297,1,v1.1,2024-09-15,False
BOM-019149,TIL-02,FL-1131,1,v3.1,2024-08-31,False
BOM-019150,TIL-02,CB-737,1,v3.1,2024-08-17,False
BOM-019151,TIL-02,TR-682,8,v3.2,2024-05-07,False
BOM-019152,TIL-02,FT-404,1,v2.0,2023-03-25,False
BOM-019153,TIL-02,CH-165,1,v1.1,2025-03-10,False
BOM-019154,TIL-02,FT-705,1,v2.2,2024-08-26,False
BOM-019155,TIL-02,EL-557,6,v3.0,2024-12-19,False
BOM-019156,TIL-02,CH-760,1,v1.2,2024-12-20,False
BOM-019157,TIL-02,FT-704,2,v3.0,2025-01-17,False
BOM-019158,TIL-02,BR-1342,1,v1.2,2023-10-06,False
BOM-019159,TIL-02,EC-936,1,v3.1,2023-08-29,False
BOM-019160,TIL-02,TR-1067,2,v1.0,2024-05-04,False
BOM-019161,TIL-02,SC-462,2,v2.0,2023-10-10,False
BOM-019162,TIL-02,CH-596,3,v1.1,2024-11-27,False
BOM-019163,TIL-02,CB-773,1,v3.2,2023-01-15,False
BOM-019164,TIL-02,CB-885,1,v1.2,2023-06-02,False
BOM-019165,TIL-02,EL-162,3,v3.2,2023-08-20,False
BOM-019166,TIL-02,SC-201,1,v1.0,2025-06-05,False
BOM-019167,TIL-02,EC-739,1,v1.1,2024-12-27,False
BOM-019168,TIL-02,EL-914,2,v1.0,2023-03-08,False
BOM-019169,TIL-02,BR-1166,4,v2.1,,False
BOM-019170,TIL-02,EN-880,2,v1.0,2023-05-27,False
BOM-019171,TIL-02,SC-368,2,v3.1,2023-04-12,True
BOM-019172,TIL-02,SC-1169,1,,2024-10-23,False
BOM-019173,TIL-02,EC-130,1,v3.0,2023-09-12,False
BOM-019174,TIL-02,EN-1257,3,v3.0,2024-01-07,False
BOM-019175,TIL-02,BR-340,1,v2.2,2025-02-15,False
BOM-019176,TIL-02,EC-630,4,v3.1,2023-04-01,False
BOM-019177,TIL-02,EN-172,1,,2024-05-14,False
BOM-019178,TIL-02,EL-1016,2,v1.2,2024-12-11,False
BOM-019179,TIL-02,SC-1023,1,v2.2,2023-02-07,False
BOM-019180,TIL-02,ST-303,1,v2.0,2023-05-20,False
BOM-019181,TIL-02,EL-773,1,v1.2,2024-05-12,False
BOM-019182,TIL-02,CB-213,1,v2.0,2023-07-15,False
BOM-019183,TIL-02,ST-1023,4,v2.2,2025-05-24,False
BOM-019184,TIL-02,FT-350,1,v3.1,2025-03-03,False
BOM-019185,TIL-02,EN-1095,8,v1.0,2023-06-18,False
BOM-019186,TIL-02,EC-434,1,,2024-04-04,False
BOM-019187,TIL-02,TR-188,2,v2.2,2024-04-20,False
BOM-019188,TIL-02,FT-735,1,v2.2,2023-02-11,True
BOM-019189,TIL-02,FL-887,1,v1.2,,False
BOM-019190,TIL-02,TR-913,2,,2024-02-13,False
BOM-019191,TIL-02,EC-1228,4,v1.2,2023-09-17,False
BOM-019192,TIL-02,TR-1300,1,v3.1,2023-09-13,False
BOM-019193,TIL-02,FL-810,1,v3.1,2023-10-04,False
BOM-019194,TIL-02,SC-872,1,v2.0,2024-09-01,False
BOM-019195,TIL-02,BR-185,1,v2.2,2024-02-11,False
BOM-019196,TIL-02,FL-616,1,v3.1,2023-03-03,False
BOM-019197,TIL-02,TR-1248,2,v3.0,2024-10-17,False
BOM-019198,TIL-02,TR-500,6,v2.1,2024-01-11,False
BOM-019199,TIL-02,SC-280,1,v1.1,2025-05-24,False
BOM-019200,TIL-02,EL-1093,1,v2.1,2025-05-10,False
BOM-019201,TIL-02,HY-862,1,v3.2,2023-11-01,False
BOM-019202,TIL-02,HY-1252,6,,2024-03-02,False
BOM-019203,TIL-02,CH-980,1,v2.1,2023-08-23,False
BOM-019204,TIL-02,EL-545,1,v2.1,2023-08-09,False
BOM-019205,TIL-03,HY-1097,1,v2.0,,False
BOM-019206,TIL-03,FL-751,2,v1.1,2023-03-08,False
BOM-019207,TIL-03,CB-648,2,,2023-08-02,False
BOM-019208,TIL-03,CH-1017,1,v3.2,2024-04-28,False
BOM-019209,TIL-03,CH-309,1,v3.2,2024-11-20,False
BOM-019210,TIL-03,EC-973,1,v3.0,2024-11-28,False
BOM-019211,TIL-03,HY-1100,1,,2023-01-21,False
BOM-019212,TIL-03,FT-774,1,v2.2,2025-05-30,False
BOM-019213,TIL-03,CB-476,2,v2.2,2023-04-26,False
BOM-019214,TIL-03,SC-1312,1,v1.0,2023-05-17,False
BOM-019215,TIL-03,EN-636,1,v3.0,2023-01-03,True
BOM-019216,TIL-03,EL-303,2,v1.0,2024-09-02,False
BOM-019217,TIL-03,CB-1024,1,v2.2,2023-03-25,False
BOM-019218,TIL-03,TR-154,1,,2023-07-08,False
BOM-019219,TIL-03,EL-1299,1,v2.2,2024-12-07,False
BOM-019220,TIL-03,EN-452,1,v2.1,2024-10-30,False
BOM-019221,TIL-03,EN-869,1,v2.2,2025-04-26,False
BOM-019222,TIL-03,HY-1246,3,v3.1,2023-11-14,False
BOM-019223,TIL-03,BR-1308,1,v1.1,,True
BOM-019224,TIL-03,FT-938,1,v2.0,2024-03-18,False
BOM-019225,TIL-03,TR-1235,1,v3.2,2025-05-25,False
BOM-019226,TIL-03,EC-637,6,v3.1,2025-05-06,False
BOM-019227,TIL-03,EL-1279,2,v3.2,2023-07-14,True
BOM-019228,TIL-03,SC-1018,2,v3.1,2024-07-21,True
BOM-019229,TIL-03,SC-1180,1,v3.2,2024-05-12,False
BOM-019230,TIL-03,CB-634,4,,2024-05-09,False
BOM-019231,TIL-03,SC-1276,2,v1.0,,False
BOM-019232,TIL-03,BR-818,1,v3.1,2023-02-16,False
BOM-019233,TIL-03,SC-1019,3,v2.1,2023-02-04,False
BOM-019234,TIL-03,FL-614,2,v3.0,2024-08-18,False
BOM-019235,TIL-03,EC-539,1,v1.0,2024-05-04,False
BOM-019236,TIL-03,SC-1173,2,v2.1,2024-03-30,False
BOM-019237,TIL-03,EC-748,1,v1.1,2023-09-07,False
BOM-019238,TIL-03,SC-1076,1,v3.2,2024-08-10,False
BOM-019239,TIL-03,CB-521,1,v1.1,2024-09-08,False
BOM-019240,TIL-03,FL-923,1,v1.1,2025-05-27,False
BOM-019241,TIL-03,SC-943,1,v1.2,,False
BOM-019242,TIL-03,EN-291,3,v2.0,2024-06-08,False
BOM-019243,TIL-03,FL-844,1,v3.2,2023-02-24,False
BOM-019244,TIL-03,FT-1198,1,v2.1,2024-06-02,False
BOM-019245,TIL-03,FL-471,1,v2.1,2023-05-02,False
BOM-019246,TIL-03,SC-1146,1,v1.0,2024-07-27,False
BOM-019247,TIL-03,EN-497,1,v3.2,2024-12-31,False
BOM-019248,TIL-03,HY-532,2,v3.2,2023-04-14,False
BOM-019249,TIL-03,TR-1146,1,v2.1,2024-12-02,False
BOM-019250,TIL-03,EL-221,1,v2.1,2023-12-03,False
BOM-019251,TIL-03,TR-773,1,v1.1,2023-05-10,True
BOM-019252,TIL-03,EC-975,3,,2025-05-16,False
BOM-019253,TIL-03,FL-1261,2,v2.2,2025-06-08,False
BOM-019254,TIL-03,ST-384,1,,2023-09-20,False
BOM-019255,TIL-03,HY-1291,12,v1.1,,False
BOM-019256,TIL-03,FL-1288,2,v3.0,2024-07-28,False
BOM-019257,TIL-03,EN-681,1,v3.1,2025-05-03,False
BOM-019258,TIL-03,TR-1007,1,v1.1,2023-06-20,False
BOM-019259,TIL-03,BR-1028,1,v2.2,2023-12-09,False
BOM-019260,TIL-03,EC-265,1,v3.0,2023-07-19,True
BOM-019261,TIL-03,ST-1123,2,v2.0,2023-05-13,False
BOM-019262,TIL-03,FT-1339,4,v2.2,2024-01-13,False
BOM-019263,TIL-03,CH-1140,1,v1.0,2023-07-03,False
BOM-019264,TIL-03,FL-501,1,v3.0,2024-02-05,False
BOM-019265,TIL-03,FL-1086,1,v3.0,2023-11-25,False
BOM-019266,TIL-03,TR-319,2,v3.2,2025-01-08,False
BOM-019267,TIL-03,FT-447,1,v3.0,2024-05-12,False
BOM-019268,TIL-03,CB-757,1,v3.2,2024-05-05,False
BOM-019269,TIL-03,EC-667,8,v2.1,,False
BOM-019270,TIL-03,EC-464,1,v3.1,2023-02-16,False
BOM-019271,TIL-03,ST-1207,12,v2.1,2024-06-01,False
BOM-019272,TIL-03,CH-585,1,v3.1,2025-02-02,False
BOM-019273,TIL-03,FL-778,3,v1.1,2024-02-14,True
BOM-019274,TIL-03,EC-1313,3,,2024-06-30,False
BOM-019275,TIL-03,SC-750,2,v2.2,2023-05-28,True
BOM-019276,TIL-03,BR-550,4,v2.1,2024-06-08,False
BOM-019277,TIL-03,CH-1295,1,v3.2,2023-04-25,False
BOM-019278,TIL-03,SC-921,1,v1.2,2024-03-04,False
BOM-019279,TIL-03,EL-980,8,v3.0,2023-05-19,True
BOM-019280,TIL-03,ST-729,4,v1.2,2023-11-23,False
BOM-019281,TIL-03,HY-906,3,v2.0,2024-12-20,False
BOM-019282,TIL-03,ST-763,1,v3.0,2025-01-12,False
BOM-019283,TIL-03,BR-512,4,v1.0,2023-12-31,True
BOM-019284,TIL-03,HY-839,1,v3.0,2024-09-23,False
BOM-019285,TIL-03,EN-459,1,v2.2,2023-08-02,False
BOM-019286,TIL-03,CB-406,2,v2.0,,False
BOM-019287,TIL-03,TR-778,2,v3.1,2024-10-17,False
BOM-019288,TIL-03,BR-985,2,v1.2,2025-05-31,False
BOM-019289,TIL-03,CH-187,8,v3.2,2025-01-30,False
BOM-019290,TIL-03,EL-1114,1,v3.0,2023-01-04,False
BOM-019291,TIL-03,HY-748,1,v2.1,2023-12-09,False
BOM-019292,TIL-03,CB-318,2,,2024-09-19,False
BOM-019293,TIL-03,FT-1106,6,v1.2,2024-11-02,False
BOM-019294,TIL-03,SC-1151,1,v3.0,2024-08-26,False
BOM-019295,TIL-03,BR-602,1,v3.0,2023-10-31,False
BOM-019296,TIL-03,HY-275,1,v3.2,2024-10-21,False
BOM-019297,TIL-03,CH-572,1,v2.2,2024-12-10,False
BOM-019298,TIL-03,EL-798,4,v1.0,2023-05-19,False
BOM-019299,TIL-03,EL-828,1,v3.0,2023-08-24,True
BOM-019300,TIL-03,ST-1233,1,v2.0,2025-06-04,False
BOM-019301,TIL-03,ST-304,1,v2.0,2023-08-24,False
BOM-019302,TIL-03,EL-616,3,v1.1,2024-05-13,False
BOM-019303,TIL-03,SC-332,2,v3.2,2023-05-14,False
BOM-019304,TIL-03,FT-358,3,v2.1,,False
BOM-019305,TIL-03,EN-456,1,v1.1,2024-11-21,False
BOM-019306,TIL-03,EN-998,1,v3.0,2024-11-08,False
BOM-019307,TIL-03,CB-348,1,v3.0,2023-10-13,False
BOM-019308,TIL-03,BR-645,2,v2.0,2023-07-07,False
BOM-019309,TIL-03,EC-1268,2,v1.2,2024-05-24,True
BOM-019310,TIL-03,HY-194,3,v1.1,2023-06-03,False
BOM-019311,TIL-03,BR-1281,2,v1.2,2023-04-01,False
BOM-019312,TIL-03,FT-237,8,v3.1,2023-12-11,False
BOM-019313,TIL-03,CH-1319,3,v2.2,2023-05-28,False
BOM-019314,TIL-03,FL-873,1,v3.1,2024-07-08,False
BOM-019315,TIL-03,FT-1243,6,v1.2,2025-06-05,False
BOM-019316,TIL-03,EC-948,2,v1.1,2024-01-29,False
BOM-019317,TIL-03,FL-1093,2,,2024-04-24,False
BOM-019318,TIL-03,TR-762,8,v3.0,,False
BOM-019319,TIL-03,ST-496,1,v2.1,2025-05-28,False
BOM-019320,TIL-03,CB-1070,1,v2.2,2024-08-08,False
BOM-019321,TIL-03,TR-351,1,v2.1,2023-02-01,False
BOM-019322,TIL-03,TR-1122,1,v2.0,2024-07-26,False
BOM-019323,TIL-03,EL-646,2,v2.1,2024-02-22,False
BOM-019324,TIL-03,EL-1105,2,v1.0,2023-11-25,False
BOM-019325,TIL-03,CB-676,1,v2.0,2025-02-17,False
BOM-019326,TIL-03,SC-761,1,v2.1,2023-11-26,False
BOM-019327,TIL-03,BR-975,1,v3.2,2024-11-30,False
BOM-019328,TIL-03,EL-370,1,v3.1,2023-02-06,False
BOM-019329,TIL-03,EL-671,2,v2.0,2023-02-14,True
BOM-019330,TIL-03,CB-440,2,v1.0,2023-03-24,False
BOM-019331,TIL-03,FL-1090,1,v1.0,2024-01-24,False
BOM-019332,TIL-03,ST-996,1,v1.1,2024-10-09,False
BOM-019333,TIL-03,FL-1326,2,v1.0,,False
BOM-019334,TIL-03,CH-482,1,v3.2,2024-03-19,False
BOM-019335,TIL-03,BR-1170,1,v2.1,2025-01-15,False
BOM-019336,TIL-03,FL-1244,1,v1.1,2024-10-02,False
BOM-019337,TIL-03,ST-1344,3,v1.0,2023-07-07,False
BOM-019338,TIL-03,EN-950,1,v2.0,2023-06-29,False
BOM-019339,TIL-03,FL-720,1,v2.0,2024-12-23,False
BOM-019340,TIL-03,ST-598,2,v3.1,2024-01-20,False
BOM-019341,TIL-03,EC-324,2,v3.2,2024-05-24,False
BOM-019342,TIL-03,SC-329,1,v1.0,2023-01-24,False
BOM-019343,TIL-03,CH-653,1,v2.1,2024-05-19,False
BOM-019344,TIL-03,CH-889,1,v2.0,2025-03-17,False
BOM-019345,TIL-03,CB-444,1,v3.1,2025-05-30,False
BOM-019346,TIL-03,CB-1083,1,v1.1,2023-01-12,False
BOM-019347,TIL-03,ST-1077,2,v3.2,2025-01-31,False
BOM-019348,TIL-03,EC-1007,3,v2.1,2023-12-02,False
BOM-019349,TIL-03,EC-180,1,v2.2,2024-08-24,False
BOM-019350,TIL-03,CH-1337,1,v2.2,2024-12-24,False
BOM-019351,TIL-03,ST-1200,1,,2023-10-25,False
BOM-019352,TIL-03,CB-1257,2,v3.2,2025-01-23,True
BOM-019353,TIL-03,EL-469,1,v1.2,,False
BOM-019354,TIL-03,CB-1044,2,v2.0,2024-09-09,False
BOM-019355,TIL-03,EL-767,1,v1.0,2024-04-28,False
BOM-019356,TIL-03,FL-960,3,v1.2,2024-04-19,True
BOM-019357,TIL-03,ST-650,1,v3.1,2023-05-06,False
BOM-019358,TIL-03,EL-1049,1,v3.0,2023-11-07,False
BOM-019359,TIL-03,EN-327,4,v3.1,,False
BOM-019360,TIL-03,EN-377,1,v3.2,2023-12-05,False
BOM-019361,TIL-03,BR-1224,1,v3.0,2023-01-22,False
BOM-019362,TIL-03,EC-355,2,v2.1,2023-05-09,False
BOM-019363,TIL-03,FT-1295,2,v2.1,2024-07-01,False
BOM-019364,TIL-03,CB-1144,1,v1.2,2023-10-11,False
BOM-019365,TIL-03,HY-177,1,v2.0,2023-01-17,False
BOM-019366,TIL-03,EC-1335,1,v1.2,2023-10-18,False
BOM-019367,TIL-03,HY-828,1,v3.0,2023-08-09,False
BOM-019368,TIL-03,FT-332,2,,2024-09-13,False
BOM-019369,TIL-03,BR-888,1,v1.2,2024-02-08,False
BOM-019370,TIL-03,FL-866,8,v1.0,2024-08-09,False
BOM-019371,TIL-03,FT-1300,1,v1.0,2023-12-11,False
BOM-019372,TIL-03,ST-1206,1,v3.1,2024-05-04,False
BOM-019373,TIL-03,EL-635,2,v3.2,2025-03-11,False
BOM-019374,TIL-03,SC-625,3,,2023-02-02,False
BOM-019375,TIL-03,TR-1093,2,v1.2,2023-09-05,False
BOM-019376,TIL-03,HY-1174,1,v2.0,2023-08-06,False
