capacity_id,supplier_id,part_id,period,capacity_units,committed_units,utilization_pct,capacity_notes
CAP-025333,SUP-03368,EC-1208,2025-09,682,527.0,77.3,
CAP-025334,SUP-03368,EC-1208,2025-10,650,631.0,97.1,
CAP-025335,SUP-03368,EC-1208,2025-11,614,350.0,57.0,
CAP-025336,SUP-03368,EC-1208,2025-12,545,392.0,71.9,
CAP-025337,SUP-03368,EC-1208,2026-01,622,451.0,72.5,
CAP-025338,SUP-03368,EC-1208,2026-02,640,659.0,100.0,
CAP-025339,SUP-03368,EC-1208,2026-03,712,739.0,100.0,
CAP-025340,SUP-03368,EC-1208,2026-04,590,378.0,64.1,
CAP-025341,SUP-14069,FL-558,2024-01,192,138.0,71.9,
CAP-025342,SUP-14069,FL-558,2024-02,190,193.0,100.0,
CAP-025343,SUP-14069,FL-558,2024-03,199,199.0,,
CAP-025344,SUP-14069,FL-558,2024-04,198,152.0,76.8,
CAP-025345,SUP-14069,FL-558,2024-05,212,216.0,100.0,
CAP-025346,SUP-14069,FL-558,2024-06,207,138.0,66.7,
CAP-025347,SUP-14069,FL-558,2024-07,199,135.0,67.8,
CAP-025348,SUP-14069,FL-558,2024-08,212,200.0,94.3,
CAP-025349,SUP-14069,FL-558,2024-09,191,155.0,81.2,
CAP-025350,SUP-14069,FL-558,2024-10,200,167.0,83.5,
CAP-025351,SUP-14069,FL-558,2024-11,212,149.0,70.3,
CAP-025352,SUP-14069,FL-558,2024-12,200,203.0,100.0,
CAP-025353,SUP-14069,FL-558,2025-01,198,,65.2,
CAP-025354,SUP-14069,FL-558,2025-02,200,198.0,99.0,
CAP-025355,SUP-14069,FL-558,2025-03,202,135.0,66.8,
CAP-025356,SUP-14069,FL-558,2025-04,212,206.0,97.2,
CAP-025357,SUP-14069,FL-558,2025-05,203,166.0,81.8,
CAP-025358,SUP-14069,FL-558,2025-06,191,190.0,99.5,
CAP-025359,SUP-14069,FL-558,2025-07,206,120.0,58.3,
CAP-025360,SUP-14069,FL-558,2025-08,202,178.0,88.1,
CAP-025361,SUP-14069,FL-558,2025-09,235,176.0,74.9,
CAP-025362,SUP-14069,FL-558,2025-10,193,122.0,63.2,
CAP-025363,SUP-14069,FL-558,2025-11,186,169.0,90.9,
CAP-025364,SUP-14069,FL-558,2025-12,202,155.0,76.7,
CAP-025365,SUP-14069,FL-558,2026-01,193,178.0,92.2,
CAP-025366,SUP-14069,FL-558,2026-02,192,182.0,94.8,
CAP-025367,SUP-14069,FL-558,2026-03,180,133.0,73.9,
CAP-025368,SUP-14069,FL-558,2026-04,191,152.0,79.6,
CAP-025369,SUP-11206,ST-167,2024-01,2049,1958.0,95.6,
CAP-025370,SUP-11206,ST-167,2024-02,1985,1780.0,89.7,
CAP-025371,SUP-11206,ST-167,2024-03,2076,1178.0,,
CAP-025372,SUP-11206,ST-167,2024-04,1983,1920.0,96.8,
CAP-025373,SUP-11206,ST-167,2024-05,1872,1266.0,67.6,
CAP-025374,SUP-11206,ST-167,2024-06,2001,2031.0,100.0,
CAP-025375,SUP-11206,ST-167,2024-07,2109,2092.0,99.2,
CAP-025376,SUP-11206,ST-167,2024-08,2126,1667.0,78.4,
CAP-025377,SUP-11206,ST-167,2024-09,2041,1681.0,82.4,
CAP-025378,SUP-11206,ST-167,2024-10,2199,2043.0,92.9,
CAP-025379,SUP-11206,ST-167,2024-11,2029,1764.0,86.9,
CAP-025380,SUP-11206,ST-167,2024-12,1900,1451.0,76.4,
CAP-025381,SUP-11206,ST-167,2025-01,1946,1815.0,93.3,
CAP-025382,SUP-11206,ST-167,2025-02,2098,,100.0,
CAP-025383,SUP-11206,ST-167,2025-03,2154,,,
CAP-025384,SUP-11206,ST-167,2025-04,1972,1553.0,78.8,
CAP-025385,SUP-11206,ST-167,2025-05,2029,1639.0,80.8,
CAP-025386,SUP-11206,ST-167,2025-06,1851,1730.0,93.5,
CAP-025387,SUP-11206,ST-167,2025-07,1899,1140.0,60.0,
CAP-025388,SUP-11206,ST-167,2025-08,2050,2068.0,,
CAP-025389,SUP-11206,ST-167,2025-09,1932,1263.0,65.4,
CAP-025390,SUP-11206,ST-167,2025-10,1780,1363.0,76.6,
CAP-025391,SUP-11206,ST-167,2025-11,2210,1644.0,74.4,
CAP-025392,SUP-11206,ST-167,2025-12,1967,1864.0,94.8,
CAP-025393,SUP-11206,ST-167,2026-01,2149,1986.0,92.4,
CAP-025394,SUP-11206,ST-167,2026-02,1916,1072.0,55.9,
CAP-025395,SUP-11206,ST-167,2026-03,1959,1346.0,68.7,
CAP-025396,SUP-11206,ST-167,2026-04,2228,,84.4,
CAP-025397,SUP-12229,FT-1043,2024-01,1276,858.0,67.2,
CAP-025398,SUP-12229,FT-1043,2024-02,1192,1242.0,,
CAP-025399,SUP-12229,FT-1043,2024-03,1086,1076.0,99.1,
CAP-025400,SUP-12229,FT-1043,2024-04,1251,841.0,67.2,
CAP-025401,SUP-12229,FT-1043,2024-05,1161,1199.0,100.0,
CAP-025402,SUP-12229,FT-1043,2024-06,1268,1218.0,96.1,
CAP-025403,SUP-12229,FT-1043,2024-07,1152,895.0,77.7,
CAP-025404,SUP-12229,FT-1043,2024-08,1219,992.0,81.4,
CAP-025405,SUP-12229,FT-1043,2024-09,1171,779.0,66.5,
CAP-025406,SUP-12229,FT-1043,2024-10,1257,795.0,,
CAP-025407,SUP-12229,FT-1043,2024-11,1289,1338.0,100.0,
CAP-025408,SUP-12229,FT-1043,2024-12,1185,1140.0,96.2,
CAP-025409,SUP-12229,FT-1043,2025-01,1189,1116.0,93.9,
CAP-025410,SUP-12229,FT-1043,2025-02,1176,776.0,66.0,
CAP-025411,SUP-12229,FT-1043,2025-03,1326,867.0,65.4,
CAP-025412,SUP-12229,FT-1043,2025-04,1064,872.0,82.0,
CAP-025413,SUP-12229,FT-1043,2025-05,1177,727.0,61.8,
CAP-025414,SUP-12229,FT-1043,2025-06,1223,1051.0,85.9,
CAP-025415,SUP-12229,FT-1043,2025-07,1213,785.0,64.7,
CAP-025416,SUP-12229,FT-1043,2025-08,1224,1197.0,97.8,
CAP-025417,SUP-12229,FT-1043,2025-09,1180,650.0,55.1,
CAP-025418,SUP-12229,FT-1043,2025-10,1278,1229.0,96.2,
CAP-025419,SUP-12229,FT-1043,2025-11,1135,838.0,73.8,
CAP-025420,SUP-12229,FT-1043,2025-12,1288,757.0,58.8,
CAP-025421,SUP-12229,FT-1043,2026-01,1091,948.0,86.9,
CAP-025422,SUP-12229,FT-1043,2026-02,1262,1048.0,83.0,
CAP-025423,SUP-12229,FT-1043,2026-03,1180,859.0,72.8,
CAP-025424,SUP-12229,FT-1043,2026-04,1254,1018.0,81.2,
CAP-025425,SUP-02812,HY-492,2024-01,742,466.0,62.8,
CAP-025426,SUP-02812,HY-492,2024-02,722,585.0,81.0,
CAP-025427,SUP-02812,HY-492,2024-03,745,548.0,73.6,
CAP-025428,SUP-02812,HY-492,2024-04,758,586.0,77.3,
CAP-025429,SUP-02812,HY-492,2024-05,747,433.0,58.0,
CAP-025430,SUP-02812,HY-492,2024-06,804,745.0,,
CAP-025431,SUP-02812,HY-492,2024-07,845,,60.0,
CAP-025432,SUP-02812,HY-492,2024-08,829,689.0,83.1,
CAP-025433,SUP-02812,HY-492,2024-09,783,720.0,92.0,
CAP-025434,SUP-02812,HY-492,2024-10,869,613.0,,
CAP-025435,SUP-02812,HY-492,2024-11,788,688.0,87.3,
CAP-025436,SUP-02812,HY-492,2024-12,761,427.0,56.1,
CAP-025437,SUP-02812,HY-492,2025-01,772,544.0,,
CAP-025438,SUP-02812,HY-492,2025-02,754,788.0,100.0,
CAP-025439,SUP-02812,HY-492,2025-03,834,620.0,74.3,
CAP-025440,SUP-02812,HY-492,2025-04,867,595.0,68.6,
CAP-025441,SUP-02812,HY-492,2025-05,770,425.0,55.2,
CAP-025442,SUP-02812,HY-492,2025-06,838,470.0,56.1,
CAP-025443,SUP-02812,HY-492,2025-07,824,571.0,69.3,
CAP-025444,SUP-02812,HY-492,2025-08,805,821.0,100.0,
CAP-025445,SUP-02812,HY-492,2025-09,842,517.0,61.4,
CAP-025446,SUP-02812,HY-492,2025-10,803,,72.9,
CAP-025447,SUP-02812,HY-492,2025-11,753,456.0,60.6,
CAP-025448,SUP-02812,HY-492,2025-12,815,516.0,63.3,
CAP-025449,SUP-02812,HY-492,2026-01,809,592.0,73.2,
CAP-025450,SUP-02812,HY-492,2026-02,726,516.0,71.1,
CAP-025451,SUP-02812,HY-492,2026-03,803,785.0,97.8,
CAP-025452,SUP-02812,HY-492,2026-04,808,623.0,77.1,
CAP-025453,SUP-13510,BR-1032,2024-01,399,281.0,70.4,
CAP-025454,SUP-13510,BR-1032,2024-02,347,205.0,59.1,
CAP-025455,SUP-13510,BR-1032,2024-03,396,261.0,65.9,
CAP-025456,SUP-13510,BR-1032,2024-04,396,265.0,66.9,
CAP-025457,SUP-13510,BR-1032,2024-05,394,,78.7,
CAP-025458,SUP-13510,BR-1032,2024-06,393,307.0,78.1,
CAP-025459,SUP-13510,BR-1032,2024-07,421,405.0,96.2,
CAP-025460,SUP-13510,BR-1032,2024-08,362,369.0,100.0,
CAP-025461,SUP-13510,BR-1032,2024-09,416,375.0,90.1,
CAP-025462,SUP-13510,BR-1032,2024-10,395,300.0,75.9,
CAP-025463,SUP-13510,BR-1032,2024-11,387,366.0,94.6,
CAP-025464,SUP-13510,BR-1032,2024-12,373,330.0,88.5,
CAP-025465,SUP-13510,BR-1032,2025-01,393,352.0,89.6,
CAP-025466,SUP-13510,BR-1032,2025-02,390,215.0,55.1,
CAP-025467,SUP-13510,BR-1032,2025-03,420,313.0,74.5,
CAP-025468,SUP-13510,BR-1032,2025-04,384,304.0,79.2,
CAP-025469,SUP-13510,BR-1032,2025-05,397,,93.7,
CAP-025470,SUP-13510,BR-1032,2025-06,406,320.0,78.8,
CAP-025471,SUP-13510,BR-1032,2025-07,396,219.0,55.3,
CAP-025472,SUP-13510,BR-1032,2025-08,420,245.0,58.3,
CAP-025473,SUP-13510,BR-1032,2025-09,405,300.0,74.1,
CAP-025474,SUP-13510,BR-1032,2025-10,388,251.0,64.7,
CAP-025475,SUP-13510,BR-1032,2025-11,386,224.0,58.0,
CAP-025476,SUP-13510,BR-1032,2025-12,396,246.0,62.1,
CAP-025477,SUP-13510,BR-1032,2026-01,419,,,
CAP-025478,SUP-13510,BR-1032,2026-02,407,341.0,83.8,
CAP-025479,SUP-13510,BR-1032,2026-03,405,314.0,77.5,
CAP-025480,SUP-13510,BR-1032,2026-04,380,,82.9,
CAP-025481,SUP-14012,FL-135,2024-01,197,199.0,100.0,
CAP-025482,SUP-14012,FL-135,2024-02,226,188.0,83.2,
CAP-025483,SUP-14012,FL-135,2024-03,189,,68.8,
CAP-025484,SUP-14012,FL-135,2024-04,182,157.0,86.3,
CAP-025485,SUP-14012,FL-135,2024-05,202,207.0,,
CAP-025486,SUP-14012,FL-135,2024-06,178,135.0,75.8,
CAP-025487,SUP-14012,FL-135,2024-07,208,163.0,78.4,
CAP-025488,SUP-14012,FL-135,2024-08,205,155.0,75.6,
CAP-025489,SUP-14012,FL-135,2024-09,205,164.0,80.0,
CAP-025490,SUP-14012,FL-135,2024-10,198,,63.6,
CAP-025491,SUP-14012,FL-135,2024-11,224,185.0,82.6,
CAP-025492,SUP-14012,FL-135,2024-12,210,123.0,58.6,
CAP-025493,SUP-14012,FL-135,2025-01,204,126.0,61.8,
CAP-025494,SUP-14012,FL-135,2025-02,207,209.0,100.0,
CAP-025495,SUP-14012,FL-135,2025-03,197,135.0,68.5,
CAP-025496,SUP-14012,FL-135,2025-04,188,131.0,69.7,
CAP-025497,SUP-14012,FL-135,2025-05,221,170.0,76.9,
CAP-025498,SUP-14012,FL-135,2025-06,205,144.0,70.2,
CAP-025499,SUP-14012,FL-135,2025-07,206,201.0,97.6,
CAP-025500,SUP-14012,FL-135,2025-08,183,,68.3,
CAP-025501,SUP-14012,FL-135,2025-09,193,177.0,91.7,
CAP-025502,SUP-14012,FL-135,2025-10,192,135.0,70.3,
CAP-025503,SUP-14012,FL-135,2025-11,217,194.0,89.4,
CAP-025504,SUP-14012,FL-135,2025-12,204,189.0,92.6,
CAP-025505,SUP-14012,FL-135,2026-01,193,152.0,78.8,
CAP-025506,SUP-14012,FL-135,2026-02,177,155.0,,
CAP-025507,SUP-14012,FL-135,2026-03,193,110.0,57.0,
CAP-025508,SUP-14012,FL-135,2026-04,198,130.0,65.7,
CAP-025509,SUP-08731,FT-365,2024-01,407,387.0,95.1,
CAP-025510,SUP-08731,FT-365,2024-02,412,365.0,88.6,
CAP-025511,SUP-08731,FT-365,2024-03,419,401.0,95.7,
CAP-025512,SUP-08731,FT-365,2024-04,421,243.0,57.7,
CAP-025513,SUP-08731,FT-365,2024-05,410,412.0,100.0,
CAP-025514,SUP-08731,FT-365,2024-06,382,226.0,59.2,
CAP-025515,SUP-08731,FT-365,2024-07,385,323.0,83.9,
CAP-025516,SUP-08731,FT-365,2024-08,392,390.0,,
CAP-025517,SUP-08731,FT-365,2024-09,391,383.0,98.0,
CAP-025518,SUP-08731,FT-365,2024-10,421,400.0,95.0,
CAP-025519,SUP-08731,FT-365,2024-11,392,230.0,58.7,
CAP-025520,SUP-08731,FT-365,2024-12,374,385.0,100.0,
CAP-025521,SUP-08731,FT-365,2025-01,431,257.0,59.6,
CAP-025522,SUP-08731,FT-365,2025-02,451,458.0,100.0,
CAP-025523,SUP-08731,FT-365,2025-03,416,350.0,84.1,
CAP-025524,SUP-08731,FT-365,2025-04,365,327.0,89.6,
CAP-025525,SUP-08731,FT-365,2025-05,440,451.0,100.0,
CAP-025526,SUP-08731,FT-365,2025-06,380,,76.1,
CAP-025527,SUP-08731,FT-365,2025-07,362,365.0,100.0,
CAP-025528,SUP-08731,FT-365,2025-08,396,280.0,70.7,
CAP-025529,SUP-08731,FT-365,2025-09,392,388.0,99.0,
CAP-025530,SUP-08731,FT-365,2025-10,361,345.0,95.6,
CAP-025531,SUP-08731,FT-365,2025-11,415,336.0,81.0,
CAP-025532,SUP-08731,FT-365,2025-12,410,271.0,66.1,
CAP-025533,SUP-08731,FT-365,2026-01,396,406.0,100.0,
CAP-025534,SUP-08731,FT-365,2026-02,403,355.0,88.1,
CAP-025535,SUP-08731,FT-365,2026-03,373,293.0,78.6,
CAP-025536,SUP-08731,FT-365,2026-04,420,358.0,85.2,
CAP-025537,SUP-02922,SC-646,2024-01,396,218.0,55.1,
CAP-025538,SUP-02922,SC-646,2024-02,420,359.0,85.5,
CAP-025539,SUP-02922,SC-646,2024-03,424,354.0,83.5,
CAP-025540,SUP-02922,SC-646,2024-04,418,350.0,83.7,
CAP-025541,SUP-02922,SC-646,2024-05,394,379.0,,
CAP-025542,SUP-02922,SC-646,2024-06,406,362.0,89.2,
CAP-025543,SUP-02922,SC-646,2024-07,392,299.0,76.3,
CAP-025544,SUP-02922,SC-646,2024-08,383,330.0,86.2,
CAP-025545,SUP-02922,SC-646,2024-09,402,314.0,78.1,
CAP-025546,SUP-02922,SC-646,2024-10,403,327.0,81.1,
CAP-025547,SUP-02922,SC-646,2024-11,408,423.0,100.0,
CAP-025548,SUP-02922,SC-646,2024-12,397,413.0,100.0,
CAP-025549,SUP-02922,SC-646,2025-01,376,232.0,61.7,
CAP-025550,SUP-02922,SC-646,2025-02,415,271.0,65.3,
CAP-025551,SUP-02922,SC-646,2025-03,395,258.0,65.3,
CAP-025552,SUP-02922,SC-646,2025-04,405,380.0,,
CAP-025553,SUP-02922,SC-646,2025-05,371,228.0,61.5,
CAP-025554,SUP-02922,SC-646,2025-06,385,271.0,70.4,
CAP-025555,SUP-02922,SC-646,2025-07,396,264.0,66.7,
CAP-025556,SUP-02922,SC-646,2025-08,398,414.0,100.0,
CAP-025557,SUP-02922,SC-646,2025-09,368,312.0,84.8,
CAP-025558,SUP-02922,SC-646,2025-10,412,336.0,81.6,
CAP-025559,SUP-02922,SC-646,2025-11,396,389.0,98.2,
CAP-025560,SUP-02922,SC-646,2025-12,372,356.0,95.7,
CAP-025561,SUP-02922,SC-646,2026-01,391,234.0,59.8,
CAP-025562,SUP-02922,SC-646,2026-02,403,358.0,88.8,
CAP-025563,SUP-02922,SC-646,2026-03,398,278.0,69.8,
CAP-025564,SUP-02922,SC-646,2026-04,414,268.0,64.7,
CAP-025565,SUP-14143,HY-908,2024-01,388,312.0,,
CAP-025566,SUP-14143,HY-908,2024-02,393,320.0,81.4,
CAP-025567,SUP-14143,HY-908,2024-03,413,283.0,68.5,
CAP-025568,SUP-14143,HY-908,2024-04,381,328.0,86.1,
CAP-025569,SUP-14143,HY-908,2024-05,434,296.0,68.2,
CAP-025570,SUP-14143,HY-908,2024-06,375,300.0,80.0,
CAP-025571,SUP-14143,HY-908,2024-07,403,291.0,72.2,
CAP-025572,SUP-14143,HY-908,2024-08,393,247.0,62.8,
CAP-025573,SUP-14143,HY-908,2024-09,427,408.0,95.6,
CAP-025574,SUP-14143,HY-908,2024-10,411,331.0,,
CAP-025575,SUP-14143,HY-908,2024-11,412,,72.3,
CAP-025576,SUP-14143,HY-908,2024-12,423,259.0,61.2,
CAP-025577,SUP-14143,HY-908,2025-01,348,336.0,96.6,
CAP-025578,SUP-14143,HY-908,2025-02,416,398.0,95.7,
CAP-025579,SUP-14143,HY-908,2025-03,432,325.0,75.2,
CAP-025580,SUP-14143,HY-908,2025-04,411,408.0,99.3,
CAP-025581,SUP-14143,HY-908,2025-05,428,325.0,75.9,
CAP-025582,SUP-14143,HY-908,2025-06,379,212.0,55.9,
CAP-025583,SUP-14143,HY-908,2025-07,438,287.0,65.5,
CAP-025584,SUP-14143,HY-908,2025-08,434,363.0,83.6,
CAP-025585,SUP-14143,HY-908,2025-09,404,230.0,56.9,
CAP-025586,SUP-14143,HY-908,2025-10,410,386.0,94.1,
CAP-025587,SUP-14143,HY-908,2025-11,443,278.0,62.8,
CAP-025588,SUP-14143,HY-908,2025-12,407,410.0,100.0,
CAP-025589,SUP-14143,HY-908,2026-01,377,297.0,78.8,
CAP-025590,SUP-14143,HY-908,2026-02,392,339.0,86.5,
CAP-025591,SUP-14143,HY-908,2026-03,374,248.0,66.3,
CAP-025592,SUP-14143,HY-908,2026-04,384,296.0,77.1,
CAP-025593,SUP-01422,FL-1186,2024-01,1198,1031.0,86.1,
CAP-025594,SUP-01422,FL-1186,2024-02,1234,1218.0,98.7,
CAP-025595,SUP-01422,FL-1186,2024-03,1232,1189.0,96.5,
CAP-025596,SUP-01422,FL-1186,2024-04,1147,730.0,63.6,
CAP-025597,SUP-01422,FL-1186,2024-05,1125,1000.0,,
CAP-025598,SUP-01422,FL-1186,2024-06,1056,1029.0,97.4,
CAP-025599,SUP-01422,FL-1186,2024-07,1068,942.0,88.2,
CAP-025600,SUP-01422,FL-1186,2024-08,1182,1052.0,89.0,
CAP-025601,SUP-01422,FL-1186,2024-09,1061,974.0,91.8,
CAP-025602,SUP-01422,FL-1186,2024-10,1032,831.0,80.5,
CAP-025603,SUP-01422,FL-1186,2024-11,1087,967.0,89.0,
CAP-025604,SUP-01422,FL-1186,2024-12,1106,850.0,,
CAP-025605,SUP-01422,FL-1186,2025-01,1020,633.0,62.1,
CAP-025606,SUP-01422,FL-1186,2025-02,1024,615.0,60.1,
CAP-025607,SUP-01422,FL-1186,2025-03,988,944.0,95.5,
CAP-025608,SUP-01422,FL-1186,2025-04,1057,722.0,68.3,
CAP-025609,SUP-01422,FL-1186,2025-05,1005,844.0,84.0,
CAP-025610,SUP-01422,FL-1186,2025-06,933,,78.6,
CAP-025611,SUP-01422,FL-1186,2025-07,886,653.0,73.7,
CAP-025612,SUP-01422,FL-1186,2025-08,957,626.0,65.4,
CAP-025613,SUP-01422,FL-1186,2025-09,952,648.0,68.1,
CAP-025614,SUP-01422,FL-1186,2025-10,1093,1064.0,97.3,
CAP-025615,SUP-01422,FL-1186,2025-11,899,573.0,63.7,
CAP-025616,SUP-01422,FL-1186,2025-12,1053,748.0,71.0,
CAP-025617,SUP-01422,FL-1186,2026-01,965,638.0,66.1,
CAP-025618,SUP-01422,FL-1186,2026-02,884,685.0,77.5,
CAP-025619,SUP-01422,FL-1186,2026-03,847,817.0,96.5,
CAP-025620,SUP-01422,FL-1186,2026-04,793,477.0,60.2,
CAP-025621,SUP-09345,FT-1316,2024-01,597,416.0,69.7,
CAP-025622,SUP-09345,FT-1316,2024-02,621,629.0,100.0,
CAP-025623,SUP-09345,FT-1316,2024-03,630,478.0,75.9,
CAP-025624,SUP-09345,FT-1316,2024-04,588,,81.0,
CAP-025625,SUP-09345,FT-1316,2024-05,653,538.0,82.4,
CAP-025626,SUP-09345,FT-1316,2024-06,661,,,
CAP-025627,SUP-09345,FT-1316,2024-07,629,552.0,87.8,
CAP-025628,SUP-09345,FT-1316,2024-08,664,662.0,99.7,
CAP-025629,SUP-09345,FT-1316,2024-09,632,513.0,81.2,
CAP-025630,SUP-09345,FT-1316,2024-10,679,546.0,80.4,
CAP-025631,SUP-09345,FT-1316,2024-11,651,630.0,96.8,
CAP-025632,SUP-09345,FT-1316,2024-12,679,436.0,64.2,
CAP-025633,SUP-09345,FT-1316,2025-01,710,458.0,64.5,
CAP-025634,SUP-09345,FT-1316,2025-02,725,407.0,56.1,
CAP-025635,SUP-09345,FT-1316,2025-03,646,473.0,73.2,
CAP-025636,SUP-09345,FT-1316,2025-04,674,588.0,87.2,
CAP-025637,SUP-09345,FT-1316,2025-05,708,728.0,100.0,
CAP-025638,SUP-09345,FT-1316,2025-06,693,557.0,80.4,
CAP-025639,SUP-09345,FT-1316,2025-07,733,475.0,64.8,
CAP-025640,SUP-09345,FT-1316,2025-08,707,575.0,81.3,
CAP-025641,SUP-09345,FT-1316,2025-09,698,664.0,95.1,
CAP-025642,SUP-09345,FT-1316,2025-10,715,476.0,66.6,
CAP-025643,SUP-09345,FT-1316,2025-11,739,454.0,,
CAP-025644,SUP-09345,FT-1316,2025-12,794,779.0,98.1,
CAP-025645,SUP-09345,FT-1316,2026-01,764,570.0,74.6,
CAP-025646,SUP-09345,FT-1316,2026-02,771,580.0,75.2,
CAP-025647,SUP-09345,FT-1316,2026-03,751,597.0,79.5,
CAP-025648,SUP-09345,FT-1316,2026-04,730,609.0,83.4,
CAP-025649,SUP-09925,ST-624,2024-01,865,632.0,73.1,
CAP-025650,SUP-09925,ST-624,2024-02,807,837.0,100.0,
CAP-025651,SUP-09925,ST-624,2024-03,851,815.0,95.8,
CAP-025652,SUP-09925,ST-624,2024-04,839,544.0,64.8,
CAP-025653,SUP-09925,ST-624,2024-05,817,716.0,87.6,
CAP-025654,SUP-09925,ST-624,2024-06,790,529.0,67.0,
CAP-025655,SUP-09925,ST-624,2024-07,866,577.0,66.6,
CAP-025656,SUP-09925,ST-624,2024-08,844,598.0,70.9,
CAP-025657,SUP-09925,ST-624,2024-09,876,564.0,64.4,
CAP-025658,SUP-09925,ST-624,2024-10,873,726.0,83.2,
CAP-025659,SUP-09925,ST-624,2024-11,933,720.0,77.2,
CAP-025660,SUP-09925,ST-624,2024-12,919,630.0,68.6,
CAP-025661,SUP-09925,ST-624,2025-01,906,723.0,79.8,
CAP-025662,SUP-09925,ST-624,2025-02,896,881.0,98.3,
CAP-025663,SUP-09925,ST-624,2025-03,919,787.0,85.6,
CAP-025664,SUP-09925,ST-624,2025-04,934,591.0,63.3,
CAP-025665,SUP-09925,ST-624,2025-05,921,944.0,100.0,
CAP-025666,SUP-09925,ST-624,2025-06,899,,82.1,
CAP-025667,SUP-09925,ST-624,2025-07,994,731.0,73.5,
CAP-025668,SUP-09925,ST-624,2025-08,870,612.0,70.3,
CAP-025669,SUP-09925,ST-624,2025-09,986,862.0,87.4,
CAP-025670,SUP-09925,ST-624,2025-10,940,544.0,57.9,
CAP-025671,SUP-09925,ST-624,2025-11,980,548.0,55.9,
CAP-025672,SUP-09925,ST-624,2025-12,941,,61.7,
CAP-025673,SUP-09925,ST-624,2026-01,1064,1029.0,96.7,
CAP-025674,SUP-09925,ST-624,2026-02,958,673.0,70.3,
CAP-025675,SUP-09925,ST-624,2026-03,981,749.0,76.4,
CAP-025676,SUP-09925,ST-624,2026-04,1122,1112.0,99.1,
CAP-025677,SUP-02061,CH-1177,2024-01,831,773.0,93.0,
CAP-025678,SUP-02061,CH-1177,2024-02,757,769.0,,
CAP-025679,SUP-02061,CH-1177,2024-03,846,514.0,60.8,
CAP-025680,SUP-02061,CH-1177,2024-04,835,597.0,71.5,
CAP-025681,SUP-02061,CH-1177,2024-05,863,545.0,63.2,
CAP-025682,SUP-02061,CH-1177,2024-06,809,719.0,88.9,
CAP-025683,SUP-02061,CH-1177,2024-07,864,881.0,100.0,
CAP-025684,SUP-02061,CH-1177,2024-08,820,779.0,95.0,
CAP-025685,SUP-02061,CH-1177,2024-09,822,851.0,100.0,
CAP-025686,SUP-02061,CH-1177,2024-10,770,694.0,90.1,
CAP-025687,SUP-02061,CH-1177,2024-11,786,465.0,59.2,
CAP-025688,SUP-02061,CH-1177,2024-12,818,793.0,96.9,
CAP-025689,SUP-02061,CH-1177,2025-01,747,,74.8,
CAP-025690,SUP-02061,CH-1177,2025-02,791,708.0,89.5,
CAP-025691,SUP-02061,CH-1177,2025-03,834,605.0,72.5,
CAP-025692,SUP-02061,CH-1177,2025-04,747,550.0,73.6,
CAP-025693,SUP-02061,CH-1177,2025-05,773,514.0,66.5,
CAP-025694,SUP-02061,CH-1177,2025-06,780,630.0,80.8,
CAP-025695,SUP-02061,CH-1177,2025-07,776,681.0,87.8,
CAP-025696,SUP-02061,CH-1177,2025-08,799,691.0,86.5,
CAP-025697,SUP-02061,CH-1177,2025-09,803,479.0,59.7,
CAP-025698,SUP-02061,CH-1177,2025-10,870,525.0,60.3,
CAP-025699,SUP-02061,CH-1177,2025-11,771,536.0,69.5,
CAP-025700,SUP-02061,CH-1177,2025-12,787,670.0,85.1,
CAP-025701,SUP-02061,CH-1177,2026-01,816,669.0,82.0,
CAP-025702,SUP-02061,CH-1177,2026-02,772,633.0,82.0,
CAP-025703,SUP-02061,CH-1177,2026-03,784,602.0,76.8,
CAP-025704,SUP-02061,CH-1177,2026-04,830,567.0,68.3,
CAP-025705,SUP-08470,CH-1235,2024-01,402,419.0,100.0,
CAP-025706,SUP-08470,CH-1235,2024-02,433,306.0,70.7,
CAP-025707,SUP-08470,CH-1235,2024-03,374,314.0,84.0,
CAP-025708,SUP-08470,CH-1235,2024-04,365,364.0,99.7,
CAP-025709,SUP-08470,CH-1235,2024-05,410,326.0,79.5,
CAP-025710,SUP-08470,CH-1235,2024-06,401,326.0,81.3,
CAP-025711,SUP-08470,CH-1235,2024-07,397,362.0,91.2,
CAP-025712,SUP-08470,CH-1235,2024-08,391,404.0,100.0,
CAP-025713,SUP-08470,CH-1235,2024-09,410,249.0,60.7,
CAP-025714,SUP-08470,CH-1235,2024-10,420,357.0,85.0,
CAP-025715,SUP-08470,CH-1235,2024-11,380,331.0,87.1,
CAP-025716,SUP-08470,CH-1235,2024-12,387,310.0,80.1,
CAP-025717,SUP-08470,CH-1235,2025-01,393,306.0,77.9,
CAP-025718,SUP-08470,CH-1235,2025-02,474,301.0,63.5,
CAP-025719,SUP-08470,CH-1235,2025-03,422,258.0,61.1,
CAP-025720,SUP-08470,CH-1235,2025-04,421,401.0,95.2,
CAP-025721,SUP-08470,CH-1235,2025-05,413,398.0,96.4,
CAP-025722,SUP-08470,CH-1235,2025-06,394,315.0,79.9,
CAP-025723,SUP-08470,CH-1235,2025-07,389,240.0,61.7,
CAP-025724,SUP-08470,CH-1235,2025-08,362,290.0,80.1,
CAP-025725,SUP-08470,CH-1235,2025-09,382,,72.0,
CAP-025726,SUP-08470,CH-1235,2025-10,414,278.0,67.1,
