quality_event_id,part_id,supplier_id,batch_id,event_date,event_type,severity,disposition_status,affected_qty
QE-0015121,EC-163,SUP-00093,BATCH-EC-163-20240105-2,2024-01-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015122,BR-649,SUP-02711,BATCH-BR-649-20260220-3,2026-02-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015123,TR-155,SUP-09307,BATCH-TR-155-20240212-7,2024-02-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015124,HY-831,SUP-08227,BATCH-HY-831-20250307-8,2025-03-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015125,FL-528,SUP-07998,BATCH-FL-528-20250428-1,2025-04-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015126,EN-708,SUP-10876,BATCH-EN-708-20251230-3,2025-12-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015127,EL-791,SUP-01935,BATCH-EL-791-20240221-4,2024-02-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015128,BR-234,SUP-09593,BATCH-BR-234-20260616-3,2026-06-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015129,EC-1186,SUP-09410,BATCH-EC-1186-20240825-6,2024-08-25,Incoming Inspection Pass,Not Applicable,,0
QE-0015130,TR-830,SUP-14558,BATCH-TR-830-20241106-7,2024-11-06,Defect,Medium,Approved for Use,50
QE-0015131,CH-726,SUP-13602,BATCH-CH-726-20250410-4,2025-04-10,Hold,Medium,Under Investigation,0
QE-0015132,BR-203,SUP-07088,BATCH-BR-203-20241120-8,2024-11-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015133,HY-1207,SUP-07142,BATCH-HY-1207-20250902-3,2025-09-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015134,FT-351,SUP-03254,BATCH-FT-351-20250208-6,2025-02-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015135,SC-323,SUP-12144,BATCH-SC-323-20250603-7,2025-06-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015136,FT-442,SUP-02421,BATCH-FT-442-20260505-5,2026-05-05,Defect,High,Approved for Use,500
QE-0015137,ST-1187,SUP-04449,BATCH-ST-1187-20260705-2,2026-07-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015138,TR-1345,SUP-10147,BATCH-TR-1345-20250503-7,2025-05-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015139,BR-522,SUP-02459,BATCH-BR-522-20251010-3,2025-10-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015140,EC-973,SUP-06542,BATCH-EC-973-20250613-1,2025-06-13,Hold,Critical,Approved for Use,10
QE-0015141,TR-737,SUP-06003,BATCH-TR-737-20240825-4,2024-08-25,Hold,Critical,Closed,10
QE-0015142,HY-939,SUP-00406,BATCH-HY-939-20250802-7,2025-08-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015143,TR-734,SUP-13771,BATCH-TR-734-20240812-4,2024-08-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015144,EL-591,SUP-09837,BATCH-EL-591-20250726-3,2025-07-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015145,EL-1030,SUP-14692,BATCH-EL-1030-20250626-7,2025-06-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015146,BR-1092,SUP-14905,BATCH-BR-1092-20250703-3,2025-07-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015147,ST-1018,SUP-08096,BATCH-ST-1018-20240607-4,2024-06-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015148,BR-833,SUP-02336,BATCH-BR-833-20240229-6,2024-02-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015149,TR-777,SUP-01826,BATCH-TR-777-20240521-5,2024-05-21,Hold,Medium,Under Investigation,50
QE-0015150,EL-328,SUP-01292,BATCH-EL-328-20240229-3,2024-02-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015151,BR-195,SUP-10493,BATCH-BR-195-20240205-2,2024-02-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015152,FT-919,SUP-12170,BATCH-FT-919-20240706-5,2024-07-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015153,EN-134,SUP-04320,BATCH-EN-134-20250616-5,2025-06-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015154,EN-1222,SUP-03360,BATCH-EN-1222-20240221-2,2024-02-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015155,ST-719,SUP-12466,BATCH-ST-719-20260403-4,2026-04-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015156,ST-161,SUP-04818,BATCH-ST-161-20250430-1,2025-04-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015157,HY-967,SUP-08380,BATCH-HY-967-20251001-1,2025-10-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015158,FL-620,SUP-13531,BATCH-FL-620-20240925-3,2024-09-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015159,CB-512,SUP-01044,BATCH-CB-512-20240819-1,2024-08-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015160,CH-1034,SUP-14155,BATCH-CH-1034-20250313-6,2025-03-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015161,CB-492,SUP-00365,BATCH-CB-492-20250221-5,2025-02-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015162,ST-1311,SUP-14634,BATCH-ST-1311-20240912-8,2024-09-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015163,FL-793,SUP-05290,BATCH-FL-793-20250304-6,2025-03-04,Hold,High,Under Investigation,10
QE-0015164,EC-549,SUP-02980,BATCH-EC-549-20260206-1,2026-02-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015165,CB-1349,SUP-10011,BATCH-CB-1349-20240918-2,2024-09-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015166,FL-849,SUP-04360,BATCH-FL-849-20260410-4,2026-04-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015167,BR-880,SUP-12176,BATCH-BR-880-20251020-7,2025-10-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015168,TR-245,SUP-13684,BATCH-TR-245-20260808-6,2026-08-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015169,ST-236,SUP-09858,BATCH-ST-236-20250825-6,2025-08-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015170,CH-569,SUP-08291,BATCH-CH-569-20240326-4,2024-03-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015171,CB-1001,SUP-02351,BATCH-CB-1001-20251218-6,2025-12-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015172,CH-833,SUP-02460,BATCH-CH-833-20240623-3,2024-06-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015173,ST-117,SUP-09587,BATCH-ST-117-20251124-7,2025-11-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015174,CH-256,SUP-05194,BATCH-CH-256-20260808-7,2026-08-08,Defect,Medium,Closed,500
QE-0015175,CH-265,SUP-12791,BATCH-CH-265-20240922-6,2024-09-22,Defect,Medium,Under Investigation,100
QE-0015176,CH-1125,SUP-06740,BATCH-CH-1125-20240322-3,2024-03-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015177,HY-1183,SUP-02420,BATCH-HY-1183-20250927-2,2025-09-27,Hold,High,Approved for Use,0
QE-0015178,HY-1063,SUP-09035,BATCH-HY-1063-20260307-5,2026-03-07,Deviation Approved,High,Closed,500
QE-0015179,TR-680,SUP-01272,BATCH-TR-680-20240308-7,2024-03-08,Defect,Low,Under Investigation,50
QE-0015180,FT-622,SUP-07729,BATCH-FT-622-20240312-4,2024-03-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015181,CH-540,SUP-07536,BATCH-CH-540-20241212-4,2024-12-12,Hold,Medium,Closed,100
QE-0015182,ST-226,SUP-08615,BATCH-ST-226-20250727-3,2025-07-27,Incoming Inspection Pass,Not Applicable,,0
QE-0015183,EL-551,SUP-02592,BATCH-EL-551-20240912-2,2024-09-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015184,TR-977,SUP-12934,BATCH-TR-977-20240422-8,2024-04-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015185,FT-1270,SUP-11405,BATCH-FT-1270-20251016-3,2025-10-16,Hold,High,Approved for Use,10
QE-0015186,HY-689,SUP-11542,BATCH-HY-689-20250413-7,2025-04-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015187,FL-995,SUP-06901,BATCH-FL-995-20240327-8,2024-03-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015188,FL-549,SUP-08449,BATCH-FL-549-20250105-2,2025-01-05,Hold,Low,Approved for Use,500
QE-0015189,FL-633,SUP-04186,BATCH-FL-633-20250303-1,2025-03-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015190,CH-1165,SUP-10513,BATCH-CH-1165-20240613-7,2024-06-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015191,EL-701,SUP-05690,BATCH-EL-701-20240324-1,2024-03-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015192,EN-375,SUP-12420,BATCH-EN-375-20260311-8,2026-03-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015193,FL-1184,SUP-00884,BATCH-FL-1184-20260327-1,2026-03-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015194,FL-681,SUP-06450,BATCH-FL-681-20260407-3,2026-04-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015195,TR-445,SUP-01231,BATCH-TR-445-20260505-2,2026-05-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015196,FL-1136,SUP-00562,BATCH-FL-1136-20250328-4,2025-03-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015197,FL-504,SUP-14354,BATCH-FL-504-20240720-7,2024-07-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015198,BR-1327,SUP-12496,BATCH-BR-1327-20260424-4,2026-04-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015199,TR-672,SUP-07003,BATCH-TR-672-20250605-8,2025-06-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015200,HY-700,SUP-07951,BATCH-HY-700-20260427-5,2026-04-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015201,SC-980,SUP-01726,BATCH-SC-980-20250211-5,2025-02-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015202,EN-1251,SUP-09393,BATCH-EN-1251-20240327-7,2024-03-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015203,EC-191,SUP-12641,BATCH-EC-191-20260228-2,2026-02-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015204,EL-1178,SUP-05315,BATCH-EL-1178-20251029-3,2025-10-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015205,TR-112,SUP-00517,BATCH-TR-112-20250517-8,2025-05-17,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015206,CB-101,SUP-05697,BATCH-CB-101-20251101-4,2025-11-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015207,EN-191,SUP-03641,BATCH-EN-191-20250701-1,2025-07-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015208,SC-156,SUP-13126,BATCH-SC-156-20240316-8,2024-03-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015209,HY-250,SUP-13881,BATCH-HY-250-20260329-1,2026-03-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015210,CH-351,SUP-05850,BATCH-CH-351-20250728-6,2025-07-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015211,BR-452,SUP-03608,BATCH-BR-452-20260801-1,2026-08-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015212,ST-871,SUP-13650,BATCH-ST-871-20260311-6,2026-03-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015213,FL-132,SUP-10611,BATCH-FL-132-20240506-3,2024-05-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015214,EL-1203,SUP-08252,BATCH-EL-1203-20240101-1,2024-01-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015215,CH-1170,SUP-11100,BATCH-CH-1170-20240319-1,2024-03-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015216,HY-1309,SUP-11566,BATCH-HY-1309-20250412-1,2025-04-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015217,TR-365,SUP-06366,BATCH-TR-365-20250428-5,2025-04-28,Deviation Approved,Medium,Under Investigation,25
QE-0015218,SC-1029,SUP-01161,BATCH-SC-1029-20250510-6,2025-05-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015219,ST-461,SUP-13037,BATCH-ST-461-20251210-4,2025-12-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015220,CH-1313,SUP-11726,BATCH-CH-1313-20260727-1,2026-07-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015221,FT-753,SUP-10404,BATCH-FT-753-20240604-2,2024-06-04,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015222,CH-702,SUP-14620,BATCH-CH-702-20250823-5,2025-08-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015223,ST-195,SUP-05958,BATCH-ST-195-20251128-1,2025-11-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015224,EN-704,SUP-04449,BATCH-EN-704-20240822-4,2024-08-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015225,ST-759,SUP-04524,BATCH-ST-759-20251214-5,2025-12-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015226,FL-427,SUP-09392,BATCH-FL-427-20260114-4,2026-01-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015227,EL-1137,SUP-14018,BATCH-EL-1137-20240603-6,2024-06-03,Hold,High,Closed,10
QE-0015228,FT-1185,SUP-09982,BATCH-FT-1185-20250520-8,2025-05-20,Hold,High,Scrapped,0
QE-0015229,CH-1338,SUP-09149,BATCH-CH-1338-20251106-5,2025-11-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015230,EN-1327,SUP-13044,BATCH-EN-1327-20250213-4,2025-02-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015231,CH-174,SUP-12699,BATCH-CH-174-20250102-3,2025-01-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015232,FL-1096,SUP-13770,BATCH-FL-1096-20250424-3,2025-04-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015233,BR-1191,SUP-13661,BATCH-BR-1191-20250123-2,2025-01-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015234,FL-686,SUP-05191,BATCH-FL-686-20240826-1,2024-08-26,Defect,Low,Approved for Use,0
QE-0015235,BR-754,SUP-01929,BATCH-BR-754-20241127-7,2024-11-27,Defect,Medium,Closed,0
QE-0015236,EC-939,SUP-05434,BATCH-EC-939-20250713-7,2025-07-13,Hold,Low,Scrapped,100
QE-0015237,ST-1121,SUP-06121,BATCH-ST-1121-20250614-5,2025-06-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015238,EL-1023,SUP-02896,BATCH-EL-1023-20250829-4,2025-08-29,Hold,Low,Closed,0
QE-0015239,CH-1322,SUP-01129,BATCH-CH-1322-20250629-5,2025-06-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015240,FL-222,SUP-05939,BATCH-FL-222-20240907-4,2024-09-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015241,CH-671,SUP-07744,BATCH-CH-671-20240410-4,2024-04-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015242,TR-654,SUP-06596,BATCH-TR-654-20241202-7,2024-12-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015243,BR-132,SUP-05449,BATCH-BR-132-20240818-2,2024-08-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015244,FT-951,SUP-07594,BATCH-FT-951-20250107-1,2025-01-07,Hold,Critical,Under Investigation,500
QE-0015245,EL-387,SUP-14010,BATCH-EL-387-20250625-6,2025-06-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015246,HY-1246,SUP-00421,BATCH-HY-1246-20251024-3,2025-10-24,Incoming Inspection Pass,Not Applicable,,0
QE-0015247,CH-1216,SUP-10232,BATCH-CH-1216-20250802-8,2025-08-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015248,EC-218,SUP-10934,BATCH-EC-218-20240830-2,2024-08-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015249,ST-204,SUP-09569,BATCH-ST-204-20251007-2,2025-10-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015250,EN-113,SUP-11416,BATCH-EN-113-20250609-2,2025-06-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015251,CH-125,SUP-02693,BATCH-CH-125-20240810-4,2024-08-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015252,EL-643,SUP-08095,BATCH-EL-643-20241025-7,2024-10-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015253,FL-1322,SUP-09720,BATCH-FL-1322-20241210-5,2024-12-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015254,ST-535,SUP-04259,BATCH-ST-535-20250521-1,2025-05-21,Incoming Inspection Pass,Not Applicable,,0
QE-0015255,EN-1120,SUP-10118,BATCH-EN-1120-20250821-3,2025-08-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015256,HY-803,SUP-01126,BATCH-HY-803-20240127-5,2024-01-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015257,BR-428,SUP-04086,BATCH-BR-428-20260424-7,2026-04-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015258,EN-797,SUP-07117,BATCH-EN-797-20250224-8,2025-02-24,Incoming Inspection Pass,Not Applicable,,0
QE-0015259,EL-833,SUP-12258,BATCH-EL-833-20240817-8,2024-08-17,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015260,FL-722,SUP-14982,BATCH-FL-722-20240522-7,2024-05-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015261,EN-725,SUP-02181,BATCH-EN-725-20241102-7,2024-11-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015262,FT-778,SUP-04072,BATCH-FT-778-20241106-8,2024-11-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015263,BR-720,SUP-02553,BATCH-BR-720-20250313-1,2025-03-13,Defect,Critical,Closed,50
QE-0015264,FT-974,SUP-12443,BATCH-FT-974-20240330-6,2024-03-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015265,BR-592,SUP-03242,BATCH-BR-592-20240809-4,2024-08-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015266,EC-284,SUP-11124,BATCH-EC-284-20260202-1,2026-02-02,Incoming Inspection Pass,Not Applicable,,0
QE-0015267,BR-261,SUP-09758,BATCH-BR-261-20241218-8,2024-12-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015268,TR-715,SUP-08064,BATCH-TR-715-20260410-1,2026-04-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015269,CH-1014,SUP-05119,BATCH-CH-1014-20250908-8,2025-09-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015270,EC-620,SUP-01940,BATCH-EC-620-20240811-8,2024-08-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015271,FL-1051,SUP-12451,BATCH-FL-1051-20250411-7,2025-04-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015272,HY-281,SUP-10742,BATCH-HY-281-20260217-5,2026-02-17,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015273,HY-552,SUP-14333,BATCH-HY-552-20260701-1,2026-07-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015274,CH-1268,SUP-01133,BATCH-CH-1268-20260410-6,2026-04-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015275,ST-623,SUP-10484,BATCH-ST-623-20251102-4,2025-11-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015276,CH-1008,SUP-05748,BATCH-CH-1008-20240707-4,2024-07-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015277,HY-269,SUP-12660,BATCH-HY-269-20250318-5,2025-03-18,Hold,Critical,Under Investigation,10
QE-0015278,BR-382,SUP-00055,BATCH-BR-382-20241109-1,2024-11-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015279,BR-854,SUP-08371,BATCH-BR-854-20240430-6,2024-04-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015280,CH-755,SUP-10245,BATCH-CH-755-20251102-1,2025-11-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015281,FT-489,SUP-01702,BATCH-FT-489-20251126-6,2025-11-26,Incoming Inspection Pass,Not Applicable,,0
QE-0015282,BR-923,SUP-07839,BATCH-BR-923-20260109-2,2026-01-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015283,CH-501,SUP-03090,BATCH-CH-501-20260324-1,2026-03-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015284,CB-188,SUP-00412,BATCH-CB-188-20250503-3,2025-05-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015285,FL-1279,SUP-11275,BATCH-FL-1279-20241201-1,2024-12-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015286,SC-1009,SUP-03502,BATCH-SC-1009-20241222-1,2024-12-22,Defect,Medium,Scrapped,0
QE-0015287,BR-138,SUP-14578,BATCH-BR-138-20251003-2,2025-10-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015288,CH-1197,SUP-00547,BATCH-CH-1197-20260331-4,2026-03-31,Deviation Approved,Medium,Closed,250
QE-0015289,CH-502,SUP-06721,BATCH-CH-502-20250625-6,2025-06-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015290,EN-452,SUP-08800,BATCH-EN-452-20250626-8,2025-06-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015291,CB-682,SUP-01245,BATCH-CB-682-20240719-7,2024-07-19,Defect,Low,Closed,25
QE-0015292,CB-1145,SUP-04991,BATCH-CB-1145-20250827-2,2025-08-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015293,EN-171,SUP-07303,BATCH-EN-171-20240804-8,2024-08-04,Deviation Approved,Low,Closed,100
QE-0015294,CH-1267,SUP-06629,BATCH-CH-1267-20250106-1,2025-01-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015295,SC-649,SUP-04650,BATCH-SC-649-20240207-5,2024-02-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015296,EN-120,SUP-09339,BATCH-EN-120-20260821-3,2026-08-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015297,EL-1135,SUP-05992,BATCH-EL-1135-20241012-1,2024-10-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015298,BR-842,SUP-08161,BATCH-BR-842-20250303-8,2025-03-03,Hold,High,Closed,100
QE-0015299,CB-498,SUP-11393,BATCH-CB-498-20251031-5,2025-10-31,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015300,EN-346,SUP-02015,BATCH-EN-346-20260419-3,2026-04-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015301,FL-138,SUP-05887,BATCH-FL-138-20260213-1,2026-02-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015302,HY-845,SUP-07425,BATCH-HY-845-20241208-5,2024-12-08,Defect,High,Under Investigation,10
QE-0015303,ST-476,SUP-05424,BATCH-ST-476-20251104-6,2025-11-04,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015304,FT-118,SUP-10119,BATCH-FT-118-20250131-4,2025-01-31,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015305,FL-107,SUP-01385,BATCH-FL-107-20240808-3,2024-08-08,Hold,Low,Closed,0
QE-0015306,EN-704,SUP-06766,BATCH-EN-704-20251122-6,2025-11-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015307,EN-1232,SUP-06283,BATCH-EN-1232-20250401-5,2025-04-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015308,HY-404,SUP-06392,BATCH-HY-404-20250127-8,2025-01-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015309,HY-1128,SUP-12989,BATCH-HY-1128-20240826-6,2024-08-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015310,HY-464,SUP-00263,BATCH-HY-464-20250408-2,2025-04-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015311,EN-206,SUP-08532,BATCH-EN-206-20260117-7,2026-01-17,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015312,SC-711,SUP-01347,BATCH-SC-711-20260707-6,2026-07-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015313,BR-761,SUP-10261,BATCH-BR-761-20260823-6,2026-08-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015314,EN-188,SUP-05621,BATCH-EN-188-20260805-4,2026-08-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015315,FL-1126,SUP-14881,BATCH-FL-1126-20240306-6,2024-03-06,Deviation Approved,Medium,Closed,250
QE-0015316,SC-173,SUP-00569,BATCH-SC-173-20260718-6,2026-07-18,Defect,Critical,Closed,500
QE-0015317,FL-320,SUP-05968,BATCH-FL-320-20250902-5,2025-09-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015318,BR-378,SUP-07419,BATCH-BR-378-20250719-1,2025-07-19,Defect,Critical,Closed,100
QE-0015319,HY-790,SUP-12112,BATCH-HY-790-20241207-8,2024-12-07,Hold,Critical,Under Investigation,10
QE-0015320,BR-285,SUP-02508,BATCH-BR-285-20251112-3,2025-11-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015321,ST-440,SUP-14902,BATCH-ST-440-20240828-3,2024-08-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015322,FL-373,SUP-06085,BATCH-FL-373-20250802-8,2025-08-02,Defect,Medium,Approved for Use,0
QE-0015323,SC-959,SUP-08367,BATCH-SC-959-20250831-1,2025-08-31,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015324,SC-503,SUP-14036,BATCH-SC-503-20250419-4,2025-04-19,Recall,Low,Under Investigation,50
QE-0015325,FL-987,SUP-02201,BATCH-FL-987-20260213-5,2026-02-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015326,SC-750,SUP-14520,BATCH-SC-750-20250701-7,2025-07-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015327,SC-1255,SUP-07153,BATCH-SC-1255-20240224-3,2024-02-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015328,SC-827,SUP-05393,BATCH-SC-827-20240203-6,2024-02-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015329,SC-332,SUP-08176,BATCH-SC-332-20250529-6,2025-05-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015330,CH-363,SUP-13579,BATCH-CH-363-20260122-6,2026-01-22,Hold,Low,Closed,10
QE-0015331,TR-922,SUP-02192,BATCH-TR-922-20240109-5,2024-01-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0015332,ST-682,SUP-07295,BATCH-ST-682-20240120-7,2024-01-20,Defect,High,Closed,0
