shipment_id,po_id,lane_id,carrier,ship_date,eta_date,actual_arrival_date,shipment_qty,shipment_status
SHP-0014752,PO-0010360,LANE-001288,TransGlobal Freight,2024-07-28,2024-08-08,2024-08-05,500,Delivered
SHP-0014753,PO-0025849,LANE-005564,Continental Cargo,2025-05-14,2025-06-15,2025-06-13,1200,Delivered
SHP-0014754,PO-0002288,LANE-003892,Ironhide Trucking,2024-08-11,,2024-08-18,100,Delivered
SHP-0014755,PO-0004948,LANE-011500,EuroFreight Express,2026-06-29,2026-07-12,2026-07-12,200,Delivered
SHP-0014756,PO-0002947,LANE-011263,TransGlobal Freight,2024-01-23,2024-01-28,,200,In Transit
SHP-0014757,PO-0013052,LANE-010932,Ironhide Trucking,2024-07-07,2024-08-04,2024-08-07,300,Delivered
SHP-0014758,PO-0021137,LANE-016850,BlueLine Transport,2025-03-31,2025-04-05,2025-04-07,50,Delivered
SHP-0014759,PO-0019701,LANE-001714,Ironhide Trucking,2026-04-29,2026-05-12,2026-05-10,1200,Delivered
SHP-0014760,PO-0007512,LANE-010117,EuroFreight Express,2024-10-21,2024-11-02,2024-10-30,50,Delivered
SHP-0014761,PO-0016210,LANE-003802,Meridian Logistics,2026-02-04,2026-02-08,2026-02-08,50,Delivered
SHP-0014762,PO-0002412,LANE-014888,Pacific Rim Shipping,2024-02-29,2024-03-02,2024-02-29,800,Delivered
SHP-0014763,PO-0020781,LANE-007803,BlueLine Transport,2025-01-05,2025-01-08,,300,In Transit
SHP-0014764,PO-0017961,LANE-006726,Ironhide Trucking,2024-05-08,2024-05-10,,50,Lost
SHP-0014765,PO-0000966,LANE-012848,TransGlobal Freight,2026-08-12,2026-08-15,,100,In Transit
SHP-0014766,PO-0020097,LANE-016232,TransGlobal Freight,2024-03-25,2024-03-28,2024-03-30,200,Delivered
SHP-0014767,PO-0026568,LANE-013509,BlueLine Transport,2024-04-08,2024-04-23,,300,Delayed
SHP-0014768,PO-0013801,LANE-012552,Continental Cargo,2026-07-30,2026-08-03,,500,In Transit
SHP-0014769,PO-0020168,LANE-000494,Pacific Rim Shipping,2025-05-09,2025-06-11,2025-06-12,1200,Delivered
SHP-0014770,PO-0009205,LANE-001769,Pacific Rim Shipping,2025-04-01,2025-04-05,2025-04-05,1200,Delivered
SHP-0014771,PO-0024429,LANE-014069,Atlas Intermodal,2024-09-10,2024-09-13,2024-09-13,800,Delivered
SHP-0014772,PO-0022287,LANE-000939,Meridian Logistics,2025-01-28,2025-02-27,2025-02-26,800,Delivered
SHP-0014773,PO-0025939,LANE-002625,Atlas Intermodal,2024-08-09,2024-08-11,2024-08-08,500,Delivered
SHP-0014774,PO-0021748,LANE-007685,Continental Cargo,2025-03-19,2025-04-09,2025-04-07,100,Delivered
SHP-0014775,PO-0026831,LANE-001117,Meridian Logistics,2024-09-07,2024-09-12,2024-09-10,100,Delivered
SHP-0014776,PO-0024688,LANE-005334,Continental Cargo,2025-08-21,2025-08-27,,300,In Transit
SHP-0014777,PO-0019133,LANE-004930,Continental Cargo,2024-07-15,2024-08-04,,300,In Transit
SHP-0014778,PO-0025552,LANE-005580,Continental Cargo,2025-12-24,2025-12-27,,300,In Transit
SHP-0014779,PO-0017270,LANE-007740,Pacific Rim Shipping,2025-09-29,2025-10-10,2025-10-07,300,Delivered
SHP-0014780,PO-0001772,LANE-015446,Ironhide Trucking,2024-03-02,2024-04-05,2024-04-08,100,Delivered
SHP-0014781,PO-0016267,LANE-004881,BlueLine Transport,2024-12-13,2024-12-16,2024-12-19,800,Delivered
SHP-0014782,PO-0018076,LANE-012167,Pacific Rim Shipping,2025-10-19,2025-10-27,,300,In Transit
SHP-0014783,PO-0025877,LANE-003447,TransGlobal Freight,2025-09-19,,,500,In Transit
SHP-0014784,PO-0017377,LANE-008696,TransGlobal Freight,2026-06-30,2026-07-02,,500,In Transit
SHP-0014785,PO-0022401,LANE-016671,Ironhide Trucking,2024-05-03,2024-05-07,2024-05-09,300,Delivered
SHP-0014786,PO-0001583,LANE-013464,Atlas Intermodal,2026-05-27,2026-05-30,,100,In Transit
SHP-0014787,PO-0005203,LANE-006038,Meridian Logistics,2024-08-10,2024-08-18,,50,In Transit
SHP-0014788,PO-0016124,LANE-004898,Continental Cargo,2025-04-07,2025-04-11,2025-04-08,300,Delivered
SHP-0014789,PO-0024747,LANE-016210,Pacific Rim Shipping,2025-01-24,2025-02-20,2025-02-20,100,Delivered
SHP-0014790,PO-0003449,LANE-005026,Meridian Logistics,2025-11-13,2025-12-05,2025-12-05,200,Delivered
SHP-0014791,PO-0017347,LANE-007011,EuroFreight Express,2025-04-04,2025-04-09,2025-04-12,800,Delivered
SHP-0014792,PO-0011019,LANE-001602,Meridian Logistics,2025-01-03,2025-01-08,,50,In Transit
SHP-0014793,PO-0023427,LANE-015936,TransGlobal Freight,2024-03-02,2024-03-14,2024-03-14,100,Delivered
SHP-0014794,PO-0007702,LANE-010565,TransGlobal Freight,2025-09-11,,,100,In Transit
SHP-0014795,PO-0025816,LANE-007418,Continental Cargo,2024-11-28,2024-12-11,2024-12-12,500,Delivered
SHP-0014796,PO-0020993,LANE-006747,Meridian Logistics,2025-09-14,2025-09-19,2025-09-19,800,Delivered
SHP-0014797,PO-0012614,LANE-002840,Pacific Rim Shipping,2025-06-08,2025-06-10,2025-06-10,300,Delivered
SHP-0014798,PO-0006510,LANE-007501,Meridian Logistics,2026-01-13,2026-01-17,2026-01-14,300,Delivered
SHP-0014799,PO-0017142,LANE-013970,EuroFreight Express,2026-01-12,2026-01-23,2026-01-21,300,Delivered
SHP-0014800,PO-0023234,LANE-015022,TransGlobal Freight,2024-12-03,2024-12-30,2024-12-29,500,Delivered
SHP-0014801,PO-0016986,LANE-002595,Ironhide Trucking,2025-07-16,2025-08-09,2025-08-09,500,Delivered
SHP-0014802,PO-0002682,LANE-012348,Meridian Logistics,2026-04-08,2026-04-18,2026-04-19,50,Delivered
SHP-0014803,PO-0025422,LANE-015076,Ironhide Trucking,2025-12-27,2026-01-08,2026-01-08,50,Delivered
SHP-0014804,PO-0012387,LANE-004308,Continental Cargo,2026-03-20,2026-03-21,2026-03-24,800,Delivered
SHP-0014805,PO-0012653,LANE-003824,Ironhide Trucking,2026-08-18,2026-08-27,2026-08-28,300,Delivered
SHP-0014806,PO-0019308,LANE-013605,Continental Cargo,2025-04-09,2025-04-12,2025-04-10,200,Delivered
SHP-0014807,PO-0012198,LANE-004323,Meridian Logistics,2026-01-28,2026-02-01,2026-01-29,500,Delivered
SHP-0014808,PO-0023058,LANE-016688,Ironhide Trucking,2025-03-23,2025-03-30,2025-04-02,300,Delivered
SHP-0014809,PO-0010231,LANE-016005,BlueLine Transport,2024-02-05,2024-02-09,2024-02-10,300,Delivered
SHP-0014810,PO-0018912,LANE-016524,TransGlobal Freight,2024-02-15,2024-03-18,,100,In Transit
SHP-0014811,PO-0004557,LANE-011657,Continental Cargo,2024-05-05,2024-05-09,2024-05-12,500,Delivered
SHP-0014812,PO-0022561,LANE-014697,,2024-11-21,2024-11-23,2024-11-24,300,Delivered
SHP-0014813,PO-0020344,LANE-000798,BlueLine Transport,2025-11-16,2025-11-20,2025-11-21,50,Delivered
SHP-0014814,PO-0020871,LANE-004006,Ironhide Trucking,2026-06-11,2026-06-16,2026-06-14,500,Delivered
SHP-0014815,PO-0005140,LANE-013708,Atlas Intermodal,2025-01-31,2025-02-12,2025-02-14,1200,Delivered
SHP-0014816,PO-0021558,LANE-013034,Meridian Logistics,2026-03-14,2026-03-24,2026-03-25,300,Delivered
SHP-0014817,PO-0023008,LANE-002082,BlueLine Transport,2025-08-22,2025-08-30,,500,In Transit
SHP-0014818,PO-0026082,LANE-012277,Continental Cargo,2026-05-03,2026-05-30,2026-05-31,1200,Delivered
SHP-0014819,PO-0013124,LANE-010974,BlueLine Transport,2025-01-08,2025-01-20,2025-01-22,200,Delivered
SHP-0014820,PO-0026846,LANE-015811,TransGlobal Freight,2025-07-06,2025-08-06,2025-08-07,500,Delivered
SHP-0014821,PO-0008919,LANE-010316,Atlas Intermodal,2024-09-08,2024-09-26,,1200,Delayed
SHP-0014822,PO-0015513,LANE-009253,,2024-08-22,2024-08-26,2024-08-27,800,Delivered
SHP-0014823,PO-0017106,LANE-016515,TransGlobal Freight,2024-09-01,2024-09-13,2024-09-10,500,Delivered
SHP-0014824,PO-0021019,LANE-008137,TransGlobal Freight,2025-01-24,2025-01-28,2025-01-30,50,Delivered
SHP-0014825,PO-0025871,LANE-010508,Continental Cargo,2024-02-25,2024-03-07,2024-03-09,100,Delivered
SHP-0014826,PO-0021935,LANE-013122,,2024-10-14,2024-11-17,,100,Delayed
SHP-0014827,PO-0010946,LANE-001052,Pacific Rim Shipping,2024-12-29,2025-01-02,,500,In Transit
SHP-0014828,PO-0007956,LANE-014170,BlueLine Transport,2025-11-04,2025-11-09,2025-11-11,500,Delivered
SHP-0014829,PO-0019639,LANE-002679,TransGlobal Freight,2024-03-06,2024-03-22,2024-03-24,50,Delivered
SHP-0014830,PO-0003896,LANE-012421,BlueLine Transport,2024-02-01,2024-02-14,2024-02-16,1200,Delivered
SHP-0014831,PO-0004797,LANE-007506,,2024-05-25,2024-06-04,,50,In Transit
SHP-0014832,PO-0000066,LANE-005794,Meridian Logistics,2024-08-17,2024-08-30,2024-09-02,1200,Delivered
SHP-0014833,PO-0008299,LANE-003881,Ironhide Trucking,2026-04-13,2026-04-25,2026-04-23,100,Delivered
SHP-0014834,PO-0019240,LANE-012197,Pacific Rim Shipping,2025-09-28,2025-10-23,,1200,Delayed
SHP-0014835,PO-0010943,LANE-000617,BlueLine Transport,2024-07-14,2024-07-26,2024-07-31,800,Partial
SHP-0014836,PO-0009204,LANE-010866,Meridian Logistics,2024-07-30,2024-08-31,2024-09-01,50,Delivered
SHP-0014837,PO-0019932,LANE-004721,TransGlobal Freight,2024-09-27,2024-10-02,,800,In Transit
SHP-0014838,PO-0010586,LANE-009528,Ironhide Trucking,2025-01-13,2025-01-16,,800,Delayed
SHP-0014839,PO-0018901,LANE-009253,Pacific Rim Shipping,2024-12-30,2025-01-03,2025-01-05,300,Delivered
SHP-0014840,PO-0009999,LANE-002255,TransGlobal Freight,2024-05-14,2024-05-18,2024-05-20,50,Delivered
SHP-0014841,PO-0013553,LANE-016048,EuroFreight Express,2024-04-19,2024-05-15,2024-05-12,100,Delivered
SHP-0014842,PO-0009410,LANE-008280,Continental Cargo,2025-04-07,2025-04-09,2025-04-11,800,Delivered
SHP-0014843,PO-0012002,LANE-003049,EuroFreight Express,2025-03-13,2025-03-19,2025-03-16,500,Delivered
SHP-0014844,PO-0013353,LANE-006389,EuroFreight Express,2025-02-19,2025-03-19,,300,In Transit
SHP-0014845,PO-0016848,LANE-010035,Pacific Rim Shipping,2025-07-20,2025-07-31,2025-08-03,300,Delivered
SHP-0014846,PO-0002788,LANE-005250,EuroFreight Express,2025-03-27,2025-04-08,2025-04-07,800,Delivered
SHP-0014847,PO-0004040,LANE-012137,Ironhide Trucking,2024-06-26,2024-06-28,2024-07-01,500,Delivered
SHP-0014848,PO-0014308,LANE-014898,Pacific Rim Shipping,2025-09-07,2025-09-12,2025-09-10,800,Delivered
SHP-0014849,PO-0015910,LANE-005275,Ironhide Trucking,2024-02-23,2024-03-24,2024-03-21,500,Delivered
SHP-0014850,PO-0014775,LANE-015146,BlueLine Transport,2024-12-22,2025-01-03,,500,Delayed
SHP-0014851,PO-0000814,LANE-008434,Ironhide Trucking,2025-10-04,2025-10-29,2025-10-26,50,Delivered
SHP-0014852,PO-0016849,LANE-013030,TransGlobal Freight,2024-12-28,2025-01-09,2025-01-09,100,Delivered
SHP-0014853,PO-0010295,LANE-014178,EuroFreight Express,2024-04-07,2024-04-12,2024-04-12,100,Delivered
SHP-0014854,PO-0004203,LANE-008043,TransGlobal Freight,2025-07-03,2025-07-09,,200,In Transit
SHP-0014855,PO-0009456,LANE-011127,EuroFreight Express,2024-04-05,2024-04-17,2024-04-18,500,Delivered
SHP-0014856,PO-0023940,LANE-004496,,2026-01-21,2026-01-30,,800,In Transit
SHP-0014857,PO-0012760,LANE-001626,Continental Cargo,2024-12-02,,2024-12-10,500,Delivered
SHP-0014858,PO-0000361,LANE-004230,TransGlobal Freight,2026-06-30,2026-07-26,2026-07-28,100,Partial
SHP-0014859,PO-0006494,LANE-007077,BlueLine Transport,2025-10-28,2025-10-30,,100,In Transit
SHP-0014860,PO-0017926,LANE-009176,TransGlobal Freight,2025-11-04,2025-11-09,,100,In Transit
SHP-0014861,PO-0013303,LANE-015407,BlueLine Transport,2025-10-18,2025-10-23,,200,In Transit
SHP-0014862,PO-0024699,LANE-013724,Meridian Logistics,2025-01-05,,,50,Delayed
SHP-0014863,PO-0019589,LANE-014799,Pacific Rim Shipping,2024-05-22,2024-05-24,2024-05-26,50,Delivered
SHP-0014864,PO-0019942,LANE-010160,BlueLine Transport,2025-09-11,2025-09-14,2025-09-17,100,Delivered
SHP-0014865,PO-0020874,LANE-005500,Ironhide Trucking,2025-04-01,2025-04-03,2025-04-01,200,Delivered
SHP-0014866,PO-0016952,LANE-016839,,2025-09-05,2025-09-09,2025-09-11,200,Delivered
SHP-0014867,PO-0008753,LANE-007035,Meridian Logistics,2024-08-20,2024-09-02,2024-09-02,800,Delivered
SHP-0014868,PO-0004774,LANE-006357,BlueLine Transport,2025-12-30,2026-01-03,2026-01-03,1200,Delivered
SHP-0014869,PO-0009043,LANE-006709,EuroFreight Express,2024-04-26,2024-05-25,,200,In Transit
SHP-0014870,PO-0004749,LANE-010374,Ironhide Trucking,2025-05-30,2025-06-25,2025-06-23,200,Delivered
SHP-0014871,PO-0002822,LANE-004201,Ironhide Trucking,2026-04-29,2026-05-04,,800,Delayed
SHP-0014872,PO-0014613,LANE-013316,Pacific Rim Shipping,2025-07-03,2025-07-15,,500,In Transit
SHP-0014873,PO-0015179,LANE-013282,TransGlobal Freight,2025-04-23,2025-04-26,2025-04-27,1200,Delivered
SHP-0014874,PO-0001449,LANE-015992,Meridian Logistics,2025-03-30,2025-04-03,2025-04-03,200,Delivered
SHP-0014875,PO-0003300,LANE-006265,BlueLine Transport,2025-07-11,2025-07-15,,500,In Transit
SHP-0014876,PO-0003997,LANE-012962,TransGlobal Freight,2025-04-18,2025-05-01,2025-05-04,1200,Delivered
SHP-0014877,PO-0012984,LANE-007584,Atlas Intermodal,2024-09-20,2024-10-01,,100,Delayed
SHP-0014878,PO-0017944,LANE-009310,EuroFreight Express,2025-07-18,2025-07-23,,1200,Lost
SHP-0014879,PO-0005012,LANE-008517,BlueLine Transport,2024-10-27,2024-11-20,2024-11-23,50,Delivered
SHP-0014880,PO-0025130,LANE-000577,Pacific Rim Shipping,2024-08-30,2024-09-24,2024-09-23,800,Delivered
SHP-0014881,PO-0015035,LANE-004598,Ironhide Trucking,2024-02-26,2024-03-09,2024-03-11,800,Delivered
SHP-0014882,PO-0007574,LANE-005145,EuroFreight Express,2025-08-01,2025-08-05,2025-08-05,800,Delivered
SHP-0014883,PO-0003076,LANE-013172,BlueLine Transport,2025-08-08,2025-08-22,,1200,Delayed
SHP-0014884,PO-0019423,LANE-014946,Ironhide Trucking,2026-05-22,2026-06-22,2026-06-21,300,Delivered
SHP-0014885,PO-0013180,LANE-003933,Meridian Logistics,2024-08-04,2024-08-09,2024-08-09,50,Partial
SHP-0014886,PO-0012806,LANE-005660,,2025-12-09,2025-12-12,2025-12-10,50,Delivered
SHP-0014887,PO-0018473,LANE-007082,Atlas Intermodal,2025-12-22,2025-12-24,2025-12-27,500,Delivered
SHP-0014888,PO-0023747,LANE-004685,Meridian Logistics,2025-12-30,2026-01-24,2026-01-21,50,Delivered
SHP-0014889,PO-0003289,LANE-000074,Atlas Intermodal,2025-10-27,2025-11-03,2025-11-04,300,Delivered
SHP-0014890,PO-0015258,LANE-004750,EuroFreight Express,2025-04-26,2025-05-07,,200,Delayed
SHP-0014891,PO-0012744,LANE-006386,TransGlobal Freight,2024-03-06,2024-04-11,,100,In Transit
SHP-0014892,PO-0023479,LANE-015203,Pacific Rim Shipping,2026-04-22,2026-05-06,2026-05-06,800,Delivered
SHP-0014893,PO-0022281,LANE-004487,TransGlobal Freight,2024-07-05,2024-07-10,2024-07-11,200,Delivered
SHP-0014894,PO-0026315,LANE-015088,Meridian Logistics,2026-02-01,2026-02-10,2026-02-13,1200,Delivered
SHP-0014895,PO-0003253,LANE-015098,Ironhide Trucking,2025-07-12,2025-08-02,2025-08-01,1200,Delivered
SHP-0014896,PO-0010865,LANE-011766,Atlas Intermodal,2024-06-03,2024-06-16,2024-06-14,50,Delivered
SHP-0014897,PO-0013617,LANE-004023,Ironhide Trucking,2026-04-03,2026-04-08,2026-04-09,50,Delivered
SHP-0014898,PO-0004485,LANE-005378,Continental Cargo,2025-07-15,2025-08-09,2025-08-09,300,Delivered
SHP-0014899,PO-0017145,LANE-005406,Meridian Logistics,2025-08-18,2025-08-21,2025-08-18,100,Delivered
SHP-0014900,PO-0006923,LANE-007067,BlueLine Transport,2024-12-02,,2024-12-05,300,Delivered
SHP-0014901,PO-0022343,LANE-011568,BlueLine Transport,2026-01-19,2026-01-22,2026-01-23,1200,Delivered
SHP-0014902,PO-0022404,LANE-012118,Atlas Intermodal,2024-04-10,2024-05-15,,500,In Transit
SHP-0014903,PO-0004906,LANE-005877,Continental Cargo,2025-02-04,2025-03-09,2025-03-12,300,Delivered
SHP-0014904,PO-0009834,LANE-010742,EuroFreight Express,2024-08-16,2024-08-29,2024-08-27,50,Delivered
SHP-0014905,PO-0019807,LANE-005228,Atlas Intermodal,2024-12-31,2025-01-04,2025-01-01,500,Delivered
SHP-0014906,PO-0010828,LANE-011992,BlueLine Transport,2026-05-21,2026-06-03,2026-06-06,500,Partial
SHP-0014907,PO-0008693,LANE-002881,BlueLine Transport,2024-08-20,2024-08-24,2024-08-21,200,Delivered
SHP-0014908,PO-0001720,LANE-008679,TransGlobal Freight,2026-07-07,2026-08-05,2026-08-08,50,Delivered
SHP-0014909,PO-0025865,LANE-015164,Meridian Logistics,2026-06-09,2026-07-01,,300,In Transit
SHP-0014910,PO-0020265,LANE-016305,Pacific Rim Shipping,2024-05-30,2024-06-02,2024-05-31,100,Delivered
SHP-0014911,PO-0009790,LANE-015654,Ironhide Trucking,2025-10-06,2025-10-08,2025-10-07,300,Delivered
SHP-0014912,PO-0002517,LANE-010667,Ironhide Trucking,2025-09-15,2025-09-29,2025-09-28,500,Delivered
SHP-0014913,PO-0016459,LANE-012190,,2024-03-27,2024-04-19,,1200,In Transit
SHP-0014914,PO-0001288,LANE-012829,Pacific Rim Shipping,2025-04-11,2025-04-14,2025-04-16,800,Delivered
SHP-0014915,PO-0009983,LANE-000959,Atlas Intermodal,2025-07-30,2025-08-03,,50,In Transit
SHP-0014916,PO-0008852,LANE-006599,Continental Cargo,2024-12-20,2024-12-26,2024-12-24,50,Delivered
SHP-0014917,PO-0025024,LANE-015737,BlueLine Transport,2025-02-27,2025-03-02,2025-03-01,500,Delivered
SHP-0014918,PO-0013752,LANE-014618,Atlas Intermodal,2025-09-09,2025-09-11,,50,Delayed
SHP-0014919,PO-0007170,LANE-006762,Ironhide Trucking,2025-03-23,2025-04-05,2025-04-07,100,Delivered
SHP-0014920,PO-0008912,LANE-006075,Atlas Intermodal,2026-03-17,2026-03-21,2026-03-18,300,Delivered
SHP-0014921,PO-0010389,LANE-001965,,2024-06-15,2024-07-16,2024-07-16,100,Delivered
SHP-0014922,PO-0023603,LANE-015495,Continental Cargo,2025-03-17,2025-03-21,2025-03-22,800,Delivered
SHP-0014923,PO-0022634,LANE-002814,Pacific Rim Shipping,2025-02-10,2025-02-17,,200,In Transit
SHP-0014924,PO-0003263,LANE-011911,Ironhide Trucking,2025-05-19,2025-05-31,2025-05-31,50,Delivered
SHP-0014925,PO-0008359,LANE-012197,Meridian Logistics,2024-11-01,2024-11-26,2024-11-24,300,Delivered
SHP-0014926,PO-0004651,LANE-002848,Atlas Intermodal,2025-01-26,2025-01-28,2025-01-29,300,Delivered
SHP-0014927,PO-0019656,LANE-013165,BlueLine Transport,2024-09-29,2024-10-10,,100,Delayed
SHP-0014928,PO-0007113,LANE-011578,TransGlobal Freight,2026-01-29,2026-02-10,2026-02-08,500,Delivered
SHP-0014929,PO-0010831,LANE-015743,Pacific Rim Shipping,2024-07-28,2024-07-31,2024-07-29,1200,Delivered
SHP-0014930,PO-0011238,LANE-012554,Pacific Rim Shipping,2025-08-24,2025-08-27,,500,In Transit
SHP-0014931,PO-0018676,LANE-014701,Ironhide Trucking,2025-01-16,2025-01-19,,50,In Transit
SHP-0014932,PO-0004911,LANE-007834,BlueLine Transport,2025-11-02,2025-11-30,2025-11-29,1200,Delivered
SHP-0014933,PO-0000650,LANE-006276,Meridian Logistics,2024-08-31,2024-09-11,,1200,Lost
SHP-0014934,PO-0022731,LANE-012509,Pacific Rim Shipping,2025-10-06,2025-10-16,,100,Lost
SHP-0014935,PO-0004117,LANE-001396,Continental Cargo,2025-06-11,2025-07-12,,100,Delayed
SHP-0014936,PO-0018534,LANE-000980,Continental Cargo,2025-11-06,2025-11-17,2025-11-14,800,Delivered
SHP-0014937,PO-0014242,LANE-004087,Atlas Intermodal,2025-05-07,2025-05-10,,100,Lost
SHP-0014938,PO-0018776,LANE-013415,Pacific Rim Shipping,2024-12-28,2025-01-08,,500,In Transit
SHP-0014939,PO-0024716,LANE-008679,Atlas Intermodal,2025-10-26,2025-11-24,2025-11-25,300,Delivered
SHP-0014940,PO-0022351,LANE-015665,BlueLine Transport,2024-10-16,2024-10-21,,500,In Transit
SHP-0014941,PO-0020720,LANE-001001,,2024-09-07,2024-10-05,,800,In Transit
SHP-0014942,PO-0026169,LANE-006738,Ironhide Trucking,2024-08-01,2024-08-05,2024-08-07,800,Partial
SHP-0014943,PO-0000084,LANE-007918,TransGlobal Freight,2024-02-02,2024-02-14,2024-02-11,100,Delivered
SHP-0014944,PO-0001839,LANE-003205,Pacific Rim Shipping,2024-12-23,2024-12-26,2024-12-26,1200,Delivered
SHP-0014945,PO-0024389,LANE-007828,Pacific Rim Shipping,2026-05-04,2026-05-15,2026-05-15,100,Delivered
SHP-0014946,PO-0012035,LANE-015297,EuroFreight Express,2024-09-04,2024-10-05,2024-10-05,500,Delivered
SHP-0014947,PO-0015803,LANE-000313,Continental Cargo,2026-05-24,2026-06-02,2026-06-05,800,Delivered
SHP-0014948,PO-0012057,LANE-008602,Continental Cargo,2025-02-08,2025-02-20,2025-02-21,800,Delivered
SHP-0014949,PO-0023316,LANE-014279,Pacific Rim Shipping,2024-01-15,2024-01-24,2024-01-27,100,Delivered
SHP-0014950,PO-0009622,LANE-012032,Meridian Logistics,2024-04-14,2024-05-14,2024-05-17,1200,Delivered
SHP-0014951,PO-0010361,LANE-011150,BlueLine Transport,2024-09-27,2024-10-26,2024-10-25,300,Delivered
SHP-0014952,PO-0024979,LANE-015507,Pacific Rim Shipping,2024-10-25,2024-10-28,2024-10-26,800,Delivered
SHP-0014953,PO-0011623,LANE-009418,Pacific Rim Shipping,2024-11-02,2024-12-03,,500,In Transit
SHP-0014954,PO-0015447,LANE-004019,Meridian Logistics,2025-06-18,2025-06-24,2025-06-27,1200,Delivered
SHP-0014955,PO-0025830,LANE-007718,BlueLine Transport,2024-02-04,2024-02-09,,1200,In Transit
SHP-0014956,PO-0014236,LANE-004273,EuroFreight Express,2026-04-22,2026-05-03,2026-04-30,200,Delivered
SHP-0014957,PO-0014368,LANE-012572,Atlas Intermodal,2025-11-01,2025-11-12,,1200,Delayed
SHP-0014958,PO-0017228,LANE-008632,,2026-04-22,2026-04-27,2026-04-24,1200,Delivered
SHP-0014959,PO-0022643,LANE-011014,Continental Cargo,2025-08-21,2025-08-25,2025-08-24,200,Delivered
SHP-0014960,PO-0024367,LANE-007773,Atlas Intermodal,2026-08-06,2026-08-09,2026-08-06,500,Delivered
SHP-0014961,PO-0002762,LANE-015493,EuroFreight Express,2024-03-28,2024-04-02,2024-04-04,300,Delivered
SHP-0014962,PO-0010655,LANE-006247,BlueLine Transport,2025-04-03,2025-04-05,2025-04-03,800,Delivered
SHP-0014963,PO-0015525,LANE-006149,,2026-05-24,2026-05-27,2026-05-24,800,Delivered
SHP-0014964,PO-0014889,LANE-016108,TransGlobal Freight,2025-06-20,2025-07-02,2025-06-30,500,Delivered
SHP-0014965,PO-0022617,LANE-005103,EuroFreight Express,2025-10-10,2025-11-08,2025-11-10,200,Delivered
SHP-0014966,PO-0022974,LANE-009397,Continental Cargo,2026-02-18,2026-03-03,2026-03-05,50,Delivered
SHP-0014967,PO-0017876,LANE-016431,Ironhide Trucking,2026-03-19,2026-03-24,,800,Delayed
SHP-0014968,PO-0022720,LANE-001887,Pacific Rim Shipping,2025-04-10,2025-05-08,,300,In Transit
SHP-0014969,PO-0008743,LANE-016152,Meridian Logistics,2024-08-02,2024-08-06,2024-08-07,1200,Delivered
SHP-0014970,PO-0026086,LANE-014471,Meridian Logistics,2024-09-27,2024-09-30,2024-10-02,50,Delivered
SHP-0014971,PO-0008770,LANE-004362,Pacific Rim Shipping,2025-12-30,2026-01-24,2026-01-25,50,Delivered
SHP-0014972,PO-0025465,LANE-015735,Pacific Rim Shipping,2025-12-21,2025-12-23,2025-12-28,200,Partial
SHP-0014973,PO-0010823,LANE-012218,TransGlobal Freight,2025-12-22,2025-12-25,,500,In Transit
SHP-0014974,PO-0003731,LANE-003396,TransGlobal Freight,2025-02-12,2025-02-25,,300,In Transit
SHP-0014975,PO-0020444,LANE-014927,Atlas Intermodal,2025-12-17,2025-12-30,2025-12-31,100,Delivered
SHP-0014976,PO-0002782,LANE-005417,Ironhide Trucking,2025-07-13,2025-07-17,,200,In Transit
SHP-0014977,PO-0012862,LANE-014320,Meridian Logistics,2024-01-23,2024-02-13,2024-02-12,100,Delivered
SHP-0014978,PO-0007436,LANE-012553,Pacific Rim Shipping,2025-12-11,2025-12-16,2025-12-14,200,Delivered
SHP-0014979,PO-0011871,LANE-004990,Atlas Intermodal,2024-11-05,2024-11-10,2024-11-09,500,Delivered
SHP-0014980,PO-0014369,LANE-012060,Pacific Rim Shipping,2026-08-19,2026-08-24,2026-08-24,50,Delivered
SHP-0014981,PO-0011518,LANE-010808,EuroFreight Express,2025-09-06,2025-09-10,2025-09-09,1200,Delivered
SHP-0014982,PO-0013390,LANE-014458,Atlas Intermodal,2024-01-25,2024-01-28,,100,Delayed
SHP-0014983,PO-0012220,LANE-001897,Pacific Rim Shipping,2026-03-25,2026-03-28,2026-03-27,800,Delivered
SHP-0014984,PO-0007950,LANE-007631,Meridian Logistics,2025-12-07,2025-12-09,2025-12-10,50,Delivered
SHP-0014985,PO-0004359,LANE-004027,Continental Cargo,2025-02-14,2025-02-24,2025-02-24,500,Delivered
SHP-0014986,PO-0003039,LANE-008064,TransGlobal Freight,2024-11-27,2024-12-07,,500,In Transit
SHP-0014987,PO-0004785,LANE-000775,EuroFreight Express,2026-05-06,2026-05-13,2026-05-14,200,Delivered
SHP-0014988,PO-0003663,LANE-001770,Meridian Logistics,2026-06-22,2026-06-27,2026-06-28,800,Delivered
SHP-0014989,PO-0017605,LANE-012734,EuroFreight Express,2025-08-07,2025-09-03,2025-09-03,800,Delivered
SHP-0014990,PO-0004744,LANE-005558,EuroFreight Express,2024-02-19,,2024-03-19,200,Delivered
SHP-0014991,PO-0006240,LANE-001134,TransGlobal Freight,2026-08-28,,2026-09-05,500,Delivered
SHP-0014992,PO-0003251,LANE-010422,Pacific Rim Shipping,2025-11-17,2025-11-22,2025-11-20,50,Delivered
SHP-0014993,PO-0013470,LANE-007760,TransGlobal Freight,2024-04-11,2024-05-07,,100,In Transit
