substitution_id,original_part_id,substitute_part_id,compatibility_scope,approval_status,approval_date,limited_compatibility_flag,compatibility_notes
SUB-014081,ST-445,ST-276,Planter,Approved,2023-10-10,False,
SUB-014082,EN-151,EN-118,All Platforms,Pending,2024-04-16,False,
SUB-014083,CB-1234,CB-596,Harvester,Rejected,2024-08-09,False,
SUB-014084,BR-747,BR-618,Sprayer,Approved,2023-04-10,False,
SUB-014085,CH-529,CH-332,Tractor,Approved,2024-09-23,False,
SUB-014086,ST-426,ST-677,Tractor,Approved with Limited Compatibility,2023-01-26,True,
SUB-014087,ST-544,ST-646,Baler,Approved with Limited Compatibility,2025-03-17,True,
SUB-014088,HY-751,HY-431,Tillage,Approved,2023-09-07,False,
SUB-014089,HY-751,HY-1047,Tractor,Pending,2025-05-03,False,
SUB-014090,HY-751,HY-712,Baler,Approved with Limited Compatibility,2023-09-02,True,
SUB-014091,HY-1189,HY-1077,Tractor,Approved with Limited Compatibility,2024-07-16,True,
SUB-014092,CB-870,CB-1326,Harvester,Approved with Limited Compatibility,2023-07-14,True,
SUB-014093,CB-870,CB-101,Tillage,Approved with Limited Compatibility,2024-08-15,True,
SUB-014094,TR-853,TR-845,All Platforms,Approved with Limited Compatibility,2024-05-14,True,
SUB-014095,TR-853,TR-1101,Combine,Approved,2024-12-02,False,
SUB-014096,CB-195,CB-174,All Platforms,Rejected,2025-04-13,False,
SUB-014097,CB-195,CB-505,Baler,Pending,2023-11-27,False,
SUB-014098,CB-195,CB-1153,Tillage,Approved,2023-08-15,False,
SUB-014099,CH-594,CH-1208,Harvester,Approved,2024-03-17,False,
SUB-014100,CH-594,CH-172,Planter,Pending,2024-11-10,False,
SUB-014101,BR-620,BR-580,Harvester,Approved with Limited Compatibility,2024-05-04,True,
SUB-014102,BR-620,BR-164,Tractor,Approved,2025-05-13,False,
SUB-014103,BR-102,BR-342,All Platforms,Approved,2024-11-13,False,
SUB-014104,BR-102,BR-1064,Planter,Approved,2023-11-21,False,
SUB-014105,BR-102,BR-1006,Combine,Approved,2023-01-26,False,
SUB-014106,BR-534,BR-950,Tillage,Pending,2024-07-12,False,
SUB-014107,BR-534,BR-149,Harvester,Rejected,2024-05-09,False,
SUB-014108,HY-103,HY-1095,All Platforms,Approved,2024-02-05,False,
SUB-014109,FL-623,FL-714,Planter,Approved with Limited Compatibility,2024-08-10,True,
SUB-014110,CB-1105,CB-661,Harvester,Approved,2024-04-13,False,
SUB-014111,BR-284,BR-874,Tractor,Approved,2023-02-25,False,
SUB-014112,BR-284,BR-1310,All Platforms,Rejected,2025-08-15,False,
SUB-014113,BR-284,BR-544,Combine,Approved,,False,
SUB-014114,CB-560,CB-1112,Tractor,Approved,2023-10-19,False,
SUB-014115,CB-560,CB-583,Tillage,Approved,2024-02-14,False,
SUB-014116,CB-560,CB-301,Planter,Approved,2025-01-11,False,
SUB-014117,EN-500,EN-1015,Combine,Approved,2025-04-23,False,
SUB-014118,EN-500,EN-1044,Combine,Approved,2025-08-26,False,
SUB-014119,EN-500,EN-946,All Platforms,Approved,2023-02-26,False,
SUB-014120,FT-1283,FT-958,Tractor,Approved,2025-03-04,False,
SUB-014121,FT-1283,FT-377,All Platforms,Approved,2024-10-22,False,
SUB-014122,BR-867,BR-124,Planter,Approved,2023-05-12,False,
SUB-014123,BR-867,BR-840,Harvester,Approved,,False,
SUB-014124,BR-867,BR-535,Tillage,Pending,2023-01-14,False,
SUB-014125,FT-912,FT-146,Harvester,Approved,2023-02-19,False,
SUB-014126,FT-912,FT-1224,Tillage,Rejected,2025-02-18,False,
SUB-014127,CB-1336,CB-529,All Platforms,Approved with Limited Compatibility,2024-06-17,True,
SUB-014128,FT-793,FT-884,Baler,Approved,2025-07-14,False,
SUB-014129,FT-793,FT-242,Baler,Approved,2024-04-16,False,
SUB-014130,FT-793,FT-866,Harvester,Approved,2025-09-24,False,
SUB-014131,SC-963,SC-792,Tractor,Approved,2024-02-20,False,
SUB-014132,SC-963,SC-1033,Sprayer,Approved,2025-01-16,False,
SUB-014133,SC-963,SC-219,All Platforms,Approved,2024-11-27,False,
SUB-014134,SC-963,SC-1285,Sprayer,Approved,2023-01-07,False,
SUB-014135,ST-313,ST-1275,Sprayer,Rejected,2024-08-31,False,
SUB-014136,ST-313,ST-706,Harvester,Rejected,2024-03-23,False,
SUB-014137,ST-313,ST-434,Sprayer,Approved,2025-07-12,False,
SUB-014138,ST-313,ST-453,Sprayer,Approved with Limited Compatibility,2023-06-23,True,
SUB-014139,ST-930,ST-336,Combine,Approved,2025-03-19,False,
SUB-014140,ST-930,ST-559,Planter,Approved,2023-01-26,False,
SUB-014141,ST-930,ST-601,Combine,Approved with Limited Compatibility,2024-06-18,True,
SUB-014142,FT-1284,FT-695,Tractor,Pending,2023-10-14,False,
SUB-014143,FT-1284,FT-1186,Baler,Pending,2025-03-08,False,
SUB-014144,FT-1284,FT-395,Sprayer,Approved with Limited Compatibility,2023-07-31,True,
SUB-014145,FT-1284,FT-450,Planter,Approved,2024-04-08,False,
SUB-014146,CH-165,CH-844,Tillage,Approved,2025-03-11,False,
SUB-014147,EC-729,EC-873,Planter,Rejected,2023-06-26,False,
SUB-014148,EC-729,EC-981,Baler,Approved,2024-01-28,False,
SUB-014149,FL-646,FL-1091,Tractor,Approved,2023-11-03,False,
SUB-014150,ST-848,ST-469,Combine,Pending,2023-11-18,False,
SUB-014151,ST-848,ST-1112,Tillage,Approved,2025-03-09,False,
SUB-014152,ST-848,ST-782,Harvester,Approved,,False,
SUB-014153,CH-732,CH-674,Sprayer,Approved,2025-05-10,False,
SUB-014154,CH-732,CH-585,Harvester,Approved,2025-03-25,False,
SUB-014155,CH-732,CH-1302,Combine,Pending,2025-08-27,False,
SUB-014156,CH-732,CH-1003,Baler,Approved,2024-02-27,False,
SUB-014157,SC-601,SC-1080,All Platforms,Approved,2023-10-24,False,
SUB-014158,HY-745,HY-397,Sprayer,Approved,2024-10-16,False,
SUB-014159,HY-745,HY-958,Combine,Approved with Limited Compatibility,2025-03-04,True,
SUB-014160,HY-745,HY-876,All Platforms,Pending,2025-07-07,False,
SUB-014161,ST-487,ST-351,Tillage,Approved,2024-03-11,False,
SUB-014162,ST-487,ST-1246,Sprayer,Approved with Limited Compatibility,2025-02-15,True,
SUB-014163,BR-303,BR-106,Sprayer,Approved with Limited Compatibility,,True,
SUB-014164,FL-386,FL-129,Combine,Pending,2024-02-20,False,
SUB-014165,CH-222,CH-101,Tractor,Approved,2024-05-15,False,
SUB-014166,CH-222,CH-1118,Baler,Approved with Limited Compatibility,2025-02-05,True,
SUB-014167,CH-222,CH-1109,Harvester,Rejected,2023-12-03,False,
SUB-014168,CH-222,CH-938,Sprayer,Approved,2025-04-05,False,
SUB-014169,EN-238,EN-643,Tillage,Approved with Limited Compatibility,2024-03-09,True,
SUB-014170,EN-238,EN-861,All Platforms,Approved with Limited Compatibility,2025-04-12,True,
SUB-014171,BR-172,BR-1152,Tractor,Approved with Limited Compatibility,2023-05-27,True,
SUB-014172,BR-172,BR-960,Combine,Rejected,2024-07-12,False,
SUB-014173,BR-172,BR-546,Harvester,Approved,2023-03-21,False,
SUB-014174,BR-172,BR-390,All Platforms,Pending,2023-03-27,False,
SUB-014175,HY-888,HY-329,Combine,Rejected,,False,
SUB-014176,HY-888,HY-237,Baler,Approved,2025-08-01,False,
SUB-014177,HY-888,HY-463,Baler,Approved with Limited Compatibility,2023-05-15,True,
SUB-014178,HY-888,HY-169,All Platforms,Approved,2024-08-25,False,
SUB-014179,BR-1042,BR-238,All Platforms,Approved with Limited Compatibility,2023-11-08,True,
SUB-014180,BR-1042,BR-649,Tractor,Rejected,2024-12-15,False,
SUB-014181,BR-1042,BR-234,Planter,Approved with Limited Compatibility,2024-12-26,True,
SUB-014182,FT-1202,FT-300,Planter,Approved with Limited Compatibility,2023-01-10,True,
SUB-014183,FT-1202,FT-276,Harvester,Approved,2025-08-25,False,
SUB-014184,TR-395,TR-211,Tractor,Rejected,2023-01-01,False,
SUB-014185,TR-395,TR-1137,Baler,Approved,2025-08-15,False,
SUB-014186,TR-395,TR-295,Combine,Approved,2023-04-20,False,
SUB-014187,TR-395,TR-1229,Tractor,Pending,2025-03-20,False,
SUB-014188,FL-910,FL-300,Sprayer,Rejected,2023-07-17,False,
SUB-014189,FL-910,FL-561,All Platforms,Approved,2024-12-31,False,
SUB-014190,FL-910,FL-612,Sprayer,Approved with Limited Compatibility,2023-02-06,True,
SUB-014191,FL-1171,FL-662,Tillage,Approved,2023-11-10,False,
SUB-014192,EN-236,EN-827,All Platforms,Approved with Limited Compatibility,2024-08-18,True,
SUB-014193,EN-236,EN-235,Planter,Approved,2025-03-10,False,
SUB-014194,FT-982,FT-295,Tillage,Rejected,2023-06-23,False,
SUB-014195,FT-982,FT-1119,All Platforms,Approved,2023-09-03,False,
SUB-014196,FT-982,FT-757,Planter,Pending,2023-05-11,False,
SUB-014197,FT-982,FT-586,Harvester,Approved with Limited Compatibility,2024-12-29,True,
SUB-014198,TR-1092,TR-112,Harvester,Approved,2023-04-25,False,
SUB-014199,TR-1092,TR-545,Planter,Approved,2024-04-17,False,
SUB-014200,EL-628,EL-1083,Baler,Approved,2025-08-02,False,
SUB-014201,CH-899,CH-1152,Baler,Rejected,2023-05-24,False,
SUB-014202,TR-894,TR-534,Tractor,Approved,2024-01-14,False,
SUB-014203,ST-194,ST-285,Tractor,Rejected,2023-05-20,False,
SUB-014204,EC-386,EC-836,Planter,Approved,2023-04-12,False,
SUB-014205,SC-698,SC-1317,Tillage,Approved,2025-02-01,False,
SUB-014206,CB-639,CB-612,Tillage,Pending,2023-11-08,False,
SUB-014207,CB-639,CB-1115,Combine,Rejected,2024-03-04,False,
SUB-014208,CB-1238,CB-908,Sprayer,Approved,2024-04-29,False,
SUB-014209,CB-1238,CB-1149,Combine,Approved with Limited Compatibility,2023-04-21,True,
SUB-014210,CB-1238,CB-504,Tractor,Rejected,2023-10-19,False,
SUB-014211,TR-964,TR-1110,Tillage,Approved with Limited Compatibility,2024-10-10,True,
SUB-014212,TR-851,TR-508,Combine,Approved with Limited Compatibility,2024-11-21,True,
SUB-014213,TR-851,TR-1332,Planter,Approved with Limited Compatibility,2023-03-31,True,
SUB-014214,SC-824,SC-1079,Harvester,Approved,2023-04-23,False,
SUB-014215,SC-824,SC-544,Combine,Approved,2025-09-10,False,
SUB-014216,TR-1107,TR-931,Baler,Approved,,False,
SUB-014217,TR-1107,TR-634,Sprayer,Approved with Limited Compatibility,2025-06-08,True,
SUB-014218,TR-1107,TR-716,Sprayer,Approved with Limited Compatibility,2025-04-06,True,
SUB-014219,FL-891,FL-461,Baler,Approved with Limited Compatibility,2024-11-30,True,
SUB-014220,SC-362,SC-459,Tractor,Pending,2025-01-09,False,
SUB-014221,ST-191,ST-1083,Combine,Rejected,2024-10-13,False,
SUB-014222,ST-191,ST-1050,All Platforms,Rejected,2025-04-14,False,
SUB-014223,HY-666,HY-1148,Planter,Approved,2025-08-11,False,
SUB-014224,HY-666,HY-737,Planter,Approved with Limited Compatibility,2024-01-03,True,
SUB-014225,HY-666,HY-1329,All Platforms,Approved,2025-05-18,False,
SUB-014226,HY-666,HY-520,Harvester,Approved,2024-04-04,False,
SUB-014227,EC-736,EC-1024,Sprayer,Approved,,False,
SUB-014228,EN-695,EN-708,Combine,Approved,2025-06-19,False,
SUB-014229,EN-1085,EN-183,Tillage,Rejected,2024-03-23,False,
SUB-014230,FT-367,FT-898,Planter,Approved,2025-07-28,False,
SUB-014231,FT-1280,FT-1153,Tractor,Approved,2025-05-09,False,
SUB-014232,ST-509,ST-479,Tractor,Approved with Limited Compatibility,2025-02-13,True,
SUB-014233,ST-509,ST-120,Baler,Approved with Limited Compatibility,,True,
SUB-014234,FL-845,FL-1155,All Platforms,Approved,2023-09-18,False,
SUB-014235,FL-845,FL-453,Combine,Approved,2025-03-29,False,
SUB-014236,FL-392,FL-1249,All Platforms,Approved,2023-04-19,False,
SUB-014237,FL-392,FL-720,Tillage,Approved,2025-03-12,False,
SUB-014238,FL-392,FL-1013,Combine,Approved,2025-08-25,False,
SUB-014239,TR-306,TR-679,Harvester,Approved,2023-09-26,False,
SUB-014240,CB-150,CB-748,Combine,Approved,2024-03-09,False,
SUB-014241,CB-150,CB-1270,Harvester,Approved,2024-03-10,False,
SUB-014242,CH-937,CH-752,Tillage,Approved with Limited Compatibility,2025-03-27,True,
SUB-014243,CH-937,CH-1138,Sprayer,Approved,2024-04-26,False,
SUB-014244,CH-937,CH-1295,Baler,Approved,2024-07-12,False,
SUB-014245,CB-104,CB-706,All Platforms,Approved,2023-08-26,False,
SUB-014246,CB-104,CB-213,Tillage,Approved,2024-03-24,False,
SUB-014247,CB-104,CB-561,Tillage,Approved with Limited Compatibility,2025-03-03,True,
SUB-014248,BR-1313,BR-108,Sprayer,Approved,2023-05-11,False,
SUB-014249,BR-1313,BR-984,Tractor,Approved,2025-09-14,False,
SUB-014250,BR-1313,BR-1072,Baler,Pending,2024-10-07,False,
SUB-014251,EC-158,EC-419,Planter,Approved,2024-02-07,False,
SUB-014252,EC-293,EC-359,Baler,Approved,2024-05-29,False,
SUB-014253,EC-260,EC-843,Combine,Approved with Limited Compatibility,2023-07-28,True,
SUB-014254,EC-260,EC-478,Tractor,Approved,2023-07-20,False,
SUB-014255,EC-260,EC-363,Tractor,Approved,2024-10-09,False,
SUB-014256,EC-260,EC-567,Sprayer,Rejected,2024-03-21,False,
SUB-014257,EN-1048,EN-1236,Tillage,Pending,2023-08-07,False,
SUB-014258,EN-1048,EN-193,Baler,Approved,2024-03-03,False,
SUB-014259,EN-1048,EN-379,Sprayer,Rejected,2024-06-30,False,
SUB-014260,EN-1048,EN-684,Planter,Rejected,2023-08-11,False,
SUB-014261,EL-883,EL-415,Combine,Approved,2023-09-11,False,
SUB-014262,SC-921,SC-1335,Tillage,Approved,2025-08-30,False,
SUB-014263,SC-921,SC-144,Baler,Rejected,2024-08-16,False,
SUB-014264,SC-921,SC-714,Baler,Approved,2025-04-03,False,
SUB-014265,FT-1232,FT-1009,Combine,Approved with Limited Compatibility,2023-03-21,True,
SUB-014266,FT-1232,FT-708,Harvester,Approved,2023-02-01,False,
SUB-014267,FT-1232,FT-1059,Tractor,Approved,2024-06-19,False,
SUB-014268,FT-1232,FT-365,Tractor,Approved,2023-11-04,False,
SUB-014269,ST-854,ST-817,All Platforms,Pending,2024-02-12,False,
SUB-014270,FL-788,FL-653,Tillage,Approved,,False,
SUB-014271,FL-788,FL-183,Sprayer,Pending,2023-12-04,False,
SUB-014272,EL-1196,EL-345,All Platforms,Approved,2023-04-12,False,
SUB-014273,EL-1196,EL-643,Tractor,Approved,2023-05-16,False,
SUB-014274,EL-1196,EL-574,Combine,Pending,2025-06-10,False,
SUB-014275,SC-1015,SC-795,Planter,Approved,2024-12-06,False,
SUB-014276,SC-1015,SC-1178,Harvester,Approved,2024-05-31,False,
SUB-014277,CB-513,CB-110,Tractor,Pending,2025-01-19,False,
SUB-014278,BR-673,BR-882,Sprayer,Pending,2024-09-10,False,
SUB-014279,BR-673,BR-179,Combine,Pending,2024-05-04,False,
SUB-014280,ST-1155,ST-504,Tillage,Approved,2025-05-30,False,
SUB-014281,ST-1155,ST-1096,Harvester,Approved,2025-07-22,False,
SUB-014282,CH-603,CH-1109,All Platforms,Approved,2025-07-19,False,
SUB-014283,CH-603,CH-1294,Baler,Approved,2024-05-11,False,
SUB-014284,CH-603,CH-1277,Baler,Pending,2025-03-21,False,
SUB-014285,ST-682,ST-808,All Platforms,Approved,2023-06-03,False,
SUB-014286,ST-682,ST-257,All Platforms,Approved,2025-01-24,False,
SUB-014287,HY-881,HY-923,Baler,Pending,2024-03-26,False,
SUB-014288,EL-487,EL-969,Tractor,Approved,2025-01-01,False,
SUB-014289,EC-297,EC-1199,Tillage,Approved,2024-07-16,False,
SUB-014290,EC-297,EC-1086,All Platforms,Pending,2023-08-03,False,
SUB-014291,EC-297,EC-164,Harvester,Approved with Limited Compatibility,2024-06-13,True,
SUB-014292,EC-219,EC-825,All Platforms,Approved with Limited Compatibility,2024-03-19,True,
SUB-014293,EC-219,EC-1312,Combine,Approved with Limited Compatibility,2025-06-05,True,
SUB-014294,EC-219,EC-1235,Planter,Approved with Limited Compatibility,2025-09-19,True,
SUB-014295,CH-358,CH-1160,Sprayer,Pending,2023-01-21,False,
SUB-014296,CH-358,CH-790,Tillage,Approved with Limited Compatibility,2025-07-31,True,
SUB-014297,CH-358,CH-328,Tractor,Approved,2024-12-27,False,
SUB-014298,CH-358,CH-774,Baler,Approved with Limited Compatibility,2024-11-14,True,
SUB-014299,CH-679,CH-231,All Platforms,Approved,2024-03-22,False,
SUB-014300,CH-679,CH-586,Tillage,Approved,2023-09-06,False,
SUB-014301,CH-679,CH-207,All Platforms,Approved with Limited Compatibility,2023-07-01,True,
SUB-014302,CH-679,CH-806,Tractor,Approved with Limited Compatibility,2023-12-31,True,
SUB-014303,FT-462,FT-272,Combine,Approved,2023-01-27,False,
SUB-014304,FT-1105,FT-1340,Baler,Pending,2025-05-25,False,
SUB-014305,ST-268,ST-147,Sprayer,Approved,2025-05-07,False,
SUB-014306,ST-268,ST-1325,Tractor,Approved,2024-06-19,False,
SUB-014307,SC-891,SC-920,Tractor,Approved with Limited Compatibility,2025-05-30,True,
SUB-014308,CH-489,CH-263,All Platforms,Approved,2023-01-14,False,
SUB-014309,CH-489,CH-185,Baler,Approved,2025-01-07,False,
SUB-014310,TR-1250,TR-901,Baler,Approved,2024-03-15,False,
SUB-014311,EN-917,EN-1240,All Platforms,Approved,2025-06-02,False,
SUB-014312,EN-917,EN-1190,Planter,Approved with Limited Compatibility,2024-05-07,True,
SUB-014313,HY-1106,HY-965,Baler,Approved,2023-03-11,False,
SUB-014314,HY-1106,HY-764,Baler,Approved,2025-06-08,False,
SUB-014315,ST-1177,ST-629,Tillage,Rejected,2024-06-11,False,
SUB-014316,EN-344,EN-723,Tillage,Approved,,False,
SUB-014317,BR-595,BR-110,Combine,Approved,2024-12-31,False,
SUB-014318,BR-595,BR-1331,Tractor,Approved,2023-06-15,False,
SUB-014319,FT-498,FT-647,Sprayer,Approved with Limited Compatibility,2023-06-19,True,
SUB-014320,FT-498,FT-403,Sprayer,Approved,2024-03-24,False,
SUB-014321,FT-498,FT-319,Sprayer,Approved with Limited Compatibility,2025-02-06,True,
SUB-014322,FT-498,FT-1242,Tractor,Rejected,2025-03-27,False,
SUB-014323,SC-292,SC-518,Combine,Approved with Limited Compatibility,2023-11-20,True,
SUB-014324,SC-292,SC-461,Sprayer,Rejected,2025-05-29,False,
SUB-014325,EL-358,EL-814,Harvester,Approved,2024-10-24,False,
SUB-014326,EL-358,EL-1085,All Platforms,Pending,2023-08-12,False,
SUB-014327,BR-618,BR-1266,Harvester,Pending,2024-01-07,False,
SUB-014328,BR-618,BR-1101,Harvester,Rejected,2023-01-01,False,
SUB-014329,EN-1118,EN-267,Combine,Rejected,2024-05-30,False,
SUB-014330,EN-1118,EN-1133,All Platforms,Approved,2024-10-19,False,
SUB-014331,EN-1118,EN-737,All Platforms,Approved with Limited Compatibility,2024-09-27,True,
SUB-014332,TR-1152,TR-1048,Baler,Approved,2024-04-26,False,
SUB-014333,TR-1152,TR-887,Combine,Approved,2023-10-10,False,
SUB-014334,ST-1074,ST-799,Tillage,Pending,2023-11-05,False,
SUB-014335,ST-1074,ST-1094,Planter,Approved,2023-08-11,False,
SUB-014336,ST-1074,ST-523,Sprayer,Approved with Limited Compatibility,2025-01-22,True,
SUB-014337,ST-1074,ST-271,Tractor,Approved,2024-12-14,False,
SUB-014338,CH-1203,CH-882,Harvester,Approved,2024-09-21,False,
SUB-014339,BR-1227,BR-1235,All Platforms,Approved with Limited Compatibility,2023-03-04,True,
SUB-014340,BR-1227,BR-682,Sprayer,Approved,2025-09-17,False,
SUB-014341,BR-1227,BR-1341,Baler,Approved,2023-06-18,False,
SUB-014342,BR-1227,BR-354,Planter,Approved with Limited Compatibility,,True,
SUB-014343,EN-1223,EN-1164,All Platforms,Approved,2025-06-28,False,
SUB-014344,SC-238,SC-1314,Tractor,Rejected,2024-04-17,False,
SUB-014345,SC-238,SC-1070,Sprayer,Approved,2025-01-27,False,
SUB-014346,SC-238,SC-712,Harvester,Approved,2024-11-03,False,
SUB-014347,ST-952,ST-902,Combine,Pending,2025-01-27,False,
SUB-014348,ST-952,ST-668,Planter,Approved,2025-08-17,False,
SUB-014349,ST-952,ST-760,Tractor,Approved with Limited Compatibility,2024-09-18,True,
SUB-014350,ST-952,ST-1297,Tillage,Approved with Limited Compatibility,2024-10-17,True,
SUB-014351,EN-895,EN-830,Combine,Approved with Limited Compatibility,2023-05-31,True,
SUB-014352,EN-895,EN-891,Tillage,Approved,2025-06-24,False,
SUB-014353,EN-895,EN-1188,All Platforms,Approved with Limited Compatibility,2023-10-02,True,
SUB-014354,EN-330,EN-763,All Platforms,Rejected,2023-12-23,False,
SUB-014355,EN-330,EN-1098,Sprayer,Approved,2023-06-17,False,
SUB-014356,HY-791,HY-970,Harvester,Approved with Limited Compatibility,2024-12-18,True,
SUB-014357,HY-791,HY-768,Sprayer,Approved,2024-12-15,False,
SUB-014358,HY-791,HY-1281,All Platforms,Approved with Limited Compatibility,2023-10-06,True,
SUB-014359,HY-791,HY-1078,All Platforms,Rejected,2024-11-09,False,
SUB-014360,TR-1083,TR-413,Sprayer,Approved with Limited Compatibility,2025-08-03,True,
SUB-014361,TR-1083,TR-120,Sprayer,Approved,2024-04-25,False,
SUB-014362,TR-1083,TR-408,Tillage,Approved with Limited Compatibility,2025-07-15,True,
SUB-014363,FL-758,FL-870,All Platforms,Approved,,False,
SUB-014364,EN-525,EN-724,Harvester,Approved,2025-08-22,False,
SUB-014365,EN-525,EN-378,Planter,Approved with Limited Compatibility,2023-09-26,True,
SUB-014366,TR-1111,TR-247,Tillage,Approved,2025-03-01,False,
SUB-014367,TR-1111,TR-353,Harvester,Approved,2024-02-12,False,
SUB-014368,TR-1111,TR-1303,Baler,Pending,2023-09-04,False,
SUB-014369,TR-928,TR-224,Combine,Approved,2025-05-17,False,
SUB-014370,SC-210,SC-692,Tractor,Approved,2024-07-22,False,
SUB-014371,SC-210,SC-1335,Tillage,Pending,2023-06-17,False,
SUB-014372,FL-521,FL-341,Harvester,Approved,2025-07-12,False,
SUB-014373,FL-521,FL-392,Sprayer,Approved,2024-02-18,False,
SUB-014374,EC-504,EC-458,Harvester,Rejected,2024-11-13,False,
SUB-014375,EC-504,EC-1129,Baler,Approved,2024-10-02,False,
SUB-014376,TR-686,TR-1253,Baler,Approved,2024-10-07,False,
SUB-014377,TR-686,TR-301,Tractor,Approved with Limited Compatibility,2024-07-28,True,
SUB-014378,TR-772,TR-405,All Platforms,Approved,2024-01-14,False,
SUB-014379,TR-772,TR-580,Tillage,Approved,2024-05-13,False,
SUB-014380,TR-772,TR-618,Sprayer,Approved with Limited Compatibility,2025-08-20,True,
SUB-014381,TR-772,TR-922,Tractor,Rejected,2025-02-06,False,
SUB-014382,HY-419,HY-1176,Sprayer,Approved,2023-10-14,False,
SUB-014383,BR-769,BR-443,Harvester,Approved with Limited Compatibility,2024-02-04,True,
SUB-014384,BR-769,BR-142,Harvester,Approved,2023-04-27,False,
SUB-014385,FL-282,FL-168,Tractor,Approved with Limited Compatibility,2025-05-11,True,
SUB-014386,HY-452,HY-1157,Harvester,Approved with Limited Compatibility,2025-04-03,True,
SUB-014387,HY-452,HY-784,Baler,Approved with Limited Compatibility,,True,
SUB-014388,FL-315,FL-650,All Platforms,Approved,2025-04-23,False,
SUB-014389,FL-315,FL-651,Tractor,Approved,2025-09-09,False,
SUB-014390,FL-315,FL-156,Harvester,Approved with Limited Compatibility,2023-06-19,True,
SUB-014391,ST-457,ST-924,Sprayer,Rejected,2025-06-02,False,
SUB-014392,ST-457,ST-347,Sprayer,Rejected,,False,
SUB-014393,ST-457,ST-187,Baler,Pending,2025-03-25,False,
SUB-014394,ST-457,ST-246,Planter,Approved,2024-05-15,False,
SUB-014395,CH-922,CH-465,Planter,Approved with Limited Compatibility,2023-08-05,True,
SUB-014396,CH-922,CH-685,Harvester,Pending,2024-11-25,False,
SUB-014397,EL-869,EL-480,Sprayer,Approved,2024-01-20,False,
SUB-014398,FT-307,FT-852,Harvester,Rejected,2024-08-03,False,
SUB-014399,FT-414,FT-841,Tractor,Approved with Limited Compatibility,2023-11-06,True,
SUB-014400,FL-1120,FL-103,Tillage,Approved,2025-04-06,False,
SUB-014401,FL-1120,FL-333,Tillage,Pending,2024-07-22,False,
SUB-014402,FL-1120,FL-1306,Harvester,Approved,2023-02-07,False,
SUB-014403,CB-120,CB-970,Baler,Approved with Limited Compatibility,2025-01-21,True,
SUB-014404,CB-120,CB-1024,Planter,Approved,2025-02-10,False,
SUB-014405,CH-301,CH-945,Baler,Pending,2024-01-03,False,
SUB-014406,CH-301,CH-569,Sprayer,Approved,2023-11-23,False,
SUB-014407,CH-301,CH-858,Sprayer,Pending,2025-09-13,False,
SUB-014408,CH-301,CH-1168,Planter,Approved,2023-06-20,False,
SUB-014409,FL-496,FL-475,Tillage,Approved with Limited Compatibility,2024-07-04,True,
SUB-014410,FL-496,FL-470,Harvester,Pending,2024-08-14,False,
SUB-014411,FL-496,FL-810,Baler,Approved,2025-03-30,False,
SUB-014412,FL-496,FL-998,Planter,Approved,2023-06-03,False,
SUB-014413,BR-370,BR-684,Harvester,Approved with Limited Compatibility,2023-01-16,True,
SUB-014414,BR-370,BR-915,Baler,Approved,2023-04-15,False,
SUB-014415,BR-370,BR-617,Harvester,Approved,2024-03-14,False,
SUB-014416,BR-370,BR-284,Harvester,Approved with Limited Compatibility,2024-09-03,True,
SUB-014417,TR-246,TR-1014,Combine,Approved,2024-10-24,False,
SUB-014418,TR-246,TR-542,All Platforms,Approved,2024-05-27,False,
SUB-014419,TR-246,TR-260,Combine,Pending,2025-03-19,False,
SUB-014420,ST-311,ST-429,Planter,Approved,2023-03-30,False,
SUB-014421,FT-662,FT-554,Combine,Pending,2024-11-27,False,
SUB-014422,HY-1074,HY-407,Combine,Approved,2023-07-03,False,
SUB-014423,EC-470,EC-394,Planter,Rejected,2023-02-27,False,
SUB-014424,CH-459,CH-689,Harvester,Approved,2025-08-01,False,
SUB-014425,CH-1161,CH-848,Baler,Approved,2024-12-17,False,
SUB-014426,CH-1161,CH-951,Combine,Approved,2023-01-23,False,
SUB-014427,FL-1113,FL-926,Sprayer,Approved with Limited Compatibility,2024-12-09,True,
SUB-014428,FL-1113,FL-1111,Combine,Approved with Limited Compatibility,2023-01-28,True,
SUB-014429,FL-1113,FL-459,Sprayer,Pending,2024-07-17,False,
SUB-014430,EL-1257,EL-663,Sprayer,Approved,2023-07-19,False,
SUB-014431,FL-524,FL-1297,Harvester,Approved,2023-06-15,False,
SUB-014432,FL-524,FL-484,Baler,Pending,2025-08-18,False,
SUB-014433,FL-524,FL-1006,Tractor,Approved with Limited Compatibility,2023-02-17,True,
SUB-014434,EN-125,EN-995,Tractor,Approved,2024-04-10,False,
SUB-014435,EN-125,EN-215,Planter,Approved with Limited Compatibility,2025-07-18,True,
SUB-014436,EN-125,EN-217,All Platforms,Approved,2024-11-10,False,
SUB-014437,BR-203,BR-361,Planter,Approved,2023-01-21,False,
SUB-014438,BR-203,BR-1045,Planter,Pending,2024-11-30,False,
SUB-014439,BR-203,BR-915,All Platforms,Approved,2024-10-05,False,
SUB-014440,FT-700,FT-191,Planter,Rejected,2024-03-20,False,
SUB-014441,FT-700,FT-1159,All Platforms,Approved,2023-10-06,False,
SUB-014442,CH-474,CH-1262,Planter,Approved,2023-07-11,False,
SUB-014443,CH-474,CH-835,Sprayer,Approved,2024-06-28,False,
