lane_id,origin_country,destination_plant_id,mode,period,avg_lead_time_days,risk_score,cost_index
LANE-001481,Mexico,P8,Air,2025-07,2,Low,4.13
LANE-014862,Czech Republic,P10,Ocean,2025-12,32,Medium,0.48
LANE-004414,India,P11,Truck,2026-02,5,High,0.97
LANE-007303,Japan,P10,Ocean,2026-09,26,Low,0.61
LANE-016701,United Kingdom,P9,Ocean,2025-03,19,High,0.69
LANE-004852,Poland,P4,Ocean,2025-12,23,Medium,0.82
LANE-001161,Mexico,P4,Ocean,2026-05,26,Low,0.63
LANE-000566,United States,P8,Rail,2026-04,11,Low,1.0
LANE-003913,India,P4,Ocean,2026-07,23,Low,0.62
LANE-012134,Canada,P11,Air,2025-12,2,Low,3.09
LANE-015895,Thailand,P11,Air,2025-11,2,Medium,3.38
LANE-010701,Vietnam,P5,Air,2025-09,2,Medium,4.01
LANE-010546,Vietnam,P4,Truck,2025-08,5,Medium,1.42
LANE-002459,Germany,P9,Ocean,2026-05,23,Low,0.54
LANE-002873,China,P3,Truck,2026-01,5,High,1.05
LANE-014019,Spain,P12,Rail,2025-05,11,Low,0.97
LANE-016441,United Kingdom,P6,Rail,2025-07,14,Low,1.22
LANE-002225,Germany,P6,Ocean,2025-03,20,High,
LANE-002466,Germany,P10,Truck,2025-02,5,Medium,1.39
LANE-009346,Italy,P12,Rail,2026-06,8,Low,1.13
LANE-010261,Turkey,P12,Truck,2025-09,2,Low,1.31
LANE-010591,Vietnam,P4,Ocean,2025-09,34,Low,0.84
LANE-000592,United States,P8,Ocean,2026-08,32,Medium,0.58
LANE-006528,Japan,P1,Rail,2026-04,11,Low,1.08
LANE-008831,Italy,P5,Ocean,2025-09,21,High,0.45
LANE-009864,Turkey,P6,Air,2025-08,2,Low,3.71
LANE-014671,Czech Republic,P8,Rail,2026-07,11,Medium,0.69
LANE-007996,South Korea,P7,Rail,2025-10,12,Low,0.86
LANE-015674,Thailand,P9,Truck,2025-10,4,Low,1.07
LANE-016750,United Kingdom,P10,Truck,2025-08,5,Low,1.21
LANE-013856,Spain,P9,Air,2026-06,2,Low,3.62
LANE-014865,Czech Republic,P10,Ocean,2026-03,24,Medium,0.7
LANE-001153,Mexico,P4,Ocean,2025-09,26,Low,0.65
LANE-007923,South Korea,P6,Ocean,2025-03,25,Medium,0.71
LANE-011269,Canada,P1,Rail,2025-05,14,Medium,0.74
LANE-008318,South Korea,P11,Rail,2025-02,12,Medium,0.77
LANE-013785,Spain,P9,Truck,2026-01,4,Low,1.19
LANE-008214,South Korea,P10,Truck,2025-08,6,Medium,1.45
LANE-015286,Thailand,P4,Rail,2026-06,7,Low,
LANE-007813,South Korea,P5,Rail,2025-03,11,Low,0.69
LANE-016365,United Kingdom,P5,Rail,2026-07,10,Medium,
LANE-005166,Poland,P8,Rail,2026-06,12,Low,0.99
LANE-008694,Italy,P3,Air,2025-04,2,High,3.33
LANE-009960,Turkey,P8,Truck,2026-04,5,Low,1.23
LANE-009728,Turkey,P5,Rail,2025-04,10,Medium,1.26
LANE-015576,Thailand,P7,Air,2026-10,2,Low,2.86
LANE-014065,Spain,P12,Air,2025-07,2,Medium,
LANE-013090,France,P12,Truck,2026-10,3,Medium,1.0
LANE-008150,South Korea,P9,Rail,2025-10,11,High,0.74
LANE-015550,Thailand,P7,Ocean,2026-06,35,Low,0.64
LANE-012562,France,P5,Truck,2026-10,5,Medium,1.02
LANE-016036,United Kingdom,P1,Rail,2026-08,11,High,1.18
LANE-007967,South Korea,P7,Truck,2025-03,3,Low,1.31
LANE-008738,Italy,P4,Rail,2025-04,11,Low,1.01
LANE-004926,Poland,P5,Rail,2026-08,12,Medium,1.18
LANE-002533,Germany,P11,Truck,2025-03,4,High,1.02
LANE-007175,Japan,P9,Truck,2025-03,4,High,1.24
LANE-000684,United States,P10,Truck,2025-02,4,Low,0.88
LANE-006204,Brazil,P9,Rail,2026-10,10,Medium,1.16
LANE-012089,Canada,P11,Rail,2025-11,9,Low,1.25
LANE-012844,France,P8,Air,2026-06,2,Low,
LANE-000910,Mexico,P1,Rail,2025-08,8,Medium,0.76
LANE-003565,China,P12,Truck,2025-01,6,High,1.54
LANE-016912,United Kingdom,P12,Truck,2026-04,4,High,1.29
LANE-004505,India,P12,Rail,2026-05,12,Medium,0.94
LANE-008090,South Korea,P8,Ocean,2026-04,32,Low,0.76
LANE-011411,Canada,P3,Truck,2026-03,2,Low,0.99
LANE-012983,France,P10,Ocean,2025-03,26,Low,0.5
LANE-005729,Brazil,P3,Ocean,2025-09,24,Medium,0.45
LANE-001351,Mexico,P7,Truck,2025-09,4,High,
LANE-014012,Spain,P12,Truck,2026-08,5,High,
LANE-008201,South Korea,P9,Air,2026-05,2,Low,3.4
LANE-013092,France,P12,Rail,2025-02,10,Low,
LANE-001864,Germany,P1,Rail,2026-04,11,Low,1.15
LANE-008353,South Korea,P11,Ocean,2026-03,28,Low,0.62
LANE-013640,Spain,P7,Truck,2026-10,5,Medium,0.91
LANE-010706,Vietnam,P5,Air,2026-02,3,Medium,2.13
LANE-009045,Italy,P8,Truck,2025-03,4,Low,1.33
LANE-008047,South Korea,P8,Truck,2026-05,4,High,1.07
LANE-005244,Poland,P9,Rail,2025-08,8,Low,
LANE-007973,South Korea,P7,Truck,2025-09,5,Low,1.21
LANE-012270,France,P1,Rail,2026-04,9,Low,0.65
LANE-002490,Germany,P10,Rail,2025-04,11,Medium,1.07
LANE-009654,Turkey,P4,Truck,2026-06,5,Low,1.24
LANE-004768,Poland,P3,Ocean,2026-04,31,Medium,0.6
LANE-003237,China,P7,Rail,2025-03,12,Medium,1.19
LANE-003334,China,P8,Rail,2025-12,9,High,0.85
LANE-016769,United Kingdom,P10,Rail,2025-05,10,Medium,1.21
LANE-011509,Canada,P4,Ocean,2025-03,25,Low,0.61
LANE-004986,Poland,P6,Truck,2026-02,5,Low,0.86
LANE-005427,Poland,P12,Truck,2026-03,5,Low,1.09
LANE-011994,Canada,P10,Rail,2025-04,12,Low,1.0
LANE-010352,Vietnam,P1,Rail,2025-12,11,Low,1.23
LANE-012364,France,P2,Rail,2026-10,10,Low,1.11
LANE-004122,India,P7,Rail,2025-08,10,High,0.88
LANE-012921,France,P9,Air,2025-07,2,Medium,3.05
LANE-004544,India,P12,Air,2025-12,3,Medium,2.25
LANE-009230,Italy,P10,Ocean,2025-12,31,Low,0.48
LANE-000429,United States,P6,Air,2025-11,3,Low,4.01
LANE-014907,Czech Republic,P11,Truck,2026-01,3,Medium,0.94
LANE-005199,Poland,P8,Air,2025-07,3,Medium,3.48
LANE-007587,South Korea,P2,Rail,2026-07,11,Low,0.76
LANE-014891,Czech Republic,P10,Air,2026-07,2,Low,3.27
LANE-010018,Turkey,P9,Truck,2025-08,3,High,0.89
LANE-000921,Mexico,P1,Rail,2026-07,15,Medium,0.97
LANE-006404,Brazil,P12,Truck,2025-02,5,Medium,1.01
LANE-014466,Czech Republic,P5,Air,2025-12,2,Low,3.58
LANE-009590,Turkey,P3,Rail,2026-08,13,Low,0.79
LANE-004526,India,P12,Ocean,2026-04,21,Low,0.76
LANE-012421,France,P3,Rail,2026-01,13,High,1.17
LANE-013066,France,P11,Ocean,2026-08,33,Medium,0.72
LANE-013919,Spain,P10,Ocean,2026-03,29,Low,0.5
LANE-012173,Canada,P12,Rail,2025-07,13,Low,1.15
LANE-012914,France,P9,Ocean,2026-10,22,Low,0.82
LANE-007449,Japan,P12,Ocean,2026-01,31,Low,0.47
LANE-001313,Mexico,P6,Ocean,2026-03,25,Low,0.6
LANE-008258,South Korea,P10,Ocean,2025-08,24,Low,0.8
LANE-008912,Italy,P6,Ocean,2025-02,31,Low,0.87
LANE-016754,United Kingdom,P10,Truck,2025-12,4,Low,1.09
LANE-002330,Germany,P8,Truck,2026-08,5,Medium,1.41
LANE-000183,United States,P3,Air,2025-07,2,Low,2.44
LANE-002948,China,P3,Air,2026-10,2,High,3.63
LANE-005457,Poland,P12,Ocean,2025-01,37,Low,0.53
LANE-004205,India,P8,Rail,2025-03,15,Medium,0.97
LANE-013171,Spain,P1,Rail,2026-03,17,Medium,1.23
LANE-012706,France,P7,Rail,2025-12,12,Low,0.81
LANE-012465,France,P3,Air,2026-01,2,Medium,3.27
LANE-011563,Canada,P5,Truck,2026-01,4,High,1.22
LANE-013829,Spain,P9,Ocean,2026-01,30,Medium,
LANE-016131,United Kingdom,P2,Ocean,2025-05,27,Low,0.49
LANE-004188,India,P8,Truck,2025-08,5,Low,0.95
LANE-008053,South Korea,P8,Rail,2025-01,9,High,0.81
LANE-005350,Poland,P11,Rail,2025-04,16,High,1.18
LANE-012635,France,P6,Rail,2025-07,12,Low,0.69
LANE-008584,Italy,P2,Rail,2025-04,12,Low,
LANE-000894,Mexico,P1,Truck,2026-02,5,Medium,1.31
LANE-002208,Germany,P6,Rail,2025-08,10,Low,1.19
LANE-004392,India,P10,Air,2026-02,2,Medium,2.63
LANE-013445,Spain,P4,Air,2025-03,3,Low,2.54
LANE-002819,China,P2,Ocean,2025-03,32,Low,0.46
LANE-005770,Brazil,P4,Truck,2025-06,5,High,0.92
LANE-014174,Czech Republic,P2,Truck,2025-06,3,Low,1.0
LANE-009800,Turkey,P6,Truck,2025-10,3,Medium,1.26
LANE-000055,United States,P2,Truck,2025-11,2,Low,1.44
LANE-001633,Mexico,P10,Ocean,2025-05,35,Low,0.79
LANE-010424,Vietnam,P2,Truck,2026-06,4,Low,1.15
LANE-006311,Brazil,P10,Ocean,2026-07,30,Medium,0.68
LANE-014711,Czech Republic,P8,Air,2026-03,2,Medium,3.16
LANE-016590,United Kingdom,P8,Rail,2025-02,12,Medium,0.92
LANE-000288,United States,P5,Truck,2025-02,4,High,1.34
LANE-005801,Brazil,P4,Rail,2026-03,14,Low,0.72
LANE-005207,Poland,P8,Air,2026-03,2,Medium,3.43
LANE-007492,South Korea,P1,Truck,2025-12,3,Medium,1.41
LANE-001929,Germany,P2,Truck,2026-03,5,Low,0.81
LANE-011021,Vietnam,P10,Truck,2026-09,4,Medium,1.34
LANE-011060,Vietnam,P10,Ocean,2026-04,32,Medium,0.63
LANE-012024,Canada,P10,Ocean,2025-12,34,Medium,0.66
LANE-008791,Italy,P5,Truck,2026-01,6,Low,0.96
LANE-016281,United Kingdom,P4,Ocean,2025-01,26,Low,0.81
LANE-016054,United Kingdom,P1,Ocean,2026-04,25,Low,0.76
LANE-016012,United Kingdom,P1,Truck,2026-06,5,Low,1.09
LANE-006405,Brazil,P12,Truck,2025-03,3,Medium,1.53
LANE-013411,Spain,P4,Rail,2026-01,13,Low,0.71
LANE-011988,Canada,P10,Truck,2026-08,5,Medium,1.54
LANE-015311,Thailand,P4,Ocean,2026-09,29,Low,0.46
LANE-010201,Turkey,P11,Rail,2026-03,10,Low,1.19
LANE-000314,United States,P5,Rail,2025-06,11,Low,0.78
LANE-007899,South Korea,P6,Rail,2025-01,15,Low,0.7
LANE-016818,United Kingdom,P10,Air,2025-10,3,Low,2.29
LANE-015496,Thailand,P7,Truck,2025-08,5,Low,0.89
LANE-003978,India,P5,Ocean,2026-06,36,High,0.87
LANE-014976,Czech Republic,P12,Truck,2026-04,4,Low,1.25
LANE-010393,Vietnam,P1,Air,2025-09,3,Medium,4.11
LANE-003712,India,P1,Air,2026-04,2,Low,3.42
LANE-002342,Germany,P8,Rail,2025-10,9,Low,0.99
LANE-001664,Mexico,P10,Air,2026-02,3,Low,2.58
LANE-013988,Spain,P11,Ocean,2026-06,26,Low,0.65
LANE-015527,Thailand,P7,Rail,2026-05,13,Low,0.68
LANE-006598,Japan,P2,Truck,2026-08,5,Medium,0.96
LANE-012708,France,P7,Rail,2026-02,12,Low,
LANE-015644,Thailand,P8,Air,2025-02,2,Low,3.58
LANE-003241,China,P7,Rail,2025-07,14,Medium,1.24
LANE-016786,United Kingdom,P10,Rail,2026-10,11,Medium,0.77
LANE-012757,France,P7,Air,2026-07,2,High,
LANE-009150,Italy,P9,Rail,2026-08,11,High,1.13
LANE-004298,India,P9,Air,2025-08,1,Medium,2.97
LANE-011659,Canada,P6,Truck,2026-09,4,Low,1.12
LANE-016049,United Kingdom,P1,Ocean,2025-11,33,Low,0.69
LANE-009136,Italy,P9,Rail,2025-06,10,High,0.84
LANE-008236,South Korea,P10,Rail,2025-08,9,Low,0.68
LANE-000268,United States,P4,Air,2025-04,3,Low,2.41
LANE-015833,Thailand,P11,Truck,2026-03,4,High,0.9
LANE-010734,Vietnam,P6,Truck,2026-08,5,Low,1.01
LANE-013243,Spain,P2,Rail,2026-09,10,Medium,0.86
LANE-007514,South Korea,P1,Rail,2025-12,12,Medium,1.27
LANE-013997,Spain,P12,Truck,2025-05,6,High,0.96
LANE-011121,Vietnam,P11,Rail,2025-11,12,Low,0.85
LANE-006923,Japan,P6,Truck,2026-03,4,Low,1.39
LANE-016820,United Kingdom,P10,Air,2025-12,3,Low,3.52
LANE-005582,Brazil,P1,Air,2026-04,3,Medium,2.77
LANE-011197,Vietnam,P12,Truck,2026-09,6,Low,0.88
LANE-001281,Mexico,P6,Rail,2025-05,11,Low,1.14
LANE-014802,Czech Republic,P9,Air,2026-06,3,Medium,2.26
LANE-003500,China,P11,Truck,2025-02,4,Medium,0.8
LANE-011527,Canada,P4,Ocean,2026-09,34,Low,0.45
LANE-012760,France,P7,Air,2026-10,3,High,3.69
LANE-004261,India,P9,Truck,2026-03,2,Low,1.2
LANE-014677,Czech Republic,P8,Ocean,2025-03,24,Medium,0.59
LANE-016914,United Kingdom,P12,Truck,2026-06,4,High,1.02
LANE-001470,Mexico,P8,Ocean,2026-06,41,Low,0.44
LANE-005145,Poland,P8,Truck,2026-07,4,High,1.32
LANE-007876,South Korea,P5,Air,2026-10,3,Medium,4.04
LANE-005473,Poland,P12,Ocean,2026-05,28,Low,0.55
LANE-007106,Japan,P8,Truck,2026-10,5,High,1.38
LANE-013524,Spain,P5,Ocean,2026-04,33,Low,0.57
LANE-003871,India,P4,Truck,2026-09,5,Medium,
LANE-004187,India,P8,Truck,2025-07,4,Low,
LANE-006381,Brazil,P11,Ocean,2025-01,24,High,0.66
LANE-009013,Italy,P7,Ocean,2026-03,26,Medium,0.6
LANE-012498,France,P4,Rail,2025-02,10,Low,1.06
LANE-011164,Vietnam,P11,Air,2025-10,3,Medium,2.69
LANE-007780,South Korea,P4,Air,2026-02,2,Low,2.74
LANE-001552,Mexico,P9,Ocean,2025-12,27,Low,0.77
LANE-001107,Mexico,P4,Truck,2025-07,5,Low,1.46
LANE-007552,South Korea,P2,Truck,2025-06,5,Low,0.85
LANE-014830,Czech Republic,P10,Rail,2025-02,11,Low,0.86
LANE-016194,United Kingdom,P3,Ocean,2025-02,29,Low,0.47
LANE-008414,South Korea,P12,Rail,2025-10,11,Low,0.91
LANE-006900,Japan,P5,Air,2026-02,3,High,2.91
LANE-008759,Italy,P4,Ocean,2025-03,21,Low,0.87
LANE-002846,China,P2,Air,2025-08,2,Low,2.33
LANE-016653,United Kingdom,P8,Air,2026-09,3,Low,3.46
LANE-011586,Canada,P5,Rail,2026-02,10,Low,1.21
LANE-010874,Vietnam,P8,Truck,2025-06,5,Medium,0.89
LANE-013889,Spain,P10,Rail,2025-07,9,Low,0.85
LANE-005712,Brazil,P3,Rail,2026-02,11,High,0.65
LANE-007735,South Korea,P4,Rail,2026-01,11,Low,0.71
LANE-015767,Thailand,P10,Truck,2026-03,6,Low,1.48
LANE-001939,Germany,P2,Rail,2025-03,10,Low,1.28
LANE-014780,Czech Republic,P9,Ocean,2026-06,32,Medium,0.82
LANE-011339,Canada,P2,Rail,2025-09,12,Medium,1.13
LANE-003180,China,P6,Ocean,2025-12,38,Medium,0.66
LANE-001887,Germany,P1,Ocean,2026-05,28,Low,0.75
LANE-000955,Mexico,P2,Truck,2025-09,4,High,0.81
LANE-007663,South Korea,P3,Rail,2025-07,11,Medium,0.88
LANE-010767,Vietnam,P6,Ocean,2025-09,18,Low,0.78
LANE-008489,Italy,P1,Truck,2026-07,5,Medium,1.33
LANE-007515,South Korea,P1,Rail,2026-01,10,Medium,0.95
LANE-010664,Vietnam,P5,Rail,2026-04,12,Low,0.71
LANE-012643,France,P6,Rail,2026-03,12,Low,0.65
LANE-005407,Poland,P11,Air,2026-05,3,High,3.17
LANE-002626,Germany,P12,Truck,2025-08,4,High,1.29
LANE-013617,Spain,P6,Air,2026-09,2,Medium,3.46
LANE-008952,Italy,P6,Air,2026-08,2,Low,3.8
LANE-012968,France,P10,Rail,2025-10,10,Medium,
LANE-008581,Italy,P2,Rail,2025-01,11,Low,0.98
LANE-000333,United States,P5,Ocean,2025-03,26,Low,
LANE-014187,Czech Republic,P2,Truck,2026-07,4,Low,1.15
LANE-010572,Vietnam,P4,Rail,2025-12,13,Low,0.9
LANE-000227,United States,P4,Rail,2025-07,15,Low,1.26
LANE-010099,Turkey,P10,Rail,2025-01,13,Medium,1.19
LANE-015891,Thailand,P11,Air,2025-07,2,Medium,3.35
LANE-000885,Mexico,P1,Truck,2025-05,5,Medium,1.45
LANE-005670,Brazil,P2,Air,2026-04,3,Low,2.47
LANE-012652,France,P6,Ocean,2025-02,26,Medium,0.45
LANE-007555,South Korea,P2,Truck,2025-09,4,Low,1.37
LANE-009140,Italy,P9,Rail,2025-10,13,High,0.92
LANE-008126,South Korea,P9,Truck,2025-08,5,Medium,0.81
LANE-012788,France,P8,Rail,2025-06,11,Medium,0.96
LANE-005902,Brazil,P5,Air,2025-06,1,Low,3.96
LANE-008949,Italy,P6,Air,2026-05,2,Low,2.15
LANE-000370,United States,P6,Truck,2026-06,4,Low,0.84
LANE-014550,Czech Republic,P7,Truck,2025-08,5,Low,1.25
LANE-003306,China,P8,Truck,2025-06,2,Low,1.16
LANE-007531,South Korea,P1,Ocean,2025-07,30,Low,0.82
LANE-008983,Italy,P7,Rail,2025-07,15,High,0.68
LANE-003578,China,P12,Truck,2026-02,4,High,1.6
LANE-016348,United Kingdom,P5,Rail,2025-02,15,Medium,1.18
LANE-002345,Germany,P8,Rail,2026-01,16,Low,0.99
LANE-010758,Vietnam,P6,Rail,2026-10,9,Medium,0.85
LANE-009100,Italy,P8,Ocean,2026-02,19,Low,0.62
LANE-014602,Czech Republic,P7,Ocean,2026-04,26,Medium,0.8
LANE-005425,Poland,P12,Truck,2026-01,5,Low,0.99
LANE-000351,United States,P5,Ocean,2026-09,26,Low,0.68
LANE-006597,Japan,P2,Truck,2026-07,4,Medium,1.04
LANE-001913,Germany,P1,Air,2026-09,2,High,2.84
LANE-008984,Italy,P7,Rail,2025-08,12,High,0.79
LANE-012317,France,P1,Air,2026-07,2,Medium,
LANE-009636,Turkey,P3,Air,2026-10,3,Low,3.03
LANE-014520,Czech Republic,P6,Rail,2026-10,12,Medium,1.26
LANE-015699,Thailand,P9,Rail,2026-01,15,Low,0.93
LANE-010972,Vietnam,P9,Rail,2026-04,11,Medium,1.12
LANE-001439,Mexico,P8,Rail,2025-09,11,Low,0.9
LANE-002116,Germany,P5,Truck,2025-04,1,Low,0.85
LANE-000919,Mexico,P1,Rail,2026-05,8,Medium,1.25
LANE-003707,India,P1,Air,2025-11,2,Low,4.1
LANE-013632,Spain,P7,Truck,2026-02,4,Medium,1.04
LANE-002484,Germany,P10,Truck,2026-08,5,Medium,1.24
LANE-015029,Czech Republic,P12,Air,2025-03,3,Low,2.16
LANE-010867,Vietnam,P7,Ocean,2026-09,29,Low,0.64
LANE-010426,Vietnam,P2,Truck,2026-08,5,Low,1.34
LANE-005622,Brazil,P2,Rail,2025-12,13,Low,1.01
LANE-001198,Mexico,P5,Rail,2025-10,12,Medium,0.84
LANE-016057,United Kingdom,P1,Ocean,2026-07,34,Low,0.73
LANE-014572,Czech Republic,P7,Rail,2025-08,9,Low,1.28
LANE-014182,Czech Republic,P2,Truck,2026-02,5,Low,1.04
LANE-010480,Vietnam,P3,Truck,2025-08,5,Medium,1.49
LANE-010536,Vietnam,P3,Ocean,2026-08,26,Low,0.78
LANE-008179,South Korea,P9,Ocean,2026-05,30,Medium,0.64
LANE-000664,United States,P9,Air,2025-04,3,Low,2.75
LANE-002182,Germany,P6,Truck,2025-04,4,Low,1.22
LANE-001948,Germany,P2,Rail,2025-12,11,Low,
LANE-003929,India,P5,Truck,2026-01,5,Medium,1.26
LANE-004710,Poland,P3,Truck,2025-02,3,Low,
LANE-014329,Czech Republic,P4,Truck,2025-07,3,High,1.59
LANE-016458,United Kingdom,P6,Ocean,2025-02,31,Low,0.55
LANE-006306,Brazil,P10,Ocean,2026-02,27,Medium,0.84
LANE-011403,Canada,P3,Truck,2025-07,1,Low,0.99
LANE-015068,Thailand,P1,Truck,2026-08,3,Medium,1.11
LANE-010128,Turkey,P10,Ocean,2025-08,27,Medium,0.65
LANE-003660,India,P1,Rail,2025-08,11,Medium,0.9
LANE-001623,Mexico,P10,Rail,2026-05,11,Medium,1.27
LANE-013072,France,P12,Truck,2025-04,5,Medium,1.53
LANE-016301,United Kingdom,P4,Ocean,2026-09,29,Low,
LANE-013560,Spain,P6,Rail,2025-08,13,Low,1.01
LANE-016871,United Kingdom,P11,Rail,2026-07,15,Medium,0.67
LANE-014708,Czech Republic,P8,Air,2025-12,2,Medium,4.13
LANE-008103,South Korea,P8,Air,2025-07,1,Low,2.59
LANE-003960,India,P5,Rail,2026-10,13,Medium,0.89
LANE-004917,Poland,P5,Rail,2025-11,11,Medium,0.79
LANE-001458,Mexico,P8,Ocean,2025-06,29,Low,0.49
LANE-011880,Canada,P8,Air,2026-10,2,Low,3.55
LANE-001512,Mexico,P9,Truck,2026-04,4,Low,1.44
LANE-006176,Brazil,P9,Truck,2026-04,4,Medium,0.95
LANE-015380,Thailand,P5,Ocean,2025-02,35,Medium,0.78
LANE-008271,South Korea,P10,Ocean,2026-09,25,Low,0.54
LANE-002277,Germany,P7,Rail,2025-11,9,Low,0.78
LANE-009057,Italy,P8,Truck,2026-03,4,Low,1.42
LANE-010525,Vietnam,P3,Ocean,2025-09,24,Low,0.57
LANE-004977,Poland,P6,Truck,2025-05,5,Low,0.9
LANE-002119,Germany,P5,Truck,2025-07,1,Low,1.54
LANE-007974,South Korea,P7,Truck,2025-10,5,Low,1.42
LANE-012611,France,P6,Truck,2025-05,4,Medium,1.26
LANE-016470,United Kingdom,P6,Ocean,2026-02,28,Low,0.86
LANE-001986,Germany,P3,Truck,2025-06,4,Medium,1.33
LANE-006359,Brazil,P11,Rail,2025-01,14,Low,0.99
LANE-011628,Canada,P5,Air,2025-12,3,Low,3.96
LANE-014460,Czech Republic,P5,Air,2025-06,3,Low,
LANE-012945,France,P10,Truck,2025-09,5,Medium,1.17
LANE-009463,Turkey,P2,Truck,2025-03,5,Medium,
LANE-003080,China,P5,Rail,2026-10,15,Low,
LANE-002448,Germany,P9,Ocean,2025-06,25,Low,0.47
LANE-013133,France,P12,Ocean,2026-09,27,High,0.72
LANE-010894,Vietnam,P8,Rail,2025-04,14,Low,0.78
LANE-000647,United States,P9,Ocean,2025-09,22,Medium,0.7
LANE-013563,Spain,P6,Rail,2025-11,10,Low,1.0
LANE-009942,Turkey,P7,Ocean,2026-08,27,Low,0.75
LANE-013068,France,P11,Ocean,2026-10,35,Medium,0.44
LANE-007406,Japan,P12,Truck,2026-02,5,Medium,0.96
LANE-000674,United States,P9,Air,2026-02,3,Low,3.5
LANE-011070,Vietnam,P10,Air,2025-04,2,Low,2.52
LANE-011206,Vietnam,P12,Rail,2025-08,11,High,1.21
LANE-003889,India,P4,Rail,2026-05,12,Low,0.66
LANE-011004,Vietnam,P10,Truck,2025-04,5,Medium,0.87
LANE-009339,Italy,P12,Rail,2025-11,11,Low,1.24
LANE-008388,South Korea,P12,Truck,2025-06,4,Low,1.17
LANE-016285,United Kingdom,P4,Ocean,2025-05,26,Low,0.54
LANE-008251,South Korea,P10,Ocean,2025-01,22,Low,0.73
LANE-004627,Poland,P2,Truck,2025-07,3,Low,0.84
LANE-000341,United States,P5,Ocean,2025-11,33,Low,0.77
LANE-013884,Spain,P10,Rail,2025-02,14,Low,0.81
LANE-011152,Vietnam,P11,Ocean,2026-08,31,Low,0.77
LANE-008691,Italy,P3,Air,2025-01,2,High,2.85
LANE-002244,Germany,P6,Ocean,2026-10,21,High,0.58
LANE-000731,United States,P10,Ocean,2025-05,25,Medium,
LANE-015294,Thailand,P4,Ocean,2025-04,27,Low,
LANE-003995,India,P5,Air,2026-01,3,Low,3.88
LANE-005821,Brazil,P4,Ocean,2026-01,16,Medium,0.63
LANE-006847,Japan,P5,Rail,2025-05,11,Low,1.02
LANE-004384,India,P10,Air,2025-06,3,Medium,3.17
LANE-010545,Vietnam,P4,Truck,2025-07,4,Medium,1.05
LANE-007094,Japan,P8,Truck,2025-10,6,High,1.26
LANE-001979,Germany,P2,Ocean,2026-09,33,Low,0.57
LANE-007995,South Korea,P7,Rail,2025-09,10,Low,0.82
LANE-013881,Spain,P10,Truck,2026-09,4,High,0.82
LANE-000471,United States,P7,Rail,2025-09,14,Medium,
LANE-010360,Vietnam,P1,Rail,2026-08,12,Low,0.72
LANE-013834,Spain,P9,Ocean,2026-06,24,Medium,0.54
LANE-016892,United Kingdom,P11,Ocean,2026-06,27,Low,0.86
LANE-011524,Canada,P4,Ocean,2026-06,22,Low,0.76
LANE-011807,Canada,P8,Truck,2026-03,3,Medium,1.42
LANE-014294,Czech Republic,P3,Rail,2026-04,12,Medium,1.04
LANE-001490,Mexico,P8,Air,2026-04,1,Low,2.43
LANE-016972,United Kingdom,P12,Air,2025-10,2,Low,2.78
LANE-001334,Mexico,P6,Air,2026-02,3,Low,2.13
LANE-006544,Japan,P1,Ocean,2025-10,24,Low,0.86
LANE-008166,South Korea,P9,Ocean,2025-04,24,Medium,0.82
LANE-013766,Spain,P8,Air,2026-04,3,Low,2.52
LANE-012857,France,P9,Truck,2025-09,4,Low,1.58
LANE-003159,China,P6,Rail,2026-01,12,Medium,0.97
LANE-003078,China,P5,Rail,2026-08,8,Low,0.66
LANE-002910,China,P3,Ocean,2025-06,30,Low,0.7
LANE-005877,Brazil,P5,Ocean,2025-03,33,Low,0.86
LANE-004608,Poland,P1,Ocean,2025-10,37,Medium,0.68
LANE-009886,Turkey,P7,Truck,2025-08,4,High,1.19
LANE-000717,United States,P10,Rail,2026-01,14,Low,1.22
LANE-007732,South Korea,P4,Rail,2025-10,13,Low,1.2
LANE-011767,Canada,P7,Rail,2026-07,8,Low,
LANE-001018,Mexico,P2,Air,2025-06,3,Low,
LANE-011182,Vietnam,P12,Truck,2025-06,5,Low,1.55
LANE-011431,Canada,P3,Rail,2026-01,11,Low,1.09
LANE-007703,South Korea,P4,Truck,2025-03,4,Low,1.1
LANE-007879,South Korea,P6,Truck,2025-03,5,High,1.46
LANE-003734,India,P2,Truck,2026-04,4,Low,1.37
LANE-001559,Mexico,P9,Ocean,2026-07,29,Low,0.83
LANE-009187,Italy,P10,Truck,2026-01,5,Low,0.82
LANE-016059,United Kingdom,P1,Ocean,2026-09,28,Low,0.76
LANE-006118,Brazil,P8,Ocean,2025-02,30,Low,0.78
LANE-011102,Vietnam,P11,Truck,2026-02,4,Low,1.33
LANE-014713,Czech Republic,P8,Air,2026-05,2,Medium,4.13
LANE-011251,Canada,P1,Truck,2025-09,4,Low,1.11
LANE-004620,Poland,P1,Ocean,2026-10,30,Medium,0.85
LANE-000103,United States,P2,Air,2026-03,1,Low,
LANE-009826,Turkey,P6,Rail,2026-02,10,Low,0.9
LANE-010386,Vietnam,P1,Air,2025-02,3,Medium,2.94
LANE-003211,China,P6,Air,2026-09,3,Medium,3.41
LANE-014269,Czech Republic,P3,Truck,2026-01,6,Medium,1.03
LANE-001527,Mexico,P9,Rail,2025-09,14,Low,0.89
LANE-000906,Mexico,P1,Rail,2025-04,14,Medium,1.21
