order_id,product_id,dealer_id,order_date,requested_qty,region,customer_segment,order_status
ORD-0026829,SPR-07,DLR-0548,2024-01-21,2,South America,Dealer Stock,Shipped
ORD-0026830,TRC-09,DLR-0342,2024-10-22,3,North America,Dealer Stock,Committed
ORD-0026831,TRC-01,DLR-0600,2025-01-19,1,North America,Commercial Farm,Committed
ORD-0026832,TRC-10,DLR-0523,2025-09-12,5,Asia-Pacific,Commercial Farm,Shipped
ORD-0026833,BAL-03,DLR-0360,2026-06-23,2,Europe,,Open
ORD-0026834,TRC-03,DLR-0195,2024-01-26,1,North America,Commercial Farm,Open
ORD-0026835,PLN-09,DLR-0644,2025-02-23,1,Europe,Commercial Farm,Shipped
ORD-0026836,TIL-05,DLR-0843,2026-01-17,1,Asia-Pacific,Export,Committed
ORD-0026837,TRC-10,DLR-0627,2024-08-18,3,South America,Dealer Stock,Shipped
ORD-0026838,CMB-01,DLR-0198,2024-09-06,1,South America,Dealer Stock,Shipped
ORD-0026839,CMB-09,DLR-0164,2025-08-22,4,North America,Commercial Farm,Shipped
ORD-0026840,BAL-09,DLR-0115,2024-01-04,1,Europe,Government,Shipped
ORD-0026841,PLN-02,,2024-03-29,4,Europe,Commercial Farm,Shipped
ORD-0026842,HRV-04,DLR-0409,2025-11-13,8,North America,Government,Shipped
ORD-0026843,TIL-10,DLR-0813,2025-03-25,1,North America,Dealer Stock,Shipped
ORD-0026844,BAL-03,DLR-0350,2026-08-05,2,Europe,Commercial Farm,Committed
ORD-0026845,BAL-08,DLR-0829,2025-08-06,1,North America,Commercial Farm,Shipped
ORD-0026846,BAL-02,DLR-0675,2024-09-08,10,Asia-Pacific,Dealer Stock,Open
ORD-0026847,TIL-03,DLR-0032,2024-11-24,1,Europe,Commercial Farm,Cancelled
ORD-0026848,HRV-05,DLR-0148,2025-07-08,2,Asia-Pacific,Dealer Stock,Open
ORD-0026849,TIL-01,DLR-0888,2025-03-17,1,North America,Commercial Farm,Shipped
ORD-0026850,TIL-06,DLR-0360,2025-10-14,10,Africa/Middle East,Commercial Farm,Open
ORD-0026851,TRC-07,DLR-0522,2025-06-17,5,North America,Dealer Stock,Committed
ORD-0026852,CMB-09,DLR-0259,2026-08-08,1,Europe,Commercial Farm,Shipped
ORD-0026853,CMB-03,DLR-0063,2026-03-27,2,South America,Export,Shipped
ORD-0026854,BAL-06,DLR-0239,2025-07-06,4,Asia-Pacific,Commercial Farm,Open
ORD-0026855,BAL-07,DLR-0480,2024-08-23,2,Europe,Commercial Farm,Shipped
ORD-0026856,TRC-03,DLR-0484,2025-10-20,1,Europe,Commercial Farm,Shipped
ORD-0026857,SPR-01,DLR-0415,2025-01-01,2,Asia-Pacific,Dealer Stock,Committed
ORD-0026858,CMB-09,DLR-0558,2025-04-26,4,Europe,Commercial Farm,Committed
ORD-0026859,SPR-08,DLR-0666,2025-08-04,1,North America,Dealer Stock,Open
ORD-0026860,CMB-07,DLR-0174,2025-09-08,1,North America,Commercial Farm,Open
ORD-0026861,CMB-04,DLR-0840,2024-10-31,4,Europe,Export,Cancelled
ORD-0026862,HRV-08,DLR-0282,2026-07-28,1,Africa/Middle East,Commercial Farm,Cancelled
ORD-0026863,SPR-10,DLR-0643,2024-09-12,1,Asia-Pacific,Commercial Farm,Open
ORD-0026864,HRV-05,DLR-0660,2024-07-27,1,North America,Dealer Stock,Shipped
ORD-0026865,TIL-05,DLR-0850,2026-01-21,1,Asia-Pacific,Commercial Farm,Open
ORD-0026866,CMB-06,DLR-0541,2024-10-25,1,South America,Dealer Stock,Open
ORD-0026867,HRV-05,DLR-0244,2024-12-13,2,Asia-Pacific,Commercial Farm,Shipped
ORD-0026868,TRC-05,DLR-0076,2026-07-31,8,Asia-Pacific,Dealer Stock,Committed
ORD-0026869,PLN-05,DLR-0772,2025-04-09,4,North America,Export,Shipped
ORD-0026870,SPR-07,DLR-0582,2024-09-20,5,Asia-Pacific,Dealer Stock,Shipped
ORD-0026871,TRC-06,,2025-09-29,1,North America,Commercial Farm,Shipped
ORD-0026872,PLN-01,DLR-0641,2024-02-11,1,Asia-Pacific,Export,Open
ORD-0026873,TRC-10,DLR-0045,2025-03-31,4,Asia-Pacific,Commercial Farm,Open
ORD-0026874,BAL-06,DLR-0171,2026-07-14,8,Asia-Pacific,Commercial Farm,Committed
ORD-0026875,CMB-08,DLR-0232,2026-07-15,1,North America,Government,Committed
ORD-0026876,HRV-10,DLR-0711,2025-10-14,2,North America,Commercial Farm,Open
ORD-0026877,TIL-02,DLR-0382,2024-04-29,8,Europe,Commercial Farm,Open
ORD-0026878,PLN-10,DLR-0243,2025-11-28,8,North America,Dealer Stock,Open
ORD-0026879,BAL-03,DLR-0201,2026-05-26,1,Europe,Commercial Farm,Committed
ORD-0026880,HRV-01,DLR-0568,2024-01-04,4,North America,Commercial Farm,Committed
ORD-0026881,TRC-03,DLR-0823,2026-05-21,8,Europe,Commercial Farm,Shipped
ORD-0026882,SPR-09,DLR-0133,2024-07-24,1,North America,Commercial Farm,Cancelled
ORD-0026883,CMB-02,DLR-0709,2025-08-19,3,North America,Export,Shipped
ORD-0026884,TRC-09,DLR-0666,2024-08-14,1,Asia-Pacific,Commercial Farm,Shipped
ORD-0026885,CMB-02,DLR-0728,2025-11-27,2,North America,Commercial Farm,Cancelled
ORD-0026886,TRC-10,DLR-0675,2026-03-12,3,North America,Commercial Farm,Committed
ORD-0026887,CMB-08,DLR-0744,2026-03-25,2,South America,Commercial Farm,Committed
ORD-0026888,BAL-02,DLR-0738,2024-06-27,2,Europe,Commercial Farm,Committed
ORD-0026889,TRC-08,DLR-0457,2025-12-12,2,North America,Export,Committed
ORD-0026890,BAL-03,DLR-0374,2024-03-16,1,Asia-Pacific,Dealer Stock,Open
ORD-0026891,BAL-04,,2026-02-19,2,South America,Commercial Farm,Committed
ORD-0026892,HRV-04,DLR-0531,2024-08-01,8,North America,Export,Shipped
ORD-0026893,BAL-08,DLR-0669,2025-10-31,2,North America,Export,Committed
ORD-0026894,HRV-02,DLR-0580,2024-12-08,2,Europe,,Cancelled
ORD-0026895,BAL-09,DLR-0708,2025-02-13,1,Europe,Dealer Stock,Committed
ORD-0026896,BAL-09,DLR-0695,2024-06-11,1,Europe,Commercial Farm,Open
ORD-0026897,TIL-05,DLR-0055,2025-08-22,1,Asia-Pacific,Commercial Farm,Committed
ORD-0026898,CMB-03,DLR-0633,2025-12-16,4,Africa/Middle East,Commercial Farm,Shipped
ORD-0026899,SPR-07,DLR-0455,2025-04-19,1,North America,Government,Shipped
ORD-0026900,CMB-04,DLR-0760,2024-05-01,4,North America,Commercial Farm,Committed
ORD-0026901,TRC-07,DLR-0242,2024-04-16,2,South America,,Committed
ORD-0026902,HRV-09,DLR-0566,2025-05-29,4,South America,Dealer Stock,Committed
ORD-0026903,HRV-08,DLR-0363,2024-09-16,3,North America,Dealer Stock,Shipped
ORD-0026904,TRC-09,DLR-0497,2025-04-20,8,Asia-Pacific,Commercial Farm,Shipped
ORD-0026905,CMB-09,DLR-0283,2026-05-15,3,Europe,Commercial Farm,Shipped
ORD-0026906,SPR-10,DLR-0585,2026-02-18,1,North America,Export,Shipped
ORD-0026907,PLN-08,DLR-0391,2024-08-06,1,North America,Commercial Farm,Shipped
ORD-0026908,TIL-01,DLR-0384,2025-05-27,1,North America,Dealer Stock,Committed
ORD-0026909,BAL-08,DLR-0870,2024-10-27,3,North America,Commercial Farm,Committed
ORD-0026910,TRC-08,DLR-0587,2024-07-01,5,North America,Export,Shipped
ORD-0026911,BAL-03,DLR-0289,2024-09-10,2,Asia-Pacific,Export,Shipped
ORD-0026912,CMB-06,DLR-0614,2025-06-18,1,South America,Dealer Stock,Open
ORD-0026913,HRV-08,DLR-0614,2025-10-25,1,Europe,Dealer Stock,Shipped
ORD-0026914,CMB-10,DLR-0377,2025-05-14,8,North America,Commercial Farm,Shipped
ORD-0026915,BAL-10,DLR-0526,2025-01-12,2,Europe,Commercial Farm,Committed
ORD-0026916,SPR-07,,2024-01-15,1,North America,Commercial Farm,Shipped
ORD-0026917,PLN-01,DLR-0824,2025-02-24,3,South America,Dealer Stock,Committed
ORD-0026918,CMB-06,,2025-02-04,1,Europe,Commercial Farm,Committed
ORD-0026919,PLN-05,DLR-0849,2025-10-30,3,Asia-Pacific,Export,Open
ORD-0026920,CMB-09,DLR-0329,2025-01-04,15,North America,Commercial Farm,Shipped
ORD-0026921,TRC-06,DLR-0331,2026-07-16,1,Asia-Pacific,Commercial Farm,Shipped
ORD-0026922,HRV-01,DLR-0316,2026-06-09,1,North America,Commercial Farm,Shipped
ORD-0026923,BAL-09,DLR-0366,2025-06-15,1,South America,Dealer Stock,Committed
ORD-0026924,TIL-04,DLR-0821,2025-03-14,1,North America,Commercial Farm,Committed
ORD-0026925,HRV-01,DLR-0485,2025-04-07,3,North America,Dealer Stock,Shipped
ORD-0026926,CMB-09,DLR-0125,2025-07-04,3,South America,,Committed
ORD-0026927,CMB-02,DLR-0773,2024-10-19,4,Asia-Pacific,Commercial Farm,Shipped
ORD-0026928,BAL-07,DLR-0890,2026-02-04,8,Europe,Commercial Farm,Cancelled
ORD-0026929,SPR-08,DLR-0457,2024-03-19,1,Africa/Middle East,Export,Shipped
ORD-0026930,TRC-01,DLR-0636,2024-10-15,5,Asia-Pacific,Commercial Farm,Shipped
ORD-0026931,PLN-03,,2024-10-04,1,Asia-Pacific,Commercial Farm,Shipped
ORD-0026932,BAL-08,DLR-0736,2025-06-15,1,North America,Dealer Stock,Shipped
ORD-0026933,TIL-03,DLR-0421,2025-02-05,1,North America,Dealer Stock,Open
ORD-0026934,PLN-10,DLR-0695,2025-05-04,1,North America,Dealer Stock,Committed
ORD-0026935,TIL-01,DLR-0069,2025-03-25,1,North America,Dealer Stock,Open
ORD-0026936,SPR-04,DLR-0885,2024-03-06,3,Europe,Export,Shipped
ORD-0026937,PLN-02,DLR-0165,2026-04-26,2,South America,Government,Committed
ORD-0026938,BAL-01,,2025-05-13,4,Europe,Government,Open
ORD-0026939,BAL-08,DLR-0824,2025-05-17,4,North America,Commercial Farm,Shipped
ORD-0026940,TRC-02,DLR-0277,2026-03-07,1,North America,Export,Shipped
ORD-0026941,TRC-10,DLR-0723,2025-09-30,2,North America,Commercial Farm,Open
ORD-0026942,HRV-09,DLR-0330,2026-07-20,1,Europe,Government,Committed
ORD-0026943,PLN-05,DLR-0562,2024-04-05,1,North America,Export,Shipped
ORD-0026944,SPR-06,DLR-0447,2024-05-07,4,Europe,Commercial Farm,Shipped
ORD-0026945,PLN-05,DLR-0103,2024-01-24,1,Asia-Pacific,Commercial Farm,Committed
ORD-0026946,TIL-05,DLR-0324,2024-06-26,2,Asia-Pacific,Commercial Farm,Cancelled
ORD-0026947,TIL-09,DLR-0019,2025-03-03,2,North America,Dealer Stock,Cancelled
ORD-0026948,HRV-07,DLR-0569,2026-04-15,1,North America,Commercial Farm,Committed
ORD-0026949,CMB-05,DLR-0202,2024-04-25,1,South America,Export,Committed
ORD-0026950,PLN-09,DLR-0150,2024-10-21,2,Asia-Pacific,Commercial Farm,Shipped
ORD-0026951,PLN-07,DLR-0360,2026-05-24,8,Europe,Commercial Farm,Shipped
ORD-0026952,TIL-01,DLR-0662,2024-12-28,8,South America,Commercial Farm,Open
ORD-0026953,BAL-06,DLR-0723,2025-10-08,10,Asia-Pacific,Commercial Farm,Shipped
ORD-0026954,TRC-10,DLR-0528,2025-09-29,2,North America,Commercial Farm,Open
ORD-0026955,BAL-02,DLR-0527,2026-04-23,1,Europe,Commercial Farm,Shipped
ORD-0026956,CMB-06,DLR-0726,2026-07-08,2,Europe,Government,Committed
ORD-0026957,TIL-10,DLR-0379,2025-07-02,1,North America,Commercial Farm,Committed
ORD-0026958,BAL-02,DLR-0023,2025-10-02,2,South America,Government,Open
ORD-0026959,SPR-09,DLR-0405,2024-11-17,2,Asia-Pacific,Commercial Farm,Shipped
ORD-0026960,SPR-07,DLR-0873,2026-07-01,1,Asia-Pacific,Dealer Stock,Open
ORD-0026961,PLN-01,DLR-0198,2025-11-16,3,North America,Commercial Farm,Committed
ORD-0026962,TIL-04,DLR-0143,2024-08-08,1,Europe,Export,Open
ORD-0026963,CMB-03,DLR-0151,2024-06-06,1,North America,Export,Open
ORD-0026964,SPR-03,DLR-0641,2025-02-22,1,South America,Government,Committed
ORD-0026965,BAL-10,DLR-0742,2026-05-18,2,North America,Commercial Farm,Committed
ORD-0026966,CMB-01,DLR-0543,2026-07-17,4,Europe,Dealer Stock,Cancelled
ORD-0026967,BAL-09,DLR-0582,2024-07-14,3,North America,Commercial Farm,Committed
ORD-0026968,BAL-04,DLR-0250,2025-10-25,15,South America,Commercial Farm,Cancelled
ORD-0026969,HRV-09,DLR-0804,2026-03-17,4,North America,Dealer Stock,Shipped
ORD-0026970,CMB-02,,2025-09-14,15,North America,Commercial Farm,Committed
ORD-0026971,CMB-06,DLR-0266,2025-07-20,1,South America,Export,Shipped
ORD-0026972,SPR-03,DLR-0418,2025-08-09,2,Asia-Pacific,Commercial Farm,Shipped
ORD-0026973,CMB-08,DLR-0840,2024-07-29,5,Europe,Commercial Farm,Shipped
ORD-0026974,SPR-07,,2026-08-14,1,North America,Government,Shipped
ORD-0026975,PLN-06,DLR-0017,2025-04-07,2,North America,,Cancelled
ORD-0026976,PLN-04,DLR-0720,2026-08-26,8,North America,Commercial Farm,Open
ORD-0026977,TRC-07,DLR-0292,2024-01-10,2,Europe,Commercial Farm,Open
ORD-0026978,SPR-07,DLR-0852,2026-07-31,8,Africa/Middle East,Commercial Farm,Shipped
ORD-0026979,CMB-03,DLR-0308,2026-02-07,5,Asia-Pacific,,Shipped
ORD-0026980,BAL-03,DLR-0406,2025-01-03,2,Africa/Middle East,Commercial Farm,Open
ORD-0026981,PLN-06,DLR-0632,2026-03-03,10,Europe,Dealer Stock,Committed
ORD-0026982,BAL-06,DLR-0284,2024-09-16,2,Asia-Pacific,Commercial Farm,Open
ORD-0026983,SPR-02,DLR-0539,2024-01-23,1,Europe,Commercial Farm,Open
ORD-0026984,PLN-03,DLR-0827,2025-06-17,1,Europe,Dealer Stock,Shipped
ORD-0026985,BAL-10,DLR-0451,2025-07-01,2,Europe,Commercial Farm,Cancelled
ORD-0026986,BAL-01,DLR-0202,2025-01-28,1,North America,Commercial Farm,Open
ORD-0026987,CMB-06,DLR-0220,2026-05-10,1,Europe,Commercial Farm,Open
ORD-0026988,BAL-05,DLR-0781,2024-11-29,1,Asia-Pacific,Dealer Stock,Open
ORD-0026989,BAL-06,DLR-0399,2025-05-23,1,Europe,Commercial Farm,Cancelled
ORD-0026990,SPR-06,DLR-0004,2024-07-04,1,Africa/Middle East,Commercial Farm,Open
ORD-0026991,BAL-04,DLR-0546,2024-03-01,2,Europe,Commercial Farm,Open
ORD-0026992,SPR-02,DLR-0770,2026-04-23,1,North America,Dealer Stock,Committed
ORD-0026993,CMB-07,DLR-0705,2026-02-26,4,Asia-Pacific,Dealer Stock,Shipped
ORD-0026994,SPR-02,DLR-0079,2025-11-18,4,Asia-Pacific,Export,Shipped
ORD-0026995,BAL-07,DLR-0231,2024-03-02,1,North America,Commercial Farm,Committed
ORD-0026996,SPR-03,,2026-08-01,5,Europe,Commercial Farm,Shipped
ORD-0026997,PLN-07,DLR-0573,2026-07-01,8,South America,Dealer Stock,Cancelled
ORD-0026998,CMB-05,DLR-0053,2024-03-23,3,Africa/Middle East,Commercial Farm,Committed
ORD-0026999,PLN-09,DLR-0809,2026-08-21,5,North America,Commercial Farm,Shipped
ORD-0027000,TRC-08,DLR-0196,2026-01-23,1,North America,Commercial Farm,Shipped
ORD-0027001,TRC-02,DLR-0689,2024-02-20,4,Europe,Commercial Farm,Shipped
ORD-0027002,TIL-02,,2024-07-12,4,Europe,Dealer Stock,Open
ORD-0027003,HRV-05,DLR-0678,2024-02-03,1,South America,Commercial Farm,Shipped
ORD-0027004,CMB-04,,2025-07-01,5,South America,Commercial Farm,Shipped
ORD-0027005,CMB-02,DLR-0463,2025-10-17,3,North America,Dealer Stock,Committed
ORD-0027006,TRC-10,DLR-0738,2025-03-26,4,Asia-Pacific,Commercial Farm,Open
ORD-0027007,CMB-08,DLR-0343,2026-04-26,2,Europe,Dealer Stock,Shipped
ORD-0027008,CMB-04,DLR-0057,2026-08-23,8,Europe,Commercial Farm,Open
ORD-0027009,CMB-04,DLR-0294,2024-03-29,2,Europe,Government,Shipped
ORD-0027010,TRC-05,DLR-0035,2025-08-19,1,Asia-Pacific,Dealer Stock,Cancelled
ORD-0027011,BAL-06,DLR-0242,2024-09-23,10,North America,Export,Cancelled
ORD-0027012,HRV-01,DLR-0761,2025-12-25,1,Asia-Pacific,Commercial Farm,Shipped
ORD-0027013,HRV-01,DLR-0309,2025-10-03,2,Europe,Commercial Farm,Committed
ORD-0027014,TRC-10,DLR-0576,2024-12-13,1,North America,Dealer Stock,Open
ORD-0027015,BAL-09,DLR-0420,2025-05-11,2,Asia-Pacific,Commercial Farm,Shipped
ORD-0027016,PLN-05,DLR-0273,2025-03-09,1,South America,Commercial Farm,Shipped
ORD-0027017,TRC-02,DLR-0523,2025-04-21,1,Europe,Dealer Stock,Open
ORD-0027018,TIL-05,DLR-0845,2026-03-02,3,Europe,Dealer Stock,Shipped
ORD-0027019,TRC-09,DLR-0528,2025-08-23,5,North America,Commercial Farm,Committed
ORD-0027020,TRC-10,DLR-0091,2026-05-13,4,Europe,,Shipped
ORD-0027021,HRV-06,DLR-0204,2025-07-28,8,Asia-Pacific,Dealer Stock,Shipped
ORD-0027022,TRC-10,DLR-0380,2025-09-15,4,Europe,Commercial Farm,Committed
ORD-0027023,PLN-04,DLR-0599,2025-04-19,2,South America,Commercial Farm,Committed
ORD-0027024,TIL-02,DLR-0675,2025-10-14,1,Europe,Dealer Stock,Open
ORD-0027025,HRV-02,DLR-0649,2025-09-24,2,North America,Commercial Farm,Open
ORD-0027026,TRC-01,DLR-0792,2024-01-17,1,Asia-Pacific,Commercial Farm,Shipped
ORD-0027027,PLN-07,DLR-0508,2025-05-18,3,Asia-Pacific,Commercial Farm,Open
ORD-0027028,BAL-09,DLR-0041,2026-02-13,10,North America,Commercial Farm,Shipped
ORD-0027029,BAL-04,DLR-0519,2024-10-15,2,North America,Dealer Stock,Committed
ORD-0027030,CMB-06,DLR-0374,2025-04-09,4,North America,Commercial Farm,Shipped
ORD-0027031,HRV-05,DLR-0786,2025-01-03,1,Europe,Commercial Farm,Shipped
ORD-0027032,TIL-07,DLR-0727,2025-05-06,2,Europe,Commercial Farm,Shipped
ORD-0027033,CMB-06,DLR-0696,2025-10-22,3,North America,Commercial Farm,Shipped
ORD-0027034,CMB-01,,2024-01-17,1,Asia-Pacific,Dealer Stock,Cancelled
ORD-0027035,TRC-10,DLR-0217,2024-05-01,5,North America,Commercial Farm,Shipped
ORD-0027036,SPR-09,DLR-0742,2025-04-14,3,Asia-Pacific,Commercial Farm,Shipped
ORD-0027037,TRC-07,DLR-0655,2024-03-07,2,North America,Government,Committed
ORD-0027038,PLN-09,DLR-0233,2025-01-27,1,South America,Commercial Farm,Open
ORD-0027039,TIL-03,DLR-0208,2024-01-04,3,North America,Commercial Farm,Shipped
ORD-0027040,BAL-10,DLR-0296,2024-04-06,4,North America,Commercial Farm,Committed
ORD-0027041,BAL-03,DLR-0679,2025-11-14,3,Europe,Commercial Farm,Cancelled
ORD-0027042,SPR-10,DLR-0582,2024-09-18,2,Europe,Dealer Stock,Committed
ORD-0027043,CMB-01,DLR-0764,2024-03-31,4,Europe,Commercial Farm,Shipped
ORD-0027044,TRC-05,DLR-0261,2026-06-03,3,Asia-Pacific,Commercial Farm,Shipped
ORD-0027045,PLN-10,DLR-0160,2025-07-17,2,Asia-Pacific,Dealer Stock,Committed
ORD-0027046,PLN-10,DLR-0618,2024-04-10,5,North America,Dealer Stock,Committed
ORD-0027047,CMB-03,DLR-0694,2024-09-15,8,North America,Dealer Stock,Shipped
ORD-0027048,SPR-04,DLR-0815,2025-03-09,3,Africa/Middle East,Export,Open
ORD-0027049,CMB-04,,2026-04-15,8,South America,Dealer Stock,Committed
ORD-0027050,PLN-10,DLR-0317,2025-01-23,15,Asia-Pacific,Commercial Farm,Committed
ORD-0027051,HRV-07,DLR-0585,2025-07-09,1,South America,Dealer Stock,Shipped
ORD-0027052,HRV-09,DLR-0212,2026-08-21,1,Asia-Pacific,Export,Committed
ORD-0027053,CMB-10,DLR-0711,2025-12-25,8,Africa/Middle East,Export,Open
ORD-0027054,BAL-04,DLR-0250,2025-09-04,1,North America,Dealer Stock,Committed
ORD-0027055,HRV-10,DLR-0230,2024-04-29,2,South America,Commercial Farm,Shipped
ORD-0027056,TRC-03,DLR-0211,2026-05-08,2,North America,Dealer Stock,Committed
ORD-0027057,CMB-07,DLR-0209,2025-12-28,1,Europe,Dealer Stock,Open
ORD-0027058,CMB-05,DLR-0454,2026-08-24,4,Africa/Middle East,Dealer Stock,Open
ORD-0027059,HRV-01,DLR-0572,2024-08-14,1,Europe,Commercial Farm,Shipped
ORD-0027060,PLN-06,DLR-0289,2025-12-06,1,North America,Dealer Stock,Committed
ORD-0027061,PLN-10,DLR-0565,2025-10-15,1,South America,Commercial Farm,Open
ORD-0027062,PLN-09,DLR-0206,2024-07-24,1,North America,Commercial Farm,Committed
ORD-0027063,HRV-10,DLR-0584,2026-03-17,2,Europe,Government,Open
ORD-0027064,PLN-04,DLR-0251,2024-08-01,2,Europe,Government,Cancelled
ORD-0027065,HRV-02,DLR-0508,2025-07-04,10,Europe,Commercial Farm,Shipped
ORD-0027066,PLN-06,DLR-0882,2024-09-29,2,North America,,Open
ORD-0027067,TRC-08,DLR-0287,2025-08-07,5,Asia-Pacific,Dealer Stock,Committed
ORD-0027068,SPR-05,DLR-0458,2026-04-29,3,Europe,Commercial Farm,Committed
ORD-0027069,CMB-06,DLR-0762,2024-11-21,3,Europe,Dealer Stock,Shipped
ORD-0027070,HRV-03,DLR-0806,2024-04-14,1,Asia-Pacific,Commercial Farm,Open
ORD-0027071,SPR-03,,2024-09-21,5,Europe,,Shipped
ORD-0027072,HRV-06,DLR-0666,2026-06-20,3,North America,Commercial Farm,Shipped
ORD-0027073,CMB-08,DLR-0252,2024-05-22,2,North America,Commercial Farm,Shipped
ORD-0027074,CMB-01,DLR-0174,2025-07-20,20,North America,Government,Open
ORD-0027075,TRC-02,DLR-0234,2026-03-14,3,North America,Commercial Farm,Committed
ORD-0027076,TIL-03,DLR-0629,2025-02-05,3,Asia-Pacific,Commercial Farm,Committed
ORD-0027077,CMB-08,DLR-0669,2024-04-07,1,South America,Commercial Farm,Committed
ORD-0027078,BAL-08,,2025-04-17,10,Asia-Pacific,Commercial Farm,Shipped
ORD-0027079,BAL-04,DLR-0664,2024-01-10,3,North America,Commercial Farm,Shipped
ORD-0027080,TRC-07,DLR-0121,2025-12-27,3,Asia-Pacific,Export,Open
ORD-0027081,BAL-09,DLR-0411,2026-03-03,1,South America,Commercial Farm,Committed
ORD-0027082,TRC-04,DLR-0804,2025-06-30,1,Asia-Pacific,Commercial Farm,Shipped
ORD-0027083,HRV-07,DLR-0437,2024-02-18,1,Asia-Pacific,Export,Cancelled
ORD-0027084,PLN-02,DLR-0857,2025-06-18,8,South America,Dealer Stock,Shipped
ORD-0027085,CMB-04,DLR-0187,2026-03-10,1,Asia-Pacific,Commercial Farm,Committed
ORD-0027086,CMB-01,DLR-0758,2025-08-19,1,North America,Commercial Farm,Shipped
ORD-0027087,BAL-06,DLR-0155,2024-10-08,2,Europe,Dealer Stock,Shipped
ORD-0027088,SPR-04,DLR-0011,2024-03-25,4,South America,Export,Open
ORD-0027089,HRV-02,DLR-0087,2026-04-05,1,North America,Commercial Farm,Open
ORD-0027090,SPR-10,DLR-0724,2024-11-08,2,South America,Commercial Farm,Shipped
ORD-0027091,SPR-02,DLR-0025,2024-12-24,15,North America,Commercial Farm,Cancelled
ORD-0027092,TIL-03,DLR-0283,2026-06-16,5,Europe,Export,Shipped
ORD-0027093,PLN-06,DLR-0199,2026-06-24,2,North America,,Committed
ORD-0027094,SPR-02,DLR-0551,2024-11-22,1,North America,Commercial Farm,Shipped
ORD-0027095,CMB-08,DLR-0440,2026-05-18,8,Europe,Commercial Farm,Shipped
ORD-0027096,HRV-04,DLR-0433,2024-05-19,3,North America,Dealer Stock,Committed
ORD-0027097,HRV-02,DLR-0432,2024-11-09,4,North America,Commercial Farm,Committed
ORD-0027098,PLN-08,DLR-0610,2024-03-03,4,North America,Export,Shipped
ORD-0027099,SPR-09,DLR-0228,2025-11-07,5,Europe,Dealer Stock,Cancelled
ORD-0027100,CMB-10,DLR-0303,2025-06-12,2,Africa/Middle East,Commercial Farm,Shipped
ORD-0027101,SPR-02,DLR-0069,2025-04-03,2,North America,Dealer Stock,Open
ORD-0027102,BAL-03,DLR-0417,2025-07-04,1,South America,Commercial Farm,Shipped
ORD-0027103,TIL-01,DLR-0513,2024-06-27,1,South America,Commercial Farm,Committed
ORD-0027104,PLN-10,DLR-0277,2025-08-23,5,Europe,Dealer Stock,Shipped
ORD-0027105,TIL-07,DLR-0301,2025-01-03,1,Asia-Pacific,Commercial Farm,Open
ORD-0027106,TIL-04,DLR-0807,2025-04-18,1,North America,Commercial Farm,Shipped
ORD-0027107,SPR-05,DLR-0440,2026-01-10,3,Asia-Pacific,Commercial Farm,Shipped
ORD-0027108,TIL-02,DLR-0019,2024-07-05,1,Asia-Pacific,Government,Shipped
ORD-0027109,CMB-09,,2025-05-20,1,Europe,Commercial Farm,Shipped
ORD-0027110,TIL-06,DLR-0533,2024-12-09,4,Europe,Commercial Farm,Shipped
ORD-0027111,PLN-06,DLR-0034,2025-12-26,1,North America,Government,Open
ORD-0027112,TIL-10,DLR-0488,2025-12-28,1,North America,Commercial Farm,Committed
ORD-0027113,BAL-03,DLR-0450,2026-07-17,1,Europe,Dealer Stock,Shipped
ORD-0027114,PLN-07,DLR-0861,2025-02-14,1,North America,Commercial Farm,Shipped
ORD-0027115,CMB-04,DLR-0831,2024-11-27,4,Asia-Pacific,Dealer Stock,Shipped
ORD-0027116,SPR-07,DLR-0091,2025-11-15,4,Asia-Pacific,Commercial Farm,Shipped
ORD-0027117,PLN-07,DLR-0782,2024-05-19,1,North America,Commercial Farm,Shipped
ORD-0027118,TRC-02,DLR-0556,2024-05-20,4,Europe,Commercial Farm,Shipped
ORD-0027119,CMB-03,DLR-0802,2025-09-28,2,Asia-Pacific,Commercial Farm,Committed
ORD-0027120,PLN-09,DLR-0441,2025-08-14,2,Europe,Commercial Farm,Committed
ORD-0027121,TIL-05,DLR-0127,2024-06-11,4,North America,Export,Shipped
ORD-0027122,HRV-10,DLR-0159,2024-07-24,1,South America,Commercial Farm,Shipped
ORD-0027123,CMB-06,DLR-0233,2024-01-13,10,Asia-Pacific,Dealer Stock,Cancelled
ORD-0027124,TIL-01,DLR-0207,2024-12-17,2,North America,Commercial Farm,Shipped
ORD-0027125,PLN-08,DLR-0295,2024-03-09,3,Europe,Commercial Farm,Shipped
ORD-0027126,BAL-05,DLR-0515,2026-05-25,1,Africa/Middle East,Government,Cancelled
ORD-0027127,PLN-01,DLR-0778,2025-07-07,3,North America,Dealer Stock,Committed
ORD-0027128,HRV-04,DLR-0197,2024-08-26,4,Asia-Pacific,Dealer Stock,Committed
ORD-0027129,HRV-05,DLR-0886,2026-03-30,1,North America,,Open
ORD-0027130,SPR-03,DLR-0189,2024-02-16,1,North America,Commercial Farm,Open
ORD-0027131,CMB-03,DLR-0180,2026-08-20,5,South America,Commercial Farm,Open
ORD-0027132,PLN-07,,2024-10-14,2,Africa/Middle East,Commercial Farm,Open
ORD-0027133,SPR-05,DLR-0573,2026-08-24,8,North America,Dealer Stock,Committed
