forecast_id,product_id,period,region,forecast_qty,forecast_type,forecast_version,created_date,planner_id
FC-0018319,CMB-10,2026-07,North America,5,Uplift,v1,2026-06-07,PLN-007
FC-0018320,CMB-10,2026-08,North America,6,Baseline,v1,2026-06-20,PLN-034
FC-0018321,CMB-10,2026-08,North America,6,Uplift,v1,2026-07-21,PLN-014
FC-0018322,CMB-10,2026-09,North America,5,Baseline,v1,2026-08-05,PLN-003
FC-0018323,CMB-10,2026-10,North America,5,Baseline,v2,2026-08-20,PLN-016
FC-0018324,CMB-10,2026-11,North America,5,Baseline,v3,2026-10-06,PLN-007
FC-0018325,CMB-10,2026-12,North America,5,Baseline,v3,2026-10-16,PLN-049
FC-0018326,CMB-10,2024-01,South America,8,Baseline,v3,2023-11-10,PLN-045
FC-0018327,CMB-10,2024-02,South America,7,Baseline,v3,2023-12-27,PLN-051
FC-0018328,CMB-10,2024-03,South America,6,Baseline,v3,2024-01-02,PLN-018
FC-0018329,CMB-10,2024-04,South America,7,Baseline,v1,2024-02-22,PLN-021
FC-0018330,CMB-10,2024-05,South America,7,Baseline,v2,2024-04-01,PLN-051
FC-0018331,CMB-10,2024-06,South America,8,Baseline,v2,2024-05-07,PLN-011
FC-0018332,CMB-10,2024-06,South America,10,Uplift,v1,2024-05-20,PLN-015
FC-0018333,CMB-10,2024-07,South America,6,Baseline,v3,2024-05-09,PLN-032
FC-0018334,CMB-10,2024-08,South America,6,Baseline,,2024-07-08,PLN-003
FC-0018335,CMB-10,2024-08,South America,7,Uplift,v3,2024-07-04,PLN-051
FC-0018336,CMB-10,2024-09,South America,7,Baseline,v3,2024-07-18,PLN-033
FC-0018337,CMB-10,2024-09,South America,7,Uplift,v2,2024-08-09,PLN-033
FC-0018338,CMB-10,2024-10,South America,8,Baseline,v2,2024-09-01,PLN-048
FC-0018339,CMB-10,2024-10,South America,10,Uplift,v1,2024-09-10,PLN-043
FC-0018340,CMB-10,2024-11,South America,8,Baseline,v1,2024-09-22,PLN-057
FC-0018341,CMB-10,2024-11,South America,5,Downside,v2,2024-09-30,PLN-005
FC-0018342,CMB-10,2024-12,South America,8,Baseline,v3,2024-11-06,PLN-050
FC-0018343,CMB-10,2025-01,South America,7,Baseline,,2024-12-03,PLN-056
FC-0018344,CMB-10,2025-02,South America,7,Baseline,v2,2025-01-04,PLN-007
FC-0018345,CMB-10,2025-02,South America,6,Downside,v2,2025-01-15,
FC-0018346,CMB-10,2025-03,South America,6,Baseline,v2,2025-02-02,PLN-004
FC-0018347,CMB-10,2025-03,South America,7,Uplift,v3,2025-01-29,PLN-040
FC-0018348,CMB-10,2025-04,South America,7,Baseline,v3,2025-02-06,PLN-004
FC-0018349,CMB-10,2025-05,South America,6,Baseline,v3,2025-04-05,PLN-035
FC-0018350,CMB-10,2025-06,South America,7,Baseline,v2,2025-04-27,PLN-052
FC-0018351,CMB-10,2025-07,South America,6,Baseline,v3,2025-05-08,PLN-036
FC-0018352,CMB-10,2025-07,South America,4,Downside,v3,2025-05-30,PLN-012
FC-0018353,CMB-10,2025-08,South America,6,Baseline,v1,2025-06-11,PLN-043
FC-0018354,CMB-10,2025-09,South America,6,Baseline,v3,2025-08-05,PLN-036
FC-0018355,CMB-10,2025-09,South America,4,Downside,v2,2025-07-31,PLN-051
FC-0018356,CMB-10,2025-10,South America,7,Baseline,v2,2025-08-29,
FC-0018357,CMB-10,2025-10,South America,5,Downside,v2,2025-08-25,PLN-050
FC-0018358,CMB-10,2025-11,South America,8,Baseline,,2025-09-30,PLN-054
FC-0018359,CMB-10,2025-11,South America,8,Uplift,v2,2025-10-12,PLN-024
FC-0018360,CMB-10,2025-11,South America,5,Downside,v2,2025-10-03,PLN-053
FC-0018361,CMB-10,2025-12,South America,7,Baseline,v2,2025-10-04,PLN-016
FC-0018362,CMB-10,2025-12,South America,9,Uplift,v1,2025-11-06,PLN-054
FC-0018363,CMB-10,2026-01,South America,7,Baseline,v1,2025-12-10,PLN-051
FC-0018364,CMB-10,2026-01,South America,9,Uplift,v1,2025-11-23,PLN-021
FC-0018365,CMB-10,2026-02,South America,7,Baseline,v3,2025-12-18,PLN-041
FC-0018366,CMB-10,2026-03,South America,7,Baseline,v3,2026-01-11,PLN-051
FC-0018367,CMB-10,2026-04,South America,7,Baseline,v2,2026-02-20,PLN-020
FC-0018368,CMB-10,2026-04,South America,4,Downside,v3,2026-03-09,PLN-042
FC-0018369,CMB-10,2026-05,South America,7,Baseline,v1,2026-03-16,PLN-050
FC-0018370,CMB-10,2026-05,South America,8,Uplift,,2026-03-31,
FC-0018371,CMB-10,2026-06,South America,8,Baseline,v3,2026-05-11,PLN-032
FC-0018372,CMB-10,2026-06,South America,10,Uplift,v1,2026-04-30,PLN-004
FC-0018373,CMB-10,2026-07,South America,7,Baseline,v2,2026-05-22,PLN-056
FC-0018374,CMB-10,2026-07,South America,9,Uplift,v1,2026-05-25,PLN-050
FC-0018375,CMB-10,2026-08,South America,6,Baseline,v1,2026-07-10,PLN-050
FC-0018376,CMB-10,2026-09,South America,6,Baseline,v1,2026-08-12,PLN-007
FC-0018377,CMB-10,2026-09,South America,7,Uplift,,2026-07-28,PLN-027
FC-0018378,CMB-10,2026-10,South America,7,Baseline,v1,2026-08-31,PLN-034
FC-0018379,CMB-10,2026-11,South America,8,Baseline,v3,2026-09-26,PLN-049
FC-0018380,CMB-10,2026-12,South America,7,Baseline,v3,2026-10-07,PLN-005
FC-0018381,CMB-10,2024-01,Europe,5,Baseline,v2,2023-12-03,PLN-051
FC-0018382,CMB-10,2024-02,Europe,5,Baseline,v3,2023-12-29,PLN-032
FC-0018383,CMB-10,2024-03,Europe,4,Baseline,v2,2024-01-11,PLN-040
FC-0018384,CMB-10,2024-03,Europe,4,Uplift,,2024-02-01,PLN-012
FC-0018385,CMB-10,2024-04,Europe,4,Baseline,v3,2024-02-11,PLN-055
FC-0018386,CMB-10,2024-04,Europe,5,Uplift,v3,2024-03-15,PLN-003
FC-0018387,CMB-10,2024-04,Europe,2,Downside,v1,2024-02-26,PLN-004
FC-0018388,CMB-10,2024-05,Europe,5,Baseline,v3,2024-03-14,PLN-010
FC-0018389,CMB-10,2024-05,Europe,5,Uplift,v3,2024-04-01,PLN-053
FC-0018390,CMB-10,2024-06,Europe,5,Baseline,v1,2024-04-23,PLN-059
FC-0018391,CMB-10,2024-07,Europe,4,Baseline,v3,2024-06-11,PLN-035
FC-0018392,CMB-10,2024-08,Europe,5,Baseline,v2,2024-06-23,PLN-008
FC-0018393,CMB-10,2024-08,Europe,6,Uplift,v1,2024-07-15,PLN-013
FC-0018394,CMB-10,2024-08,Europe,3,Downside,v1,2024-07-14,PLN-028
FC-0018395,CMB-10,2024-09,Europe,5,Baseline,,2024-07-26,PLN-009
FC-0018396,CMB-10,2024-10,Europe,5,Baseline,v3,2024-08-28,PLN-011
FC-0018397,CMB-10,2024-10,Europe,5,Uplift,v2,2024-08-29,PLN-018
FC-0018398,CMB-10,2024-11,Europe,4,Baseline,v3,2024-09-29,PLN-038
FC-0018399,CMB-10,2024-12,Europe,4,Baseline,v3,2024-11-11,PLN-055
FC-0018400,CMB-10,2025-01,Europe,5,Baseline,v1,2024-11-13,PLN-019
FC-0018401,CMB-10,2025-01,Europe,3,Downside,v3,2024-12-17,PLN-050
FC-0018402,CMB-10,2025-02,Europe,5,Baseline,v3,2024-12-06,PLN-033
FC-0018403,CMB-10,2025-02,Europe,4,Downside,v2,2024-12-31,PLN-006
FC-0018404,CMB-10,2025-03,Europe,5,Baseline,v1,2025-01-30,PLN-025
FC-0018405,CMB-10,2025-03,Europe,5,Uplift,v2,2025-01-23,PLN-049
FC-0018406,CMB-10,2025-04,Europe,4,Baseline,v2,2025-02-21,PLN-007
FC-0018407,CMB-10,2025-05,Europe,5,Baseline,v2,2025-03-17,PLN-057
FC-0018408,CMB-10,2025-05,Europe,6,Uplift,v3,2025-03-30,PLN-012
FC-0018409,CMB-10,2025-06,Europe,4,Baseline,v3,2025-04-25,PLN-007
FC-0018410,CMB-10,2025-06,Europe,2,Downside,v2,2025-05-22,PLN-009
FC-0018411,CMB-10,2025-07,Europe,4,Baseline,v2,2025-05-07,PLN-038
FC-0018412,CMB-10,2025-07,Europe,3,Downside,v1,2025-05-24,
FC-0018413,CMB-10,2025-08,Europe,4,Baseline,,2025-06-21,PLN-052
FC-0018414,CMB-10,2025-08,Europe,4,Uplift,v2,2025-07-02,PLN-001
FC-0018415,CMB-10,2025-09,Europe,5,Baseline,v2,2025-08-11,PLN-019
FC-0018416,CMB-10,2025-10,Europe,5,Baseline,v2,2025-08-19,PLN-058
FC-0018417,CMB-10,2025-11,Europe,4,Baseline,v1,2025-09-06,PLN-055
FC-0018418,CMB-10,2025-12,Europe,4,Baseline,v1,2025-10-23,PLN-027
FC-0018419,CMB-10,2026-01,Europe,5,Baseline,v3,2025-11-28,PLN-055
FC-0018420,CMB-10,2026-01,Europe,5,Uplift,v3,2025-12-22,PLN-049
FC-0018421,CMB-10,2026-02,Europe,4,Baseline,v1,2025-12-21,PLN-045
FC-0018422,CMB-10,2026-03,Europe,5,Baseline,v3,2026-01-11,PLN-034
FC-0018423,CMB-10,2026-03,Europe,6,Uplift,v3,2026-02-10,PLN-054
FC-0018424,CMB-10,2026-04,Europe,5,Baseline,v1,2026-02-17,PLN-041
FC-0018425,CMB-10,2026-05,Europe,5,Baseline,v3,2026-03-10,PLN-033
FC-0018426,CMB-10,2026-06,Europe,4,Baseline,v1,2026-05-02,PLN-044
FC-0018427,CMB-10,2026-06,Europe,4,Uplift,v3,2026-05-07,PLN-030
FC-0018428,CMB-10,2026-07,Europe,5,Baseline,v3,2026-05-13,PLN-038
FC-0018429,CMB-10,2026-07,Europe,6,Uplift,v2,2026-06-03,PLN-020
FC-0018430,CMB-10,2026-08,Europe,5,Baseline,,2026-06-21,PLN-014
FC-0018431,CMB-10,2026-08,Europe,6,Uplift,v2,2026-07-04,PLN-038
FC-0018432,CMB-10,2026-08,Europe,4,Downside,,2026-07-18,PLN-026
FC-0018433,CMB-10,2026-09,Europe,4,Baseline,v1,2026-07-23,PLN-051
FC-0018434,CMB-10,2026-09,Europe,5,Uplift,v2,2026-07-24,PLN-007
FC-0018435,CMB-10,2026-10,Europe,4,Baseline,v2,2026-08-04,PLN-045
FC-0018436,CMB-10,2026-10,Europe,4,Uplift,v3,2026-09-06,PLN-043
FC-0018437,CMB-10,2026-11,Europe,4,Baseline,v1,2026-09-06,PLN-012
FC-0018438,CMB-10,2026-11,Europe,3,Downside,v1,2026-09-23,PLN-035
FC-0018439,CMB-10,2026-12,Europe,5,Baseline,v2,2026-10-08,PLN-005
FC-0018440,CMB-10,2026-12,Europe,6,Uplift,v1,2026-10-28,PLN-031
FC-0018441,CMB-10,2024-01,Asia-Pacific,5,Baseline,v3,2023-12-12,PLN-011
FC-0018442,CMB-10,2024-01,Asia-Pacific,5,Uplift,v3,2023-11-27,PLN-042
FC-0018443,CMB-10,2024-02,Asia-Pacific,5,Baseline,v1,2023-12-07,PLN-032
FC-0018444,CMB-10,2024-02,Asia-Pacific,6,Uplift,v2,2023-12-24,PLN-022
FC-0018445,CMB-10,2024-03,Asia-Pacific,5,Baseline,v3,2024-01-12,PLN-012
FC-0018446,CMB-10,2024-04,Asia-Pacific,4,Baseline,v2,2024-03-05,PLN-057
FC-0018447,CMB-10,2024-04,Asia-Pacific,4,Uplift,v3,2024-03-15,PLN-034
FC-0018448,CMB-10,2024-05,Asia-Pacific,5,Baseline,v2,2024-03-29,PLN-012
FC-0018449,CMB-10,2024-05,Asia-Pacific,4,Downside,v1,2024-04-21,PLN-038
FC-0018450,CMB-10,2024-06,Asia-Pacific,4,Baseline,v1,2024-04-24,PLN-046
FC-0018451,CMB-10,2024-07,Asia-Pacific,4,Baseline,v1,2024-06-05,PLN-004
FC-0018452,CMB-10,2024-08,Asia-Pacific,5,Baseline,v1,2024-06-20,PLN-045
FC-0018453,CMB-10,2024-08,Asia-Pacific,5,Uplift,v1,2024-07-10,
FC-0018454,CMB-10,2024-09,Asia-Pacific,4,Baseline,v2,2024-07-16,PLN-028
FC-0018455,CMB-10,2024-09,Asia-Pacific,5,Uplift,v2,2024-08-15,PLN-033
FC-0018456,CMB-10,2024-10,Asia-Pacific,4,Baseline,v3,2024-09-02,PLN-054
FC-0018457,CMB-10,2024-11,Asia-Pacific,4,Baseline,v1,2024-09-12,PLN-036
FC-0018458,CMB-10,2024-11,Asia-Pacific,4,Uplift,v2,2024-10-21,PLN-039
FC-0018459,CMB-10,2024-12,Asia-Pacific,5,Baseline,,2024-11-03,PLN-008
FC-0018460,CMB-10,2024-12,Asia-Pacific,5,Uplift,v2,2024-11-04,PLN-039
FC-0018461,CMB-10,2024-12,Asia-Pacific,3,Downside,v3,2024-10-31,PLN-059
FC-0018462,CMB-10,2025-01,Asia-Pacific,5,Baseline,v2,2024-11-06,PLN-025
FC-0018463,CMB-10,2025-01,Asia-Pacific,6,Uplift,v2,2024-12-14,PLN-048
FC-0018464,CMB-10,2025-02,Asia-Pacific,5,Baseline,v2,2024-12-23,PLN-017
FC-0018465,CMB-10,2025-02,Asia-Pacific,6,Uplift,v3,2024-12-25,PLN-051
FC-0018466,CMB-10,2025-03,Asia-Pacific,4,Baseline,v2,2025-02-04,PLN-052
FC-0018467,CMB-10,2025-04,Asia-Pacific,5,Baseline,v3,2025-02-24,PLN-018
FC-0018468,CMB-10,2025-04,Asia-Pacific,5,Uplift,v2,2025-03-08,PLN-033
FC-0018469,CMB-10,2025-05,Asia-Pacific,5,Baseline,v3,2025-03-23,PLN-016
FC-0018470,CMB-10,2025-06,Asia-Pacific,5,Baseline,v1,2025-04-09,PLN-015
FC-0018471,CMB-10,2025-06,Asia-Pacific,6,Uplift,v2,2025-04-23,PLN-018
FC-0018472,CMB-10,2025-07,Asia-Pacific,6,Baseline,v1,2025-05-28,PLN-005
FC-0018473,CMB-10,2025-07,Asia-Pacific,5,Downside,v2,2025-06-05,PLN-008
FC-0018474,CMB-10,2025-08,Asia-Pacific,5,Baseline,v3,2025-07-08,PLN-025
FC-0018475,CMB-10,2025-08,Asia-Pacific,6,Uplift,v3,2025-06-25,PLN-040
FC-0018476,CMB-10,2025-09,Asia-Pacific,4,Baseline,v3,2025-07-24,PLN-024
FC-0018477,CMB-10,2025-10,Asia-Pacific,5,Baseline,,2025-08-18,PLN-016
FC-0018478,CMB-10,2025-10,Asia-Pacific,3,Downside,v3,2025-09-03,PLN-041
FC-0018479,CMB-10,2025-11,Asia-Pacific,5,Baseline,v2,2025-09-05,PLN-010
FC-0018480,CMB-10,2025-12,Asia-Pacific,5,Baseline,v1,2025-10-04,PLN-016
FC-0018481,CMB-10,2025-12,Asia-Pacific,6,Uplift,v1,2025-10-25,PLN-043
FC-0018482,CMB-10,2026-01,Asia-Pacific,5,Baseline,v3,2025-12-11,PLN-036
FC-0018483,CMB-10,2026-01,Asia-Pacific,6,Uplift,v1,2025-11-29,PLN-052
FC-0018484,CMB-10,2026-02,Asia-Pacific,5,Baseline,v2,2025-12-06,PLN-004
FC-0018485,CMB-10,2026-03,Asia-Pacific,4,Baseline,v2,2026-01-22,PLN-059
FC-0018486,CMB-10,2026-03,Asia-Pacific,3,Downside,v2,2026-02-11,PLN-051
FC-0018487,CMB-10,2026-04,Asia-Pacific,5,Baseline,,2026-03-12,PLN-032
FC-0018488,CMB-10,2026-05,Asia-Pacific,5,Baseline,v1,2026-04-05,PLN-046
FC-0018489,CMB-10,2026-06,Asia-Pacific,5,Baseline,v1,2026-04-09,PLN-022
FC-0018490,CMB-10,2026-06,Asia-Pacific,3,Downside,v3,2026-05-22,PLN-016
FC-0018491,CMB-10,2026-07,Asia-Pacific,4,Baseline,v2,2026-06-04,PLN-028
FC-0018492,CMB-10,2026-07,Asia-Pacific,4,Uplift,v3,2026-05-31,PLN-048
FC-0018493,CMB-10,2026-08,Asia-Pacific,5,Baseline,v2,2026-06-25,PLN-046
FC-0018494,CMB-10,2026-08,Asia-Pacific,6,Uplift,v2,2026-07-18,PLN-058
FC-0018495,CMB-10,2026-09,Asia-Pacific,6,Baseline,v1,2026-08-05,PLN-037
FC-0018496,CMB-10,2026-09,Asia-Pacific,6,Uplift,v2,2026-08-11,PLN-054
FC-0018497,CMB-10,2026-10,Asia-Pacific,5,Baseline,v1,2026-08-23,PLN-059
FC-0018498,CMB-10,2026-11,Asia-Pacific,4,Baseline,v2,2026-10-02,PLN-028
FC-0018499,CMB-10,2026-11,Asia-Pacific,2,Downside,v1,2026-10-15,PLN-048
FC-0018500,CMB-10,2026-12,Asia-Pacific,4,Baseline,v3,2026-11-08,PLN-006
FC-0018501,CMB-10,2024-01,Africa/Middle East,7,Baseline,v3,2023-11-04,PLN-018
FC-0018502,CMB-10,2024-02,Africa/Middle East,9,Baseline,v2,2024-01-06,PLN-028
FC-0018503,CMB-10,2024-02,Africa/Middle East,11,Uplift,v1,2024-01-04,PLN-024
FC-0018504,CMB-10,2024-03,Africa/Middle East,7,Baseline,v3,2024-01-29,PLN-031
FC-0018505,CMB-10,2024-04,Africa/Middle East,7,Baseline,v3,2024-02-04,PLN-048
FC-0018506,CMB-10,2024-05,Africa/Middle East,7,Baseline,v3,2024-04-03,PLN-031
FC-0018507,CMB-10,2024-05,Africa/Middle East,4,Downside,v3,2024-04-02,PLN-027
FC-0018508,CMB-10,2024-06,Africa/Middle East,8,Baseline,v2,2024-04-13,PLN-002
FC-0018509,CMB-10,2024-06,Africa/Middle East,5,Downside,v1,2024-04-27,PLN-016
FC-0018510,CMB-10,2024-07,Africa/Middle East,8,Baseline,,2024-05-22,PLN-010
FC-0018511,CMB-10,2024-08,Africa/Middle East,7,Baseline,v3,2024-07-05,PLN-003
FC-0018512,CMB-10,2024-08,Africa/Middle East,8,Uplift,v2,2024-07-06,PLN-049
FC-0018513,CMB-10,2024-08,Africa/Middle East,4,Downside,v2,2024-06-27,PLN-022
FC-0018514,CMB-10,2024-09,Africa/Middle East,7,Baseline,v3,2024-07-06,PLN-026
FC-0018515,CMB-10,2024-09,Africa/Middle East,8,Uplift,v2,2024-08-20,PLN-029
FC-0018516,CMB-10,2024-09,Africa/Middle East,5,Downside,v2,2024-08-06,PLN-001
FC-0018517,CMB-10,2024-10,Africa/Middle East,7,Baseline,v3,2024-09-05,PLN-049
FC-0018518,CMB-10,2024-10,Africa/Middle East,9,Uplift,v2,2024-08-28,PLN-038
FC-0018519,CMB-10,2024-11,Africa/Middle East,9,Baseline,v3,2024-09-24,PLN-006
FC-0018520,CMB-10,2024-12,Africa/Middle East,7,Baseline,v3,2024-10-13,PLN-029
FC-0018521,CMB-10,2024-12,Africa/Middle East,4,Downside,v3,2024-11-10,PLN-008
FC-0018522,CMB-10,2025-01,Africa/Middle East,7,Baseline,v1,2024-12-12,PLN-048
FC-0018523,CMB-10,2025-01,Africa/Middle East,9,Uplift,v3,2024-12-12,PLN-055
FC-0018524,CMB-10,2025-01,Africa/Middle East,5,Downside,v1,2024-11-27,PLN-005
FC-0018525,CMB-10,2025-02,Africa/Middle East,8,Baseline,v3,2025-01-01,PLN-025
FC-0018526,CMB-10,2025-02,Africa/Middle East,10,Uplift,v3,2025-01-22,PLN-029
FC-0018527,CMB-10,2025-03,Africa/Middle East,9,Baseline,v3,2025-01-26,PLN-013
FC-0018528,CMB-10,2025-04,Africa/Middle East,7,Baseline,v1,2025-03-02,PLN-002
FC-0018529,CMB-10,2025-04,Africa/Middle East,4,Downside,v1,2025-03-14,PLN-046
FC-0018530,CMB-10,2025-05,Africa/Middle East,8,Baseline,v1,2025-04-09,PLN-011
FC-0018531,CMB-10,2025-06,Africa/Middle East,7,Baseline,v2,2025-04-28,PLN-018
FC-0018532,CMB-10,2025-06,Africa/Middle East,8,Uplift,v1,2025-05-17,PLN-032
FC-0018533,CMB-10,2025-07,Africa/Middle East,7,Baseline,v1,2025-05-15,PLN-038
FC-0018534,CMB-10,2025-07,Africa/Middle East,8,Uplift,v1,2025-05-28,PLN-009
FC-0018535,CMB-10,2025-08,Africa/Middle East,7,Baseline,v1,2025-06-21,PLN-056
FC-0018536,CMB-10,2025-09,Africa/Middle East,8,Baseline,v3,2025-07-06,PLN-051
FC-0018537,CMB-10,2025-09,Africa/Middle East,5,Downside,v2,2025-08-14,PLN-022
FC-0018538,CMB-10,2025-10,Africa/Middle East,8,Baseline,v1,2025-08-05,PLN-054
FC-0018539,CMB-10,2025-11,Africa/Middle East,8,Baseline,v2,2025-10-06,PLN-049
FC-0018540,CMB-10,2025-12,Africa/Middle East,8,Baseline,v1,2025-10-13,PLN-028
FC-0018541,CMB-10,2025-12,Africa/Middle East,6,Downside,v2,2025-11-09,PLN-039
FC-0018542,CMB-10,2026-01,Africa/Middle East,9,Baseline,v2,2025-12-11,PLN-019
FC-0018543,CMB-10,2026-01,Africa/Middle East,10,Uplift,v3,2025-11-29,PLN-048
FC-0018544,CMB-10,2026-01,Africa/Middle East,7,Downside,v3,2025-12-10,PLN-030
FC-0018545,CMB-10,2026-02,Africa/Middle East,9,Baseline,v1,2025-12-28,PLN-039
FC-0018546,CMB-10,2026-03,Africa/Middle East,9,Baseline,v1,2026-01-04,PLN-025
FC-0018547,CMB-10,2026-04,Africa/Middle East,9,Baseline,v2,2026-02-19,PLN-015
FC-0018548,CMB-10,2026-04,Africa/Middle East,10,Uplift,v2,2026-03-02,PLN-011
FC-0018549,CMB-10,2026-05,Africa/Middle East,9,Baseline,,2026-04-02,PLN-007
FC-0018550,CMB-10,2026-06,Africa/Middle East,9,Baseline,v3,2026-04-14,PLN-022
FC-0018551,CMB-10,2026-07,Africa/Middle East,8,Baseline,v1,2026-06-07,PLN-039
FC-0018552,CMB-10,2026-08,Africa/Middle East,7,Baseline,v3,2026-06-29,PLN-057
FC-0018553,CMB-10,2026-08,Africa/Middle East,5,Downside,v1,2026-07-21,PLN-037
FC-0018554,CMB-10,2026-09,Africa/Middle East,7,Baseline,v2,2026-07-10,PLN-001
FC-0018555,CMB-10,2026-10,Africa/Middle East,7,Baseline,v3,2026-08-05,PLN-002
FC-0018556,CMB-10,2026-10,Africa/Middle East,6,Downside,v1,2026-08-29,PLN-042
FC-0018557,CMB-10,2026-11,Africa/Middle East,8,Baseline,v1,2026-10-10,PLN-002
FC-0018558,CMB-10,2026-12,Africa/Middle East,7,Baseline,v3,2026-11-09,PLN-043
FC-0018559,CMB-10,2026-12,Africa/Middle East,7,Uplift,v3,2026-11-05,PLN-037
FC-0018560,CMB-10,2026-12,Africa/Middle East,6,Downside,v1,2026-11-17,PLN-040
FC-0018561,TIL-01,2024-01,North America,135,Baseline,v3,2023-11-27,PLN-046
FC-0018562,TIL-01,2024-01,North America,183,Uplift,v3,2023-12-21,PLN-037
FC-0018563,TIL-01,2024-02,North America,134,Baseline,v2,2023-12-16,PLN-003
FC-0018564,TIL-01,2024-03,North America,113,Baseline,v3,2024-02-10,PLN-038
FC-0018565,TIL-01,2024-03,North America,84,Downside,,2024-02-08,PLN-004
FC-0018566,TIL-01,2024-04,North America,122,Baseline,v3,2024-02-13,PLN-014
FC-0018567,TIL-01,2024-04,North America,78,Downside,v3,2024-03-10,PLN-022
FC-0018568,TIL-01,2024-05,North America,112,Baseline,v2,2024-04-09,PLN-020
FC-0018569,TIL-01,2024-05,North America,81,Downside,v1,2024-03-30,PLN-014
FC-0018570,TIL-01,2024-06,North America,110,Baseline,v3,2024-05-05,PLN-021
FC-0018571,TIL-01,2024-07,North America,138,Baseline,v3,2024-05-27,PLN-036
FC-0018572,TIL-01,2024-07,North America,117,Downside,v3,2024-06-20,PLN-003
FC-0018573,TIL-01,2024-08,North America,124,Baseline,v3,2024-06-12,PLN-036
FC-0018574,TIL-01,2024-08,North America,160,Uplift,v1,2024-07-05,PLN-037
FC-0018575,TIL-01,2024-09,North America,121,Baseline,v1,2024-07-11,PLN-032
FC-0018576,TIL-01,2024-10,North America,139,Baseline,v3,2024-09-04,PLN-042
FC-0018577,TIL-01,2024-11,North America,131,Baseline,,2024-09-29,PLN-017
FC-0018578,TIL-01,2024-11,North America,160,Uplift,v3,2024-10-09,PLN-010
FC-0018579,TIL-01,2024-11,North America,87,Downside,v2,2024-10-11,PLN-044
FC-0018580,TIL-01,2024-12,North America,112,Baseline,v1,2024-10-12,PLN-024
FC-0018581,TIL-01,2025-01,North America,119,Baseline,v2,2024-11-08,PLN-008
FC-0018582,TIL-01,2025-01,North America,163,Uplift,v2,2024-12-02,PLN-055
FC-0018583,TIL-01,2025-01,North America,97,Downside,v2,2024-11-27,
FC-0018584,TIL-01,2025-02,North America,143,Baseline,v3,2024-12-19,
FC-0018585,TIL-01,2025-02,North America,115,Downside,v1,2024-12-27,PLN-043
FC-0018586,TIL-01,2025-03,North America,119,Baseline,v2,2025-02-03,PLN-020
FC-0018587,TIL-01,2025-04,North America,114,Baseline,v3,2025-03-01,PLN-053
FC-0018588,TIL-01,2025-05,North America,125,Baseline,v3,2025-03-07,PLN-007
FC-0018589,TIL-01,2025-06,North America,144,Baseline,v1,2025-05-12,PLN-042
FC-0018590,TIL-01,2025-07,North America,114,Baseline,v1,2025-06-11,PLN-041
FC-0018591,TIL-01,2025-07,North America,73,Downside,v1,2025-06-17,PLN-051
FC-0018592,TIL-01,2025-08,North America,120,Baseline,v1,2025-07-03,PLN-019
FC-0018593,TIL-01,2025-09,North America,119,Baseline,,2025-07-05,PLN-046
FC-0018594,TIL-01,2025-10,North America,124,Baseline,v1,2025-08-27,PLN-050
FC-0018595,TIL-01,2025-10,North America,171,Uplift,v1,2025-08-30,
FC-0018596,TIL-01,2025-11,North America,142,Baseline,v2,2025-09-27,
FC-0018597,TIL-01,2025-12,North America,129,Baseline,v3,2025-10-07,PLN-030
FC-0018598,TIL-01,2025-12,North America,91,Downside,v2,2025-10-23,PLN-040
FC-0018599,TIL-01,2026-01,North America,108,Baseline,v3,2025-11-09,PLN-054
FC-0018600,TIL-01,2026-02,North America,108,Baseline,v3,2026-01-12,PLN-020
FC-0018601,TIL-01,2026-02,North America,134,Uplift,v1,2026-01-18,PLN-048
FC-0018602,TIL-01,2026-03,North America,123,Baseline,v1,2026-01-17,PLN-035
FC-0018603,TIL-01,2026-04,North America,108,Baseline,v3,2026-03-05,PLN-008
FC-0018604,TIL-01,2026-05,North America,111,Baseline,v3,2026-03-24,PLN-008
FC-0018605,TIL-01,2026-05,North America,83,Downside,,2026-04-06,PLN-040
FC-0018606,TIL-01,2026-06,North America,130,Baseline,v2,2026-04-12,PLN-007
FC-0018607,TIL-01,2026-06,North America,111,Downside,v2,2026-05-22,PLN-046
FC-0018608,TIL-01,2026-07,North America,109,Baseline,v3,2026-05-16,PLN-046
FC-0018609,TIL-01,2026-08,North America,124,Baseline,v1,2026-07-04,PLN-029
FC-0018610,TIL-01,2026-09,North America,132,Baseline,v2,2026-07-11,PLN-053
FC-0018611,TIL-01,2026-09,North America,158,Uplift,v1,2026-07-25,PLN-053
FC-0018612,TIL-01,2026-10,North America,139,Baseline,v2,2026-08-03,PLN-033
FC-0018613,TIL-01,2026-11,North America,121,Baseline,v1,2026-09-07,PLN-013
FC-0018614,TIL-01,2026-11,North America,94,Downside,v1,2026-10-15,PLN-002
FC-0018615,TIL-01,2026-12,North America,121,Baseline,v3,2026-10-26,PLN-004
FC-0018616,TIL-01,2026-12,North America,167,Uplift,v3,2026-10-23,
FC-0018617,TIL-01,2026-12,North America,74,Downside,v2,2026-11-07,PLN-015
FC-0018618,TIL-01,2024-01,South America,70,Baseline,v2,2023-11-05,PLN-033
FC-0018619,TIL-01,2024-01,South America,78,Uplift,v1,2023-12-01,PLN-002
FC-0018620,TIL-01,2024-02,South America,64,Baseline,v1,2023-12-27,PLN-056
