po_id,supplier_id,part_id,plant_id,po_date,promised_date,po_qty,unit_price,po_status,po_notes
PO-0023205,SUP-06893,EN-648,P1,2024-05-20,2024-07-04,500,108.6,Closed,
PO-0023206,SUP-01200,CH-983,P3,2025-01-25,2025-02-15,200,,Closed,
PO-0023207,SUP-14796,EC-908,P5,2025-08-21,2025-10-20,200,29.0,Late,
PO-0023208,SUP-03647,TR-1191,P1,2024-08-26,2024-10-25,50,26.26,Closed,
PO-0023209,SUP-09092,EN-1208,P10,2025-02-12,2025-03-14,300,10.34,Cancelled,
PO-0023210,SUP-11768,TR-796,P12,2024-02-05,2024-02-26,1200,4.41,Closed,
PO-0023211,SUP-14053,EC-230,P11,2026-06-19,2026-07-19,50,38.39,Closed,
PO-0023212,SUP-10279,HY-617,P7,2024-06-02,2024-07-02,300,39.7,Open,
PO-0023213,SUP-07291,SC-109,P11,2026-06-02,2026-08-01,100,12.02,Open,
PO-0023214,SUP-00363,ST-653,P3,2026-03-26,2026-05-25,50,170.46,Late,
PO-0023215,SUP-10658,CB-662,P4,2026-07-09,2026-09-07,1200,74.09,Closed,
PO-0023216,SUP-08664,CH-455,P12,2026-07-18,2026-08-08,1200,36.45,Closed,
PO-0023217,SUP-06720,CH-178,P9,2024-04-15,2024-05-15,100,3.2,Closed,
PO-0023218,SUP-13342,SC-1007,P9,2024-05-24,2024-06-23,800,84.28,Cancelled,
PO-0023219,SUP-08243,CB-366,P8,2024-07-19,2024-09-02,50,96.76,Closed,
PO-0023220,SUP-01641,EN-962,P11,2025-06-16,2025-08-15,100,66.51,Closed,
PO-0023221,SUP-11063,EL-841,P7,2026-06-14,2026-07-29,50,6.25,Closed,
PO-0023222,SUP-12641,EC-191,P10,2024-08-02,2024-08-16,50,11.36,Closed,
PO-0023223,SUP-01354,CB-598,P1,2024-10-15,2024-10-29,500,220.76,Closed,
PO-0023224,SUP-04141,EL-877,P5,2024-10-08,2024-11-22,200,95.24,Closed,
PO-0023225,SUP-07768,FT-180,P11,2026-07-01,2026-07-31,300,13.76,Open,
PO-0023226,SUP-03008,CH-217,P10,2025-12-28,2026-01-18,1200,7.94,Closed,
PO-0023227,SUP-14855,CH-365,P2,2024-04-09,2024-04-23,50,25.97,Late,
PO-0023228,SUP-05738,SC-366,P12,2025-07-10,2025-08-09,50,62.53,Closed,
PO-0023229,SUP-04848,EC-793,P2,2025-08-21,2025-09-04,1200,33.36,Closed,
PO-0023230,SUP-03230,HY-271,P10,2024-02-05,2024-02-19,800,,Closed,
PO-0023231,SUP-10545,EC-1200,P12,2024-08-27,,500,27.71,Open,
PO-0023232,SUP-11330,HY-531,P8,2025-11-14,2026-01-13,100,3.53,Open,
PO-0023233,SUP-09664,ST-396,P5,2025-12-22,,500,21.39,Closed,
PO-0023234,SUP-07172,HY-1313,P12,2024-11-25,2024-12-16,500,67.92,Partial,
PO-0023235,SUP-09648,SC-208,P7,2024-02-04,2024-03-20,1200,9.88,Open,
PO-0023236,SUP-00606,CH-1104,P12,2026-08-16,2026-09-15,1200,5.49,Late,
PO-0023237,SUP-02354,CH-877,P7,2025-12-31,2026-03-01,500,121.36,Late,
PO-0023238,SUP-11493,FL-1301,P4,2025-01-22,2025-02-21,200,9.56,Late,
PO-0023239,SUP-05765,EN-259,P1,2025-07-16,2025-09-14,1200,98.0,Closed,
PO-0023240,SUP-12971,CH-300,P7,2025-06-09,2025-07-24,500,6.06,Closed,
PO-0023241,SUP-00180,EL-865,P2,2026-03-24,,100,7.05,Closed,
PO-0023242,SUP-00681,CH-392,P8,2025-11-17,2025-12-01,100,4.95,Closed,
PO-0023243,SUP-03985,CB-1037,P11,2025-03-04,2025-03-18,1200,6.46,Late,
PO-0023244,SUP-05149,HY-924,P3,2026-07-23,2026-09-21,300,52.0,Closed,
PO-0023245,SUP-00005,EL-1059,P10,2025-04-16,,800,74.0,Open,
PO-0023246,SUP-01414,TR-1021,P9,2025-11-23,2025-12-14,100,2.77,Closed,
PO-0023247,SUP-07083,EN-299,P3,2026-01-17,2026-03-03,800,19.53,Closed,
PO-0023248,SUP-05866,FT-315,P11,2024-02-01,2024-04-01,300,82.93,Closed,
PO-0023249,SUP-04347,TR-202,P4,2024-04-16,2024-06-15,1200,23.22,Late,
PO-0023250,SUP-07385,HY-1055,P11,2025-12-04,2025-12-25,100,96.91,Open,
PO-0023251,SUP-01858,SC-725,P3,2025-10-10,2025-11-24,1200,24.84,Closed,
PO-0023252,SUP-11836,ST-1340,P12,2025-06-06,2025-07-21,100,7.84,Open,
PO-0023253,SUP-10401,EL-305,P11,2026-08-02,2026-09-16,500,169.73,Partial,
PO-0023254,SUP-03341,TR-765,P11,2025-03-31,2025-05-30,100,97.4,Open,
PO-0023255,SUP-01797,ST-592,P11,2026-01-28,2026-02-27,300,34.59,Closed,
PO-0023256,SUP-00629,FT-639,P2,2024-11-23,2024-12-07,500,49.16,Open,
PO-0023257,SUP-00080,SC-1263,P4,2024-11-27,2024-12-27,100,7.56,Closed,
PO-0023258,SUP-01607,CH-567,P4,2025-05-13,2025-06-27,100,19.52,Late,
PO-0023259,SUP-06469,FL-132,P9,2024-12-23,2025-01-13,1200,13.93,Late,
PO-0023260,SUP-08827,TR-1335,P10,2024-12-19,2025-02-02,200,37.43,Closed,
PO-0023261,SUP-03037,EL-646,P10,2024-09-06,2024-11-05,800,100.9,Late,
PO-0023262,SUP-04194,EL-367,P7,2026-07-24,2026-08-07,50,23.73,Closed,
PO-0023263,SUP-02923,CB-588,P12,2024-07-16,2024-09-14,500,,Partial,
PO-0023264,SUP-05586,CB-258,P5,2024-12-15,2025-01-29,200,12.54,Closed,
PO-0023265,SUP-08559,CH-292,P3,2025-02-24,2025-03-26,200,35.39,Open,
PO-0023266,SUP-04575,SC-1198,P1,2026-02-22,2026-03-24,800,4.79,Late,
PO-0023267,SUP-05765,CB-131,P1,2025-11-30,2025-12-21,300,58.75,Late,
PO-0023268,SUP-07854,HY-551,P12,2026-06-10,2026-07-01,200,38.29,Open,
PO-0023269,SUP-08533,EN-1025,P3,2025-11-29,2025-12-20,200,17.93,Partial,
PO-0023270,SUP-14592,CB-1061,P1,2025-08-01,2025-08-22,100,32.88,Closed,
PO-0023271,SUP-07719,CB-845,P11,2026-02-13,2026-03-15,200,20.42,Closed,
PO-0023272,SUP-01573,BR-1292,P3,2025-10-08,2025-11-07,200,55.05,Open,
PO-0023273,SUP-00274,HY-1027,P2,2024-10-16,2024-11-06,800,145.99,Open,
PO-0023274,SUP-06791,EL-432,P2,2025-05-27,2025-06-26,200,94.0,Closed,
PO-0023275,SUP-12019,CB-252,P1,2026-08-09,2026-10-08,500,,Closed,
PO-0023276,SUP-05155,EN-742,P4,2024-11-12,2024-12-12,500,55.46,Closed,
PO-0023277,SUP-03944,CB-1038,P1,2025-08-14,2025-09-04,200,4.88,Late,
PO-0023278,SUP-09949,EL-174,P5,2024-09-14,,500,23.28,Closed,
PO-0023279,SUP-03380,BR-324,P11,2024-02-18,2024-03-03,500,23.82,Closed,
PO-0023280,SUP-03419,FL-234,P12,2025-06-22,2025-08-21,50,231.59,Closed,
PO-0023281,SUP-13606,EC-885,P10,2025-07-24,2025-09-07,800,61.6,Open,
PO-0023282,SUP-08665,CH-1150,P5,2024-04-30,2024-06-14,50,10.6,Closed,
PO-0023283,SUP-09136,BR-858,P10,2025-01-23,2025-03-09,300,34.21,Open,
PO-0023284,SUP-12603,FT-552,P2,2026-07-27,2026-09-25,200,19.81,Closed,
PO-0023285,SUP-11414,EN-495,P4,2025-02-08,2025-03-01,100,43.82,Closed,
PO-0023286,SUP-13155,ST-1017,P7,2024-02-14,2024-03-30,100,280.37,Late,
PO-0023287,SUP-05487,FT-483,P8,2024-11-08,2025-01-07,100,45.35,Open,
PO-0023288,SUP-10206,SC-717,P6,2026-08-01,2026-09-15,50,24.28,Late,
PO-0023289,SUP-14887,BR-532,P4,2026-03-18,2026-05-17,50,22.37,Closed,
PO-0023290,SUP-08071,EN-721,P5,2024-01-19,2024-02-02,100,163.23,Closed,
PO-0023291,SUP-13203,HY-318,P1,2025-07-09,2025-08-08,500,34.65,Closed,
PO-0023292,SUP-03653,BR-1131,P11,2025-01-17,2025-03-03,500,13.62,Open,
PO-0023293,SUP-11948,ST-243,P8,2025-04-20,2025-06-04,100,30.65,Closed,
PO-0023294,SUP-06766,FT-696,P7,2026-01-23,2026-02-22,1200,10.52,Partial,
PO-0023295,SUP-04667,EN-450,P2,2024-01-29,2024-03-14,500,29.49,Closed,
PO-0023296,SUP-05163,ST-1166,P12,2026-05-21,2026-07-20,100,14.95,Closed,
PO-0023297,SUP-13880,SC-756,P4,2025-01-29,2025-02-12,50,98.52,Closed,
PO-0023298,SUP-07808,SC-521,P6,2024-12-22,2025-01-05,200,23.89,Closed,
PO-0023299,SUP-08307,CB-651,P4,2024-11-16,2024-11-30,300,21.43,Partial,
PO-0023300,SUP-08911,FL-382,P7,2024-07-14,2024-07-28,500,53.81,Open,
PO-0023301,SUP-01969,EN-1124,P1,2025-05-13,2025-06-27,500,18.25,Partial,
PO-0023302,SUP-00906,ST-973,P2,2025-05-06,2025-07-05,1200,7.22,Closed,
PO-0023303,SUP-14584,CH-969,P10,2026-03-05,2026-04-04,500,,Closed,
PO-0023304,SUP-10181,FT-1274,P6,2025-10-02,2025-12-01,1200,81.38,Closed,
PO-0023305,SUP-00184,FT-1264,P7,2026-03-21,2026-05-05,50,19.19,Late,
PO-0023306,SUP-06446,EL-1205,P6,2026-02-22,,50,19.47,Open,
PO-0023307,SUP-11698,FT-192,P12,2026-01-10,2026-01-31,100,43.55,Late,
PO-0023308,SUP-04131,EN-147,P2,2025-09-27,2025-10-27,800,7.72,Closed,
PO-0023309,SUP-12402,FL-706,P4,2024-02-02,2024-02-23,500,38.0,Open,
PO-0023310,SUP-03129,EC-1202,P3,2024-09-07,2024-09-28,800,98.34,Closed,
PO-0023311,SUP-05983,FL-316,P4,2026-04-15,2026-06-14,300,71.4,Closed,
PO-0023312,SUP-14936,EN-1218,P1,2024-05-23,2024-07-07,500,10.97,Closed,
PO-0023313,SUP-14327,TR-470,P5,2025-07-23,2025-08-06,50,14.07,Closed,
PO-0023314,SUP-01315,CH-107,P10,2025-08-11,2025-10-10,1200,82.77,Open,
PO-0023315,SUP-07766,ST-209,P5,2024-08-14,2024-09-28,300,22.03,Closed,
PO-0023316,SUP-01561,FT-1216,P3,2024-01-08,2024-01-22,100,8.93,Closed,
PO-0023317,SUP-01528,CB-454,P4,2024-09-16,2024-10-31,300,,Open,
PO-0023318,SUP-14376,EL-440,P5,2024-05-22,2024-07-06,100,44.86,Closed,
PO-0023319,SUP-11719,EL-1136,P12,2025-08-01,2025-08-22,800,36.94,Closed,
PO-0023320,SUP-02602,EC-163,P9,2024-05-08,2024-06-22,800,5.88,Closed,
PO-0023321,SUP-12683,CH-959,P2,2024-02-20,2024-04-20,100,11.02,Closed,
PO-0023322,SUP-11520,FT-1327,P10,2025-11-05,2026-01-04,300,16.45,Closed,
PO-0023323,SUP-03130,TR-881,P8,2026-08-27,2026-09-10,800,3.35,Open,
PO-0023324,SUP-09081,EC-830,P10,2025-09-20,2025-11-19,50,34.63,Closed,
PO-0023325,SUP-06688,ST-1122,P6,2025-11-03,2025-11-24,100,52.74,Open,
PO-0023326,SUP-12746,TR-959,P9,2025-07-23,,100,2.68,Partial,
PO-0023327,SUP-13223,EL-783,P5,2024-09-24,2024-11-08,50,110.78,Closed,
PO-0023328,SUP-09716,EC-105,P11,2025-04-22,2025-05-22,200,18.16,Closed,
PO-0023329,SUP-00724,CH-109,P2,2024-02-24,2024-03-09,1200,18.58,Closed,
PO-0023330,SUP-08902,FT-561,P5,2024-05-30,2024-07-14,200,11.9,Partial,
PO-0023331,SUP-04078,BR-1012,P1,2024-07-08,2024-07-22,100,8.78,Closed,
PO-0023332,SUP-07649,CB-440,P7,2024-04-24,2024-05-08,800,106.51,Open,
PO-0023333,SUP-01011,SC-509,P10,2024-10-03,2024-10-24,1200,13.76,Closed,
PO-0023334,SUP-14799,FT-1175,P9,2025-03-01,2025-03-31,800,2.5,Open,
PO-0023335,SUP-07369,FL-684,P9,2025-06-10,2025-06-24,100,44.75,Closed,
PO-0023336,SUP-07419,ST-719,P3,2024-01-03,2024-01-24,1200,21.77,Closed,
PO-0023337,SUP-08319,ST-1307,P5,2025-03-02,2025-03-16,100,34.61,Open,
PO-0023338,SUP-11783,HY-713,P12,2024-06-10,2024-07-01,300,8.7,Closed,
PO-0023339,SUP-01736,HY-774,P4,2025-04-13,2025-05-13,100,30.96,Open,
PO-0023340,SUP-00177,CB-464,P7,2025-04-15,2025-05-06,500,40.84,Late,
PO-0023341,SUP-08339,HY-187,P2,2026-04-19,2026-05-19,50,24.44,Closed,
PO-0023342,SUP-03762,EC-1173,P2,2024-12-28,2025-01-27,100,33.56,Closed,
PO-0023343,SUP-06214,EN-375,P12,2026-05-26,2026-06-25,1200,22.26,Cancelled,
PO-0023344,SUP-12206,BR-1164,P9,2025-04-01,2025-04-15,800,10.56,Open,
PO-0023345,SUP-03071,EN-1324,P11,2026-01-07,2026-02-06,50,7.33,Open,
PO-0023346,SUP-11776,EL-1154,P4,2025-10-02,2025-10-23,800,20.37,Partial,
PO-0023347,SUP-04284,TR-797,P7,2024-02-15,2024-03-31,50,21.52,Open,
PO-0023348,SUP-14813,FL-827,P2,2026-01-27,2026-03-13,1200,,Closed,
PO-0023349,SUP-04702,BR-786,P8,2025-12-12,2026-01-02,50,27.47,Partial,
PO-0023350,SUP-13912,TR-932,P12,2025-12-28,2026-01-11,500,150.32,Open,
PO-0023351,SUP-11795,CH-483,P8,2024-11-24,2024-12-24,300,77.88,Open,
PO-0023352,SUP-09757,BR-1139,P1,2026-06-11,2026-07-26,200,46.27,Closed,
PO-0023353,SUP-01362,FL-322,P2,2024-01-03,2024-01-24,100,11.06,Late,
PO-0023354,SUP-11418,ST-1040,P6,2024-01-17,2024-03-02,300,29.75,Open,
PO-0023355,SUP-10979,TR-1172,P5,2024-12-25,2025-02-08,500,12.88,Late,
PO-0023356,SUP-04172,HY-432,P7,2025-03-05,2025-03-26,200,57.17,Partial,
PO-0023357,SUP-11903,HY-254,P12,2025-11-23,2025-12-07,200,79.58,Closed,
PO-0023358,SUP-14021,ST-474,P11,2025-07-15,2025-08-14,300,4.79,Open,
PO-0023359,SUP-08277,EL-1349,P12,2024-12-06,2025-02-04,200,24.13,Partial,
PO-0023360,SUP-00829,HY-910,P8,2026-05-27,2026-06-10,1200,94.06,Open,
PO-0023361,SUP-14219,CB-999,P2,2025-09-01,2025-09-22,200,4.06,Partial,
PO-0023362,SUP-08763,TR-955,P7,2026-02-23,2026-03-09,800,9.48,Late,
PO-0023363,SUP-04086,CH-397,P8,2025-07-16,2025-09-14,800,12.32,Closed,
PO-0023364,SUP-01729,ST-1321,P2,2025-12-15,2025-12-29,800,,Closed,
PO-0023365,SUP-02727,CB-538,P10,2026-01-14,,200,78.57,Late,
PO-0023366,SUP-14062,HY-614,P5,2026-08-09,2026-09-08,1200,,Open,
PO-0023367,SUP-10105,TR-813,P4,2025-05-26,2025-07-10,500,15.89,Late,
PO-0023368,SUP-14967,HY-641,P7,2025-12-07,2026-02-05,1200,3.64,Open,
PO-0023369,SUP-05212,EN-1125,P12,2024-05-30,2024-06-29,50,28.47,Open,
PO-0023370,SUP-01129,EN-287,P3,2024-06-10,2024-07-10,50,23.89,Closed,
PO-0023371,SUP-02403,BR-372,P10,2024-08-02,2024-08-16,100,4.88,Open,
PO-0023372,SUP-08423,EN-1136,P2,2024-10-10,,200,16.69,Closed,
PO-0023373,SUP-10279,BR-320,P9,2024-09-13,2024-10-13,200,13.97,Closed,
PO-0023374,SUP-07274,EC-1180,P10,2024-08-02,2024-08-23,100,31.54,Closed,
PO-0023375,SUP-04350,EL-741,P11,2024-03-06,2024-04-05,1200,116.1,Partial,
PO-0023376,SUP-09847,FT-766,P10,2024-02-18,2024-03-19,800,,Late,
PO-0023377,SUP-09919,TR-1345,P8,2025-05-02,2025-06-16,100,50.74,Closed,
PO-0023378,SUP-12729,TR-580,P5,2024-04-30,2024-05-21,800,4.01,Open,
PO-0023379,SUP-01837,BR-303,P10,2024-09-27,2024-10-11,100,6.02,Open,
PO-0023380,SUP-12930,ST-958,P9,2026-06-22,2026-07-22,1200,6.13,Open,
PO-0023381,SUP-10998,HY-177,P2,2026-03-22,2026-05-06,1200,16.29,Closed,
PO-0023382,SUP-00098,HY-610,P9,2026-02-11,2026-03-13,300,71.12,Open,
PO-0023383,SUP-01599,BR-557,P7,2024-06-30,2024-08-29,500,30.7,Closed,
PO-0023384,SUP-08886,ST-963,P4,2026-08-01,2026-09-15,50,5.25,Closed,
PO-0023385,SUP-12506,EC-768,P1,2024-11-15,2025-01-14,500,16.91,Open,
PO-0023386,SUP-09233,FT-870,P5,2024-03-25,2024-04-15,500,44.9,Closed,
PO-0023387,SUP-10417,HY-676,P1,2024-11-20,2025-01-19,50,42.22,Open,
PO-0023388,SUP-09001,EL-788,P3,2024-05-20,2024-06-03,800,3.72,Cancelled,
PO-0023389,SUP-01254,CB-402,P8,2025-10-31,2025-12-15,800,30.71,Closed,
PO-0023390,SUP-13716,FL-416,P7,2025-12-07,2026-02-05,800,10.61,Open,
PO-0023391,SUP-00704,CB-258,P5,2024-12-30,2025-01-29,1200,13.39,Closed,
PO-0023392,SUP-05165,CH-303,P4,2026-01-11,2026-02-10,800,122.17,Closed,
PO-0023393,SUP-14792,TR-867,P11,2025-02-04,2025-04-05,500,28.37,Closed,
PO-0023394,SUP-07060,EC-1122,P7,2025-11-04,2025-11-18,200,7.64,Closed,
PO-0023395,SUP-07651,TR-1014,P12,2025-02-16,2025-04-02,500,69.07,Partial,
PO-0023396,SUP-12083,EC-1103,P3,2026-01-29,2026-02-19,300,12.3,Closed,
PO-0023397,SUP-13436,CH-954,P11,2026-05-24,2026-06-23,100,12.93,Open,
PO-0023398,SUP-14813,FL-827,P7,2024-09-03,2024-11-02,1200,37.45,Closed,
PO-0023399,SUP-14495,HY-789,P1,2024-06-27,2024-07-27,100,20.44,Open,
PO-0023400,SUP-07499,EN-510,P5,2024-08-29,2024-10-13,800,19.29,Closed,
PO-0023401,SUP-03020,HY-352,P10,2025-10-13,2025-12-12,50,24.67,Closed,
PO-0023402,SUP-06917,CH-556,P1,2026-07-16,2026-08-06,200,39.85,Closed,
PO-0023403,SUP-02199,EN-325,P6,2024-03-26,2024-04-25,800,94.72,Closed,
PO-0023404,SUP-02449,TR-1335,P1,2026-03-03,2026-03-24,800,35.38,Closed,
PO-0023405,SUP-06474,CH-1288,P6,2026-05-18,2026-07-02,1200,35.25,Cancelled,
PO-0023406,SUP-11532,SC-956,P4,2024-08-15,2024-09-14,200,42.08,Closed,
PO-0023407,SUP-01699,CH-547,P8,2026-02-15,2026-04-01,1200,93.36,Closed,
PO-0023408,SUP-09864,FT-335,P1,2024-03-16,2024-04-30,500,105.01,Partial,
PO-0023409,SUP-08116,FT-536,P4,2026-07-03,2026-08-17,300,17.78,Late,
PO-0023410,SUP-05383,BR-221,P8,2025-06-18,2025-08-02,50,66.92,Open,
PO-0023411,SUP-11830,SC-141,P12,2025-08-09,2025-10-08,100,17.49,Open,
PO-0023412,SUP-05503,TR-1335,P8,2026-08-02,2026-09-16,50,35.18,Open,
PO-0023413,SUP-02648,CH-1131,P6,2026-07-29,2026-09-27,200,27.09,Closed,
PO-0023414,SUP-03388,HY-1046,P2,2026-06-21,,50,40.9,Open,
PO-0023415,SUP-12398,FT-370,P2,2025-04-07,2025-05-07,50,36.45,Open,
PO-0023416,SUP-02341,HY-471,P2,2025-07-31,2025-09-29,300,12.06,Late,
PO-0023417,SUP-06485,SC-261,P9,2026-01-15,2026-03-16,200,16.68,Open,
PO-0023418,SUP-11901,CB-1139,P8,2025-06-13,2025-07-13,1200,29.7,Late,
PO-0023419,SUP-12134,EC-961,P7,2024-01-30,2024-03-15,300,15.78,Open,
PO-0023420,SUP-02245,TR-778,P8,2025-09-27,2025-10-27,300,110.94,Open,
PO-0023421,SUP-08793,SC-1231,P5,2026-04-04,2026-04-18,50,23.48,Closed,
PO-0023422,SUP-10037,CB-1281,P1,2025-04-16,2025-05-31,200,83.32,Open,
PO-0023423,SUP-14780,FT-1243,P7,2026-07-09,2026-08-08,300,20.89,Cancelled,
PO-0023424,SUP-12097,SC-1269,P10,2024-10-10,2024-11-09,500,19.1,Closed,
PO-0023425,SUP-01755,ST-886,P6,2026-04-18,2026-06-02,300,4.84,Closed,
PO-0023426,SUP-10087,CH-347,P10,2026-07-19,2026-08-18,500,38.73,Closed,
PO-0023427,SUP-13987,EC-899,P12,2024-02-27,2024-04-12,100,9.11,Closed,
PO-0023428,SUP-06641,CB-539,P1,2025-11-03,2025-12-03,300,19.24,Open,
PO-0023429,SUP-05266,TR-972,P7,2025-04-19,2025-06-18,50,68.9,Closed,
PO-0023430,SUP-05861,FL-1345,P10,2025-11-27,2025-12-18,800,4.89,Late,
PO-0023431,SUP-03060,EC-1041,P3,2026-07-18,2026-09-16,50,21.92,Closed,
PO-0023432,SUP-05858,FL-219,P5,2024-04-29,2024-06-28,100,9.01,Closed,
PO-0023433,SUP-06474,FT-205,P3,2026-02-02,2026-03-04,1200,61.79,Partial,
PO-0023434,SUP-10307,CH-609,P8,2025-12-11,2026-02-09,800,13.93,Closed,
PO-0023435,SUP-12510,CB-1300,P7,2025-05-11,2025-06-10,100,25.14,Closed,
PO-0023436,SUP-07046,HY-1232,P12,2024-05-30,2024-07-29,800,,Cancelled,
PO-0023437,SUP-05240,ST-370,P7,2025-10-28,2025-12-12,1200,90.8,Open,
PO-0023438,SUP-12123,SC-1135,P10,2025-04-10,2025-05-01,500,23.92,Closed,
PO-0023439,SUP-08502,BR-832,P10,2026-08-21,2026-10-05,300,108.87,Open,
PO-0023440,SUP-09345,FT-1316,P10,2024-05-28,2024-06-11,200,30.58,Closed,
PO-0023441,SUP-06764,BR-133,P3,2025-10-05,2025-10-26,200,7.08,Open,
PO-0023442,SUP-01879,ST-670,P9,2024-07-04,2024-08-03,800,76.57,Closed,
PO-0023443,SUP-00387,SC-281,P5,2026-07-09,2026-08-08,500,9.17,Cancelled,
PO-0023444,SUP-12719,FL-262,P4,2024-03-14,2024-03-28,300,18.11,Closed,
PO-0023445,SUP-08432,EC-658,P11,2025-07-27,2025-08-10,1200,18.89,Open,
PO-0023446,SUP-12290,ST-547,P5,2024-07-16,2024-08-30,500,35.51,Closed,
PO-0023447,SUP-02051,EN-149,P12,2025-12-26,2026-02-09,500,11.52,Closed,
PO-0023448,SUP-07397,FT-1179,P8,2024-06-26,2024-07-17,200,167.12,Closed,
PO-0023449,SUP-03362,EC-623,P6,2026-05-21,2026-06-11,500,56.05,Closed,
PO-0023450,SUP-05054,FL-939,P9,2025-01-31,2025-03-02,50,30.61,Late,
PO-0023451,SUP-03455,FT-353,P6,2025-09-10,2025-11-09,100,22.72,Closed,
PO-0023452,SUP-14655,BR-1073,P6,2026-05-26,2026-07-25,100,18.47,Late,
PO-0023453,SUP-01642,EC-153,P2,2025-03-05,2025-05-04,1200,90.94,Open,
PO-0023454,SUP-05959,HY-258,P12,2026-08-05,2026-09-04,800,6.32,Closed,
PO-0023455,SUP-03037,EC-948,P11,2025-11-17,2025-12-08,1200,14.92,Closed,
PO-0023456,SUP-12730,EL-946,P6,2024-08-24,2024-10-08,300,53.7,Closed,
PO-0023457,SUP-11317,EL-1187,P2,2024-08-09,2024-09-08,50,58.9,Closed,
PO-0023458,SUP-01797,ST-592,P10,2025-01-03,2025-03-04,100,30.93,Closed,
PO-0023459,SUP-13243,CH-390,P9,2026-06-21,2026-07-21,800,39.18,Partial,
PO-0023460,SUP-05114,EC-1106,P1,2026-05-24,2026-06-14,200,10.62,Closed,
PO-0023461,SUP-12433,BR-862,P3,2025-02-15,2025-03-01,100,23.17,Closed,
PO-0023462,SUP-07763,FL-1121,P5,2025-04-05,2025-04-19,100,15.38,Closed,
PO-0023463,SUP-09381,HY-983,P2,2025-04-20,2025-06-04,200,17.67,Closed,
PO-0023464,SUP-05292,FT-1219,P7,2026-07-16,2026-07-30,500,7.29,Cancelled,
PO-0023465,SUP-13528,BR-858,P7,2026-07-25,2026-08-08,500,36.46,Partial,
PO-0023466,SUP-05223,CB-1314,P3,2025-04-30,2025-06-29,1200,17.02,Closed,
PO-0023467,SUP-04701,ST-980,P7,2024-09-15,,800,11.37,Partial,
PO-0023468,SUP-11555,BR-892,P8,2025-12-25,2026-01-24,100,6.92,Closed,
PO-0023469,SUP-09948,EL-285,P9,2024-03-11,2024-04-10,800,30.72,Closed,
PO-0023470,SUP-14765,FL-213,P3,2026-04-24,2026-05-24,1200,23.02,Late,
PO-0023471,SUP-09808,SC-748,P2,2026-07-09,,1200,36.13,Open,
PO-0023472,SUP-12177,HY-677,P4,2024-06-23,2024-07-14,800,36.45,Late,
PO-0023473,SUP-10542,SC-696,P7,2025-04-29,2025-05-29,50,14.03,Closed,
PO-0023474,SUP-05697,CB-101,P11,2024-12-19,2025-01-02,1200,9.01,Closed,
PO-0023475,SUP-04630,EN-614,P5,2026-03-02,,100,69.91,Closed,
PO-0023476,SUP-02881,ST-244,P10,2025-05-31,,100,22.08,Closed,
PO-0023477,SUP-14426,BR-1116,P2,2024-08-12,2024-08-26,200,32.88,Closed,
PO-0023478,SUP-01009,CH-1241,P2,2026-08-26,2026-09-09,800,27.76,Closed,
PO-0023479,SUP-10698,BR-780,P3,2026-04-15,2026-05-30,800,59.26,Closed,
PO-0023480,SUP-08976,CB-1174,P9,2026-07-16,2026-08-30,800,,Closed,
PO-0023481,SUP-01208,CH-803,P4,2025-10-12,2025-11-26,300,6.54,Late,
PO-0023482,SUP-10683,EN-669,P10,2024-08-19,2024-09-18,300,55.25,Open,
PO-0023483,SUP-13318,EL-927,P12,2026-04-19,2026-05-10,50,0.94,Closed,
PO-0023484,SUP-08029,FL-380,P11,2025-02-14,2025-02-28,100,20.05,Closed,
PO-0023485,SUP-06251,CB-805,P2,2026-05-16,2026-06-15,200,171.21,Closed,
PO-0023486,SUP-14185,BR-143,P5,2024-09-28,2024-11-12,500,8.06,Late,
PO-0023487,SUP-06326,FT-1028,P11,2025-12-01,2025-12-22,100,,Partial,
PO-0023488,SUP-07976,CH-922,P1,2026-05-17,2026-06-07,50,24.45,Closed,
PO-0023489,SUP-01119,ST-505,P11,2024-01-15,2024-03-15,500,82.68,Closed,
PO-0023490,SUP-05585,TR-826,P4,2024-04-10,2024-05-25,1200,155.31,Closed,
PO-0023491,SUP-05294,BR-993,P1,2025-08-15,,1200,27.9,Late,
PO-0023492,SUP-13371,FT-707,P1,2026-03-01,,50,5.65,Open,
PO-0023493,SUP-11783,CB-1069,P4,2025-05-28,2025-06-27,200,28.14,Closed,
PO-0023494,SUP-11971,BR-296,P11,2025-04-20,2025-05-11,500,7.22,Closed,
PO-0023495,SUP-12221,ST-280,P7,2025-01-14,2025-02-13,50,31.93,Open,
PO-0023496,SUP-06645,EC-1022,P3,2025-05-06,2025-05-27,500,3.12,Closed,
PO-0023497,SUP-02361,ST-607,P7,2025-02-07,2025-03-24,1200,16.74,Closed,
PO-0023498,SUP-10574,EL-1141,P11,2025-04-19,2025-06-18,1200,3.16,Open,
PO-0023499,SUP-06649,FL-1125,P5,2024-08-16,,500,36.02,Cancelled,
PO-0023500,SUP-14946,ST-1011,P12,2024-11-18,2025-01-17,100,28.3,Closed,
PO-0023501,SUP-14569,BR-272,P8,2024-08-27,2024-09-17,300,80.14,Open,
PO-0023502,SUP-14799,EL-101,P5,2026-02-11,2026-02-25,100,5.99,Closed,
PO-0023503,SUP-11793,EL-419,P4,2024-04-01,2024-05-31,200,71.77,Open,
