part_id,part_name,part_category,unit_of_measure,unit_cost,lead_time_days,safety_stock_qty,is_critical,min_order_qty,part_status,weight_kg,part_notes
EC-748,Transmission Control Module 748,Electronic Control Unit,EA,73.83,45.0,25,True,5.0,Active,0.8,
EC-749,CAN Bus Node 749,Electronic Control Unit,KG,31.55,35.0,25,False,25.0,Active,3.03,
EC-750,Engine Control Unit 750,Electronic Control Unit,EA,7.97,75.0,75,False,100.0,Active,3.17,
EC-751,Transmission Control Module 751,Electronic Control Unit,L,14.74,14.0,200,False,1.0,Active,0.55,
EC-752,Display Control Unit 752,Electronic Control Unit,EA,2.2,45.0,200,False,25.0,Active,8.32,
EC-753,CAN Bus Node 753,Electronic Control Unit,L,32.06,14.0,25,False,25.0,Active,,
EC-754,Engine Control Unit 754,Electronic Control Unit,M,36.53,21.0,500,False,5.0,EOL,0.98,
EC-755,Body Control Module 755,Electronic Control Unit,EA,59.88,28.0,150,False,,Active,4.13,
EC-756,CAN Bus Node 756,Electronic Control Unit,EA,21.97,60.0,300,False,50.0,Active,4.19,
EC-757,CAN Bus Node 757,Electronic Control Unit,EA,7.63,21.0,500,False,50.0,Active,5.99,
EC-758,Telematics Gateway Module 758,Electronic Control Unit,EA,43.73,14.0,150,False,50.0,Active,1.15,
EC-759,Display Control Unit 759,Electronic Control Unit,EA,14.19,75.0,300,False,10.0,New,0.19,
EC-760,Telematics Gateway Module 760,Electronic Control Unit,EA,133.39,28.0,75,False,100.0,New,12.07,
EC-761,Transmission Control Module 761,Electronic Control Unit,L,30.62,14.0,25,False,100.0,Active,5.67,
EC-762,Body Control Module 762,Electronic Control Unit,EA,19.58,21.0,300,False,100.0,Active,1.01,
EC-763,CAN Bus Node 763,Electronic Control Unit,EA,5.27,35.0,100,False,1.0,New,7.26,
EC-764,Body Control Module 764,Electronic Control Unit,EA,55.02,14.0,200,False,5.0,New,8.13,
EC-765,Body Control Module 765,Electronic Control Unit,L,35.24,,200,False,50.0,New,9.64,
EC-766,Display Control Unit 766,Electronic Control Unit,EA,5.75,21.0,200,False,50.0,Active,2.02,
EC-767,Telematics Gateway Module 767,Electronic Control Unit,EA,39.31,14.0,75,False,25.0,Active,5.06,
EC-768,Display Control Unit 768,Electronic Control Unit,EA,16.51,28.0,50,True,100.0,Active,0.11,
EC-769,Body Control Module 769,Electronic Control Unit,KG,12.57,14.0,500,False,5.0,Active,2.3,
EC-770,Body Control Module 770,Electronic Control Unit,EA,41.5,28.0,150,False,10.0,Active,3.96,
EC-771,Transmission Control Module 771,Electronic Control Unit,EA,52.98,35.0,300,False,5.0,Active,1.7,
EC-772,Engine Control Unit 772,Electronic Control Unit,EA,45.13,35.0,50,False,50.0,EOL,0.76,
EC-773,Telematics Gateway Module 773,Electronic Control Unit,KG,7.93,35.0,200,False,5.0,Active,2.02,
EC-774,Telematics Gateway Module 774,Electronic Control Unit,KG,3.35,21.0,150,False,50.0,Active,3.6,
EC-775,CAN Bus Node 775,Electronic Control Unit,M,31.0,14.0,100,False,10.0,Active,46.55,
EC-776,Body Control Module 776,Electronic Control Unit,L,48.94,45.0,75,False,5.0,Active,6.61,
EC-777,Telematics Gateway Module 777,Electronic Control Unit,EA,8.72,,300,False,100.0,Active,0.43,
EC-778,Engine Control Unit 778,Electronic Control Unit,EA,18.85,14.0,75,False,1.0,Active,68.48,
EC-779,Display Control Unit 779,Electronic Control Unit,EA,4.6,45.0,500,False,5.0,New,12.12,
EC-780,Display Control Unit 780,Electronic Control Unit,EA,,7.0,50,False,50.0,Active,1.0,
EC-781,Telematics Gateway Module 781,Electronic Control Unit,EA,136.81,21.0,150,False,100.0,Active,1.14,
EC-782,Body Control Module 782,Electronic Control Unit,EA,13.86,60.0,50,False,25.0,Active,31.3,
EC-783,Body Control Module 783,Electronic Control Unit,KG,19.16,14.0,150,False,1.0,Active,2.14,
EC-784,Engine Control Unit 784,Electronic Control Unit,KG,17.46,21.0,500,False,50.0,Active,0.97,
EC-785,Engine Control Unit 785,Electronic Control Unit,EA,2.02,,75,False,100.0,Active,2.29,
EC-786,Display Control Unit 786,Electronic Control Unit,EA,29.21,7.0,200,False,10.0,Active,4.12,
EC-787,CAN Bus Node 787,Electronic Control Unit,EA,35.67,28.0,200,False,25.0,Active,1.76,
EC-788,Transmission Control Module 788,Electronic Control Unit,EA,40.51,90.0,500,False,25.0,Active,1.72,
EC-789,Display Control Unit 789,Electronic Control Unit,EA,134.74,35.0,150,False,10.0,Active,0.34,
EC-790,CAN Bus Node 790,Electronic Control Unit,KG,10.67,21.0,75,False,25.0,New,1.23,
EC-791,Transmission Control Module 791,Electronic Control Unit,EA,11.6,28.0,150,False,5.0,Active,2.67,
EC-792,Telematics Gateway Module 792,Electronic Control Unit,EA,28.09,28.0,75,False,100.0,New,3.25,
EC-793,Body Control Module 793,Electronic Control Unit,EA,33.89,45.0,300,False,25.0,Active,4.39,
EC-794,Telematics Gateway Module 794,Electronic Control Unit,EA,7.9,14.0,50,False,,Active,0.81,
EC-795,Telematics Gateway Module 795,Electronic Control Unit,EA,137.61,14.0,25,False,25.0,Active,,
EC-796,CAN Bus Node 796,Electronic Control Unit,KG,3.02,45.0,500,False,10.0,Active,5.32,
EC-797,Transmission Control Module 797,Electronic Control Unit,EA,17.6,35.0,25,False,,Active,5.23,
EC-798,Body Control Module 798,Electronic Control Unit,EA,33.47,21.0,50,False,25.0,Active,2.89,
EC-799,Display Control Unit 799,Electronic Control Unit,EA,6.89,35.0,25,False,1.0,New,3.28,
EC-800,Body Control Module 800,Electronic Control Unit,EA,15.51,35.0,500,False,100.0,EOL,0.64,
EC-801,Engine Control Unit 801,Electronic Control Unit,EA,21.3,35.0,200,False,25.0,Active,1.02,
EC-802,Body Control Module 802,Electronic Control Unit,EA,14.35,14.0,100,False,25.0,Active,8.32,
EC-803,Engine Control Unit 803,Electronic Control Unit,EA,27.02,,50,False,25.0,Active,7.72,
EC-804,Display Control Unit 804,Electronic Control Unit,EA,11.8,21.0,200,False,100.0,Active,0.7,
EC-805,Engine Control Unit 805,Electronic Control Unit,KG,,35.0,200,False,25.0,Active,7.34,
EC-806,Transmission Control Module 806,Electronic Control Unit,EA,22.98,28.0,150,False,10.0,Active,,
EC-807,Body Control Module 807,Electronic Control Unit,L,101.79,35.0,50,False,1.0,Active,1.7,
EC-808,Telematics Gateway Module 808,Electronic Control Unit,KG,1.92,90.0,25,False,25.0,Active,4.11,
EC-809,Engine Control Unit 809,Electronic Control Unit,EA,20.37,21.0,150,False,5.0,Active,10.32,
EC-810,Engine Control Unit 810,Electronic Control Unit,L,36.51,28.0,150,False,10.0,Active,5.62,
EC-811,Display Control Unit 811,Electronic Control Unit,EA,230.22,14.0,75,False,100.0,Active,1.08,
EC-812,Body Control Module 812,Electronic Control Unit,EA,41.75,,200,False,5.0,Active,1.0,
EC-813,Engine Control Unit 813,Electronic Control Unit,EA,38.14,75.0,25,False,50.0,Active,5.92,
EC-814,Display Control Unit 814,Electronic Control Unit,EA,11.13,28.0,500,False,25.0,Active,1.47,
EC-815,Body Control Module 815,Electronic Control Unit,KG,45.18,7.0,300,False,,NRND,21.8,
EC-816,CAN Bus Node 816,Electronic Control Unit,EA,35.86,28.0,25,False,1.0,Active,4.76,
EC-817,Engine Control Unit 817,Electronic Control Unit,L,8.54,7.0,25,False,100.0,Active,0.2,
EC-818,Engine Control Unit 818,Electronic Control Unit,EA,18.78,14.0,25,False,1.0,Active,9.35,
EC-819,Body Control Module 819,Electronic Control Unit,EA,24.02,90.0,500,False,1.0,Active,81.31,
EC-820,Transmission Control Module 820,Electronic Control Unit,EA,16.4,,200,False,100.0,EOL,17.27,
EC-821,Body Control Module 821,Electronic Control Unit,KG,59.46,14.0,25,False,10.0,EOL,0.96,
EC-822,Body Control Module 822,Electronic Control Unit,EA,18.91,45.0,100,False,5.0,Active,1.17,
EC-823,Telematics Gateway Module 823,Electronic Control Unit,EA,292.07,21.0,100,False,1.0,New,4.36,
EC-824,CAN Bus Node 824,Electronic Control Unit,KG,30.95,28.0,100,False,50.0,Active,0.15,
EC-825,Telematics Gateway Module 825,Electronic Control Unit,EA,17.37,35.0,75,False,25.0,NRND,18.77,
EC-826,Transmission Control Module 826,Electronic Control Unit,EA,5.9,35.0,25,False,1.0,Active,8.14,
EC-827,Engine Control Unit 827,Electronic Control Unit,EA,11.6,45.0,200,False,50.0,Active,10.35,
EC-828,CAN Bus Node 828,Electronic Control Unit,KG,136.97,35.0,500,False,1.0,Active,16.95,
EC-829,Body Control Module 829,Electronic Control Unit,EA,11.85,28.0,300,False,100.0,Active,0.56,
EC-830,Transmission Control Module 830,Electronic Control Unit,EA,33.51,35.0,25,False,5.0,Active,1.61,
EC-831,CAN Bus Node 831,Electronic Control Unit,EA,12.34,75.0,75,False,10.0,Active,2.99,
EC-832,Transmission Control Module 832,Electronic Control Unit,M,25.55,14.0,75,False,5.0,Active,5.91,
EC-833,Display Control Unit 833,Electronic Control Unit,EA,38.77,14.0,300,False,1.0,New,0.71,
EC-834,Telematics Gateway Module 834,Electronic Control Unit,EA,36.73,21.0,500,False,,Active,6.44,
EC-835,Engine Control Unit 835,Electronic Control Unit,EA,115.63,,25,False,5.0,Active,2.88,
EC-836,Body Control Module 836,Electronic Control Unit,EA,28.94,35.0,50,False,100.0,Active,6.82,
EC-837,Transmission Control Module 837,Electronic Control Unit,EA,2.14,45.0,25,False,50.0,Active,1.65,
EC-838,Engine Control Unit 838,Electronic Control Unit,KG,364.78,14.0,500,False,5.0,Active,0.35,
EC-839,Display Control Unit 839,Electronic Control Unit,EA,79.08,28.0,100,False,1.0,Active,0.54,
EC-840,Body Control Module 840,Electronic Control Unit,EA,3.93,45.0,75,False,5.0,Active,9.54,
EC-841,Transmission Control Module 841,Electronic Control Unit,EA,,21.0,75,False,10.0,Active,3.38,
EC-842,CAN Bus Node 842,Electronic Control Unit,EA,7.91,28.0,100,False,10.0,Active,2.25,
EC-843,CAN Bus Node 843,Electronic Control Unit,EA,9.16,,75,False,25.0,Active,4.41,
EC-844,Display Control Unit 844,Electronic Control Unit,EA,62.52,28.0,300,False,5.0,Active,4.12,
EC-845,Display Control Unit 845,Electronic Control Unit,EA,97.33,21.0,300,True,,Active,7.45,
EC-846,Display Control Unit 846,Electronic Control Unit,EA,22.24,,100,False,25.0,NRND,5.72,
EC-847,Engine Control Unit 847,Electronic Control Unit,EA,10.74,75.0,100,False,100.0,Active,58.82,
EC-848,Body Control Module 848,Electronic Control Unit,EA,21.21,7.0,300,False,100.0,Active,4.87,
EC-849,Body Control Module 849,Electronic Control Unit,EA,13.23,75.0,100,False,10.0,Active,0.1,
EC-850,Telematics Gateway Module 850,Electronic Control Unit,EA,20.81,21.0,200,False,1.0,EOL,1.03,
EC-851,Body Control Module 851,Electronic Control Unit,EA,40.73,60.0,25,False,10.0,Active,5.14,
EC-852,Transmission Control Module 852,Electronic Control Unit,EA,6.68,90.0,50,False,100.0,Active,1.05,
EC-853,Telematics Gateway Module 853,Electronic Control Unit,EA,51.95,45.0,100,False,100.0,Active,0.41,
EC-854,Display Control Unit 854,Electronic Control Unit,M,82.1,60.0,300,False,10.0,New,3.06,
EC-855,CAN Bus Node 855,Electronic Control Unit,KG,61.03,60.0,75,False,10.0,Active,2.02,
EC-856,Body Control Module 856,Electronic Control Unit,KG,10.82,7.0,150,False,5.0,Active,7.38,
EC-857,Telematics Gateway Module 857,Electronic Control Unit,KG,24.13,60.0,200,False,50.0,New,7.12,
EC-858,Transmission Control Module 858,Electronic Control Unit,EA,19.05,28.0,75,False,5.0,Active,2.23,
EC-859,CAN Bus Node 859,Electronic Control Unit,EA,21.52,,150,False,100.0,EOL,1.41,
EC-860,Transmission Control Module 860,Electronic Control Unit,EA,34.18,45.0,25,False,100.0,New,1.29,
EC-861,Body Control Module 861,Electronic Control Unit,EA,11.51,90.0,150,False,25.0,Active,0.98,
EC-862,Transmission Control Module 862,Electronic Control Unit,EA,12.2,45.0,500,False,5.0,Active,6.56,
EC-863,Display Control Unit 863,Electronic Control Unit,EA,107.42,21.0,500,False,5.0,Active,3.55,
EC-864,Telematics Gateway Module 864,Electronic Control Unit,EA,9.53,21.0,300,False,25.0,Active,0.49,
EC-865,Transmission Control Module 865,Electronic Control Unit,EA,19.0,14.0,25,False,50.0,Active,9.64,
EC-866,Body Control Module 866,Electronic Control Unit,EA,50.64,90.0,100,False,5.0,Active,16.35,
EC-867,Body Control Module 867,Electronic Control Unit,EA,18.86,28.0,200,False,50.0,Active,6.18,
EC-868,Engine Control Unit 868,Electronic Control Unit,EA,45.79,7.0,200,False,100.0,Active,,
EC-869,Body Control Module 869,Electronic Control Unit,KG,113.23,45.0,50,False,25.0,Active,0.12,
EC-870,Telematics Gateway Module 870,Electronic Control Unit,EA,10.31,21.0,300,False,50.0,Active,2.77,
EC-871,CAN Bus Node 871,Electronic Control Unit,EA,4.91,28.0,50,False,50.0,Active,0.93,
EC-872,Display Control Unit 872,Electronic Control Unit,EA,69.22,35.0,150,False,5.0,Active,1.3,
EC-873,Telematics Gateway Module 873,Electronic Control Unit,KG,21.73,,300,False,5.0,EOL,5.41,
EC-874,Transmission Control Module 874,Electronic Control Unit,L,,60.0,150,False,10.0,Active,9.3,
EC-875,Display Control Unit 875,Electronic Control Unit,M,19.43,35.0,200,False,5.0,Active,14.87,
EC-876,Display Control Unit 876,Electronic Control Unit,EA,16.36,7.0,25,False,100.0,Active,4.54,
EC-877,Engine Control Unit 877,Electronic Control Unit,KG,8.77,35.0,500,False,10.0,Active,4.75,
EC-878,Transmission Control Module 878,Electronic Control Unit,KG,35.76,14.0,150,False,5.0,Active,2.46,
EC-879,Telematics Gateway Module 879,Electronic Control Unit,EA,8.98,,150,False,100.0,Active,15.83,
EC-880,Display Control Unit 880,Electronic Control Unit,KG,104.2,35.0,300,False,10.0,Active,13.24,
EC-881,CAN Bus Node 881,Electronic Control Unit,KG,4.75,35.0,500,True,100.0,Active,0.77,
EC-882,Body Control Module 882,Electronic Control Unit,KG,37.75,14.0,300,False,5.0,Active,1.91,
EC-883,Telematics Gateway Module 883,Electronic Control Unit,M,29.8,14.0,300,False,1.0,Active,17.93,
EC-884,CAN Bus Node 884,Electronic Control Unit,EA,,35.0,75,False,50.0,Active,11.61,
EC-885,CAN Bus Node 885,Electronic Control Unit,L,57.67,28.0,300,False,25.0,Active,1.07,
EC-886,Body Control Module 886,Electronic Control Unit,EA,25.98,14.0,150,False,10.0,Active,1.66,
EC-887,Display Control Unit 887,Electronic Control Unit,EA,19.55,14.0,50,False,5.0,Active,1.22,
EC-888,Body Control Module 888,Electronic Control Unit,EA,42.41,21.0,500,False,100.0,Active,1.86,
EC-889,Display Control Unit 889,Electronic Control Unit,EA,12.05,14.0,100,False,25.0,Active,3.11,
EC-890,Display Control Unit 890,Electronic Control Unit,EA,11.18,35.0,50,False,100.0,Active,1.75,
EC-891,Display Control Unit 891,Electronic Control Unit,KG,11.42,75.0,25,False,10.0,Active,0.4,
EC-892,Display Control Unit 892,Electronic Control Unit,EA,9.28,,100,False,5.0,EOL,0.24,
EC-893,Display Control Unit 893,Electronic Control Unit,EA,7.28,,300,False,25.0,Active,7.56,
EC-894,Engine Control Unit 894,Electronic Control Unit,KG,13.68,21.0,100,False,1.0,Active,30.6,
EC-895,Telematics Gateway Module 895,Electronic Control Unit,EA,10.42,14.0,50,False,1.0,Active,1.47,
EC-896,Engine Control Unit 896,Electronic Control Unit,EA,5.43,14.0,100,False,10.0,Active,6.53,
EC-897,Display Control Unit 897,Electronic Control Unit,EA,44.97,35.0,500,False,50.0,Active,0.89,
EC-898,Engine Control Unit 898,Electronic Control Unit,KG,36.64,35.0,50,False,10.0,Active,2.25,
EC-899,Transmission Control Module 899,Electronic Control Unit,EA,9.11,,300,False,50.0,Active,0.45,
EC-900,Telematics Gateway Module 900,Electronic Control Unit,EA,109.94,28.0,300,True,50.0,New,1.07,
EC-901,Body Control Module 901,Electronic Control Unit,EA,22.15,75.0,25,False,25.0,EOL,7.39,
EC-902,Transmission Control Module 902,Electronic Control Unit,EA,118.22,45.0,100,False,5.0,Active,2.34,
EC-903,Telematics Gateway Module 903,Electronic Control Unit,M,3.15,45.0,300,False,25.0,Active,1.18,
EC-904,Telematics Gateway Module 904,Electronic Control Unit,EA,115.47,28.0,75,False,50.0,Active,1.31,
EC-905,Body Control Module 905,Electronic Control Unit,EA,17.92,35.0,300,False,25.0,Active,2.65,
EC-906,Transmission Control Module 906,Electronic Control Unit,EA,22.26,28.0,75,False,50.0,New,7.31,
EC-907,Telematics Gateway Module 907,Electronic Control Unit,EA,14.29,14.0,25,False,10.0,Active,2.85,
EC-908,Telematics Gateway Module 908,Electronic Control Unit,EA,30.86,90.0,200,False,50.0,Active,2.94,
EC-909,Telematics Gateway Module 909,Electronic Control Unit,KG,52.63,28.0,25,False,25.0,Active,0.25,
EC-910,Body Control Module 910,Electronic Control Unit,L,59.05,21.0,25,False,100.0,Active,,
EC-911,Engine Control Unit 911,Electronic Control Unit,EA,29.06,14.0,500,False,10.0,Active,5.87,
EC-912,Display Control Unit 912,Electronic Control Unit,KG,23.97,28.0,25,False,5.0,Active,3.44,
EC-913,Transmission Control Module 913,Electronic Control Unit,EA,,14.0,300,False,10.0,Active,2.09,
EC-914,Display Control Unit 914,Electronic Control Unit,EA,7.51,21.0,500,False,1.0,Active,1.56,
EC-915,CAN Bus Node 915,Electronic Control Unit,EA,23.89,14.0,25,False,50.0,Active,,
EC-916,Engine Control Unit 916,Electronic Control Unit,L,11.78,28.0,100,False,25.0,Active,6.63,
EC-917,Display Control Unit 917,Electronic Control Unit,KG,,21.0,300,False,50.0,Active,3.65,
EC-918,Telematics Gateway Module 918,Electronic Control Unit,EA,,28.0,500,False,10.0,Active,0.94,
EC-919,Display Control Unit 919,Electronic Control Unit,EA,71.68,60.0,75,False,10.0,Active,3.07,
EC-920,Engine Control Unit 920,Electronic Control Unit,EA,7.85,35.0,200,False,1.0,Active,3.09,
EC-921,Engine Control Unit 921,Electronic Control Unit,KG,27.26,21.0,150,False,10.0,Active,15.19,
EC-922,Engine Control Unit 922,Electronic Control Unit,EA,104.73,14.0,500,False,5.0,Active,42.38,
EC-923,Body Control Module 923,Electronic Control Unit,EA,7.98,14.0,50,False,5.0,Active,13.74,
EC-924,CAN Bus Node 924,Electronic Control Unit,EA,18.15,28.0,75,False,25.0,Active,3.36,
EC-925,Engine Control Unit 925,Electronic Control Unit,EA,48.37,,200,False,10.0,Active,5.59,
EC-926,Body Control Module 926,Electronic Control Unit,KG,11.17,21.0,300,False,1.0,Active,,
EC-927,Telematics Gateway Module 927,Electronic Control Unit,EA,93.67,14.0,500,False,10.0,Active,0.51,
EC-928,Engine Control Unit 928,Electronic Control Unit,EA,38.34,35.0,200,False,10.0,Active,1.73,
EC-929,Body Control Module 929,Electronic Control Unit,L,5.62,60.0,75,False,100.0,New,30.99,
EC-930,Telematics Gateway Module 930,Electronic Control Unit,EA,,60.0,300,False,1.0,New,2.33,
EC-931,Display Control Unit 931,Electronic Control Unit,EA,37.12,45.0,100,False,25.0,Active,4.34,
EC-932,CAN Bus Node 932,Electronic Control Unit,EA,11.76,21.0,75,False,5.0,Active,0.46,
EC-933,Body Control Module 933,Electronic Control Unit,EA,9.73,28.0,75,False,1.0,Active,0.98,
EC-934,Engine Control Unit 934,Electronic Control Unit,EA,16.48,7.0,500,False,5.0,Active,1.18,
EC-935,Engine Control Unit 935,Electronic Control Unit,EA,157.43,,75,False,1.0,Active,4.34,
EC-936,CAN Bus Node 936,Electronic Control Unit,EA,51.06,14.0,300,False,5.0,New,3.91,
EC-937,Telematics Gateway Module 937,Electronic Control Unit,EA,15.8,21.0,200,False,25.0,Active,1.84,
EC-938,CAN Bus Node 938,Electronic Control Unit,EA,20.05,28.0,150,False,1.0,Active,7.18,
EC-939,Telematics Gateway Module 939,Electronic Control Unit,KG,37.81,45.0,25,False,50.0,Active,5.34,
EC-940,CAN Bus Node 940,Electronic Control Unit,EA,13.05,7.0,75,False,100.0,Active,0.45,
EC-941,CAN Bus Node 941,Electronic Control Unit,EA,45.87,21.0,75,False,50.0,Active,6.1,
EC-942,Engine Control Unit 942,Electronic Control Unit,L,19.72,35.0,75,False,,Active,2.36,
EC-943,CAN Bus Node 943,Electronic Control Unit,EA,13.8,21.0,200,False,10.0,Active,0.45,
EC-944,Transmission Control Module 944,Electronic Control Unit,L,22.03,45.0,150,False,25.0,Active,1.31,
EC-945,Telematics Gateway Module 945,Electronic Control Unit,M,17.06,28.0,300,False,50.0,EOL,1.34,
EC-946,Transmission Control Module 946,Electronic Control Unit,EA,10.39,75.0,50,False,100.0,Active,,
EC-947,Telematics Gateway Module 947,Electronic Control Unit,EA,54.63,21.0,50,False,10.0,Active,0.3,
EC-948,CAN Bus Node 948,Electronic Control Unit,EA,15.47,45.0,300,False,1.0,Active,1.29,
EC-949,Display Control Unit 949,Electronic Control Unit,EA,19.67,75.0,300,False,1.0,Active,12.3,
EC-950,Transmission Control Module 950,Electronic Control Unit,L,68.81,7.0,500,False,10.0,Active,0.15,
EC-951,Transmission Control Module 951,Electronic Control Unit,L,53.33,35.0,75,False,50.0,Active,2.06,
EC-952,CAN Bus Node 952,Electronic Control Unit,EA,36.21,21.0,100,False,10.0,Active,2.9,
EC-953,CAN Bus Node 953,Electronic Control Unit,EA,157.96,35.0,500,False,100.0,Active,,
EC-954,Transmission Control Module 954,Electronic Control Unit,EA,,28.0,75,False,5.0,New,13.45,
EC-955,Body Control Module 955,Electronic Control Unit,KG,1.8,28.0,200,False,25.0,Active,2.89,
EC-956,CAN Bus Node 956,Electronic Control Unit,EA,9.28,60.0,100,False,1.0,Active,8.95,
EC-957,Body Control Module 957,Electronic Control Unit,M,17.85,,75,False,25.0,Active,3.08,
EC-958,CAN Bus Node 958,Electronic Control Unit,L,7.82,,200,False,,NRND,1.27,
EC-959,Engine Control Unit 959,Electronic Control Unit,L,44.95,45.0,300,False,100.0,Active,,
EC-960,Display Control Unit 960,Electronic Control Unit,EA,20.07,,75,False,25.0,EOL,,
EC-961,Telematics Gateway Module 961,Electronic Control Unit,EA,16.53,21.0,75,False,10.0,Active,4.43,
EC-962,CAN Bus Node 962,Electronic Control Unit,EA,69.36,,500,False,5.0,Active,2.04,
EC-963,Transmission Control Module 963,Electronic Control Unit,EA,,14.0,100,False,1.0,EOL,0.58,
EC-964,Engine Control Unit 964,Electronic Control Unit,EA,89.79,28.0,25,False,25.0,Active,19.86,
EC-965,Engine Control Unit 965,Electronic Control Unit,EA,40.67,21.0,500,False,1.0,Active,3.01,
EC-966,Engine Control Unit 966,Electronic Control Unit,EA,17.91,14.0,500,False,5.0,Active,2.74,
EC-967,Transmission Control Module 967,Electronic Control Unit,EA,10.53,14.0,75,False,1.0,Active,0.62,
EC-968,Telematics Gateway Module 968,Electronic Control Unit,EA,23.71,21.0,50,False,1.0,Active,8.8,
EC-969,Engine Control Unit 969,Electronic Control Unit,EA,8.18,,500,False,100.0,Active,0.5,
EC-970,Telematics Gateway Module 970,Electronic Control Unit,EA,19.5,60.0,300,False,5.0,Active,3.98,
EC-971,Engine Control Unit 971,Electronic Control Unit,EA,592.15,28.0,75,False,10.0,Active,0.48,
EC-972,Transmission Control Module 972,Electronic Control Unit,EA,14.56,,75,False,10.0,Active,4.18,
EC-973,Transmission Control Module 973,Electronic Control Unit,EA,44.38,21.0,300,False,10.0,Active,8.61,
EC-974,Engine Control Unit 974,Electronic Control Unit,EA,23.32,28.0,25,False,100.0,EOL,0.56,
EC-975,Display Control Unit 975,Electronic Control Unit,EA,15.49,7.0,200,False,100.0,Active,0.84,
EC-976,Engine Control Unit 976,Electronic Control Unit,EA,36.71,45.0,150,False,5.0,NRND,1.0,
EC-977,Telematics Gateway Module 977,Electronic Control Unit,EA,,14.0,100,False,25.0,Active,6.23,
EC-978,Display Control Unit 978,Electronic Control Unit,EA,1.91,21.0,200,False,5.0,Active,1.39,
EC-979,Display Control Unit 979,Electronic Control Unit,EA,,35.0,150,False,50.0,Active,1.32,
EC-980,Engine Control Unit 980,Electronic Control Unit,EA,2.57,7.0,100,False,1.0,New,27.53,
EC-981,Engine Control Unit 981,Electronic Control Unit,KG,46.3,35.0,25,True,100.0,Active,1.63,
EC-982,Body Control Module 982,Electronic Control Unit,EA,133.07,28.0,500,False,10.0,Active,8.93,
EC-983,Display Control Unit 983,Electronic Control Unit,EA,10.22,14.0,75,False,5.0,Active,1.69,
EC-984,Display Control Unit 984,Electronic Control Unit,EA,12.75,7.0,25,False,5.0,Active,8.22,
EC-985,Transmission Control Module 985,Electronic Control Unit,L,,21.0,100,False,10.0,Active,4.6,
EC-986,Transmission Control Module 986,Electronic Control Unit,EA,33.82,7.0,200,False,1.0,Active,5.37,
EC-987,Telematics Gateway Module 987,Electronic Control Unit,EA,58.71,28.0,25,False,5.0,Active,0.32,
EC-988,Body Control Module 988,Electronic Control Unit,EA,24.0,35.0,25,False,100.0,Active,1.63,
EC-989,Telematics Gateway Module 989,Electronic Control Unit,EA,11.49,7.0,300,False,25.0,Active,0.16,
EC-990,CAN Bus Node 990,Electronic Control Unit,EA,12.57,14.0,100,False,5.0,Active,0.78,
EC-991,Display Control Unit 991,Electronic Control Unit,EA,15.17,21.0,50,False,25.0,Active,0.12,
EC-992,CAN Bus Node 992,Electronic Control Unit,L,16.04,60.0,50,False,25.0,Active,1.18,
EC-993,Telematics Gateway Module 993,Electronic Control Unit,EA,27.97,35.0,500,False,5.0,Active,0.35,
EC-994,Engine Control Unit 994,Electronic Control Unit,EA,26.97,14.0,50,False,25.0,NRND,2.8,
EC-995,Display Control Unit 995,Electronic Control Unit,EA,90.21,21.0,50,False,1.0,Active,2.54,
EC-996,Transmission Control Module 996,Electronic Control Unit,EA,,,50,False,100.0,Active,7.35,
EC-997,CAN Bus Node 997,Electronic Control Unit,EA,11.9,7.0,200,False,10.0,New,0.5,
EC-998,Engine Control Unit 998,Electronic Control Unit,KG,10.96,14.0,50,False,10.0,Active,11.09,
EC-999,Transmission Control Module 999,Electronic Control Unit,EA,41.51,7.0,150,False,25.0,EOL,0.44,
EC-1000,Transmission Control Module 1000,Electronic Control Unit,KG,24.34,28.0,500,False,50.0,Active,1.12,
EC-1001,CAN Bus Node 1001,Electronic Control Unit,L,14.69,28.0,50,False,50.0,Active,0.86,
EC-1002,CAN Bus Node 1002,Electronic Control Unit,EA,30.84,21.0,25,False,50.0,New,2.91,
EC-1003,Transmission Control Module 1003,Electronic Control Unit,EA,,21.0,200,False,50.0,Active,1.7,
EC-1004,Transmission Control Module 1004,Electronic Control Unit,EA,,21.0,50,False,1.0,Active,1.42,
EC-1005,Telematics Gateway Module 1005,Electronic Control Unit,EA,,,75,False,100.0,Active,13.61,
EC-1006,CAN Bus Node 1006,Electronic Control Unit,M,118.11,14.0,100,False,25.0,Active,9.35,
EC-1007,CAN Bus Node 1007,Electronic Control Unit,EA,48.38,,150,False,25.0,Active,4.19,
EC-1008,Telematics Gateway Module 1008,Electronic Control Unit,EA,11.96,14.0,50,True,1.0,Active,6.73,
EC-1009,Transmission Control Module 1009,Electronic Control Unit,EA,1.46,35.0,25,False,1.0,Active,1.21,
EC-1010,Display Control Unit 1010,Electronic Control Unit,EA,3.16,28.0,500,False,25.0,Active,,
EC-1011,Display Control Unit 1011,Electronic Control Unit,EA,47.9,7.0,50,False,50.0,Active,1.74,
EC-1012,Body Control Module 1012,Electronic Control Unit,EA,62.49,28.0,300,False,50.0,New,4.28,
EC-1013,Body Control Module 1013,Electronic Control Unit,EA,24.79,7.0,300,False,50.0,EOL,0.63,
EC-1014,CAN Bus Node 1014,Electronic Control Unit,EA,38.97,90.0,100,False,1.0,Active,0.76,
