supplier_id,supplier_name,supplier_country,supplier_region,supplier_tier,risk_rating,onboarding_date,certification_status,payment_terms,active_flag,supplier_notes
SUP-11187,Compass Forge Works,Japan,Asia-Pacific,Tier2,Low,2024-06-25,,Net45,True,
SUP-11188,Pioneer Hydraulics,South Korea,Asia-Pacific,Tier2,Low,2022-10-30,ISO9001,Net45,True,
SUP-11189,Crestline Metalworks,Czech Republic,Europe,Tier1,Medium,2016-05-13,ISO9001,Net30,True,
SUP-11190,Cascade Manufacturing,Germany,Europe,Tier3,Low,2023-02-10,IATF16949,Net30,True,
SUP-11191,Union Hydraulics,Germany,Europe,Tier2,Low,2019-07-12,ISO9001,Net60,True,
SUP-11192,NorthStar Machining,United States,North America,Tier2,Medium,2024-08-04,ISO9001,Net30,False,
SUP-11193,Compass Castings,India,Asia-Pacific,Tier2,,2017-06-02,ISO9001,Net30,True,
SUP-11194,Union Hydraulics,India,Asia-Pacific,Tier3,Low,2024-01-02,IATF16949,Net30,True,
SUP-11195,Ironclad Industries,United Kingdom,Europe,Tier2,Low,2025-09-24,IATF16949,Net30,True,
SUP-11196,Cascade Forge Works,Mexico,North America,Tier2,Low,2018-01-06,ISO9001,Net45,True,
SUP-11197,Atlas Metalworks,France,Europe,Tier2,Medium-High,2023-04-09,ISO9001,Net30,True,
SUP-11198,Delta Supply Co.,United States,North America,Tier2,High,2015-08-14,,Net60,True,
SUP-11199,Granite Fabrication,India,Asia-Pacific,Tier3,Low,2017-01-14,IATF16949,Net45,False,
SUP-11200,NorthStar Supply Co.,China,Asia-Pacific,Tier2,Low,2015-04-16,Not Certified,Net45,False,
SUP-11201,Titan Supply Co.,China,Asia-Pacific,Tier3,Low,2018-10-23,ISO9001,Net30,False,
SUP-11202,Atlas Fabrication,Germany,Europe,Tier2,Medium-High,2023-10-25,,Net30,True,
SUP-11203,Union Fabrication,,Asia-Pacific,Tier3,Low,2015-02-05,ISO9001,Net60,True,
SUP-11204,Meridian Machining,Czech Republic,Europe,Tier1,Medium,2015-02-09,IATF16949,Net30,False,
SUP-11205,Crestline Castings,Canada,North America,Tier1,Medium-High,2023-09-23,Pending,Net45,True,
SUP-11206,Vantage Hydraulics,Mexico,North America,Tier3,,2024-07-06,ISO9001,Net30,True,
SUP-11207,Granite Industries,Japan,Asia-Pacific,Tier2,Medium-High,2025-11-13,Pending,Net45,True,
SUP-11208,Falcon Machining,China,Asia-Pacific,Tier1,Medium,2015-01-12,ISO9001,Net30,True,
SUP-11209,NorthStar Tooling,,North America,Tier2,Medium,2023-09-22,Not Certified,Net30,True,
SUP-11210,Keystone Metalworks,China,Asia-Pacific,Tier2,Low,2021-08-30,Not Certified,Net45,False,
SUP-11211,Keystone Components Group,Germany,Europe,Tier1,Low,2022-10-05,ISO9001,Net30,True,
SUP-11212,Harbor Fabrication,Canada,North America,Tier2,Low,2017-08-28,IATF16949,Net60,True,
SUP-11213,Falcon Metalworks,China,Asia-Pacific,Tier2,Low,2017-06-25,IATF16949,Net60,True,
SUP-11214,Vertex Tooling,United Kingdom,Europe,Tier3,Low,2020-01-08,Pending,Net60,False,
SUP-11215,Anchor Castings,Italy,Europe,Tier2,High,2025-12-08,IATF16949,,True,
SUP-11216,Sterling Sensor Systems,Italy,Europe,Tier2,Low,2021-01-12,,Net60,True,
SUP-11217,Atlas Castings,Thailand,Asia-Pacific,Tier2,Low,2022-03-31,Pending,Net45,True,
SUP-11218,Vantage Machining,United States,North America,Tier3,Low,2016-03-21,Pending,Net30,True,
SUP-11219,Beacon Tooling,South Korea,Asia-Pacific,Tier2,Medium,2019-02-11,,Net30,False,
SUP-11220,Atlas Manufacturing,Italy,Europe,Tier2,Medium-High,2020-07-12,Not Certified,Net60,True,
SUP-11221,Falcon Machining,China,Asia-Pacific,Tier1,Medium,2016-03-07,ISO9001,Net45,True,
SUP-11222,Atlas Components Group,China,Asia-Pacific,Tier1,Medium,2025-01-26,ISO9001,Net45,True,
SUP-11223,Atlas Metalworks,Poland,Europe,Tier1,Medium,2018-06-28,IATF16949,Net60,True,
SUP-11224,Falcon Forge Works,,Asia-Pacific,Tier2,Medium,2025-12-06,ISO9001,Net45,True,
SUP-11225,Cascade Tooling,Japan,Asia-Pacific,Tier2,Medium-High,2015-07-18,IATF16949,Net30,True,
SUP-11226,Compass Assemblies,Brazil,South America,Tier1,Low,2023-12-25,ISO9001,Net30,True,
SUP-11227,Sterling Machining,Japan,Asia-Pacific,Tier1,,2025-05-19,IATF16949,Net45,True,
SUP-11228,Union Manufacturing,Spain,Europe,Tier2,Low,2023-10-13,IATF16949,Net30,True,
SUP-11229,Sterling Supply Co.,Mexico,North America,Tier1,Medium,2019-12-04,Pending,Net45,True,
SUP-11230,Redwood Metalworks,Canada,North America,Tier3,Medium,2024-01-29,IATF16949,Net60,True,
SUP-11231,Beacon Precision Components,China,Asia-Pacific,Tier1,High,2018-04-23,ISO9001,Net45,True,
SUP-11232,Bluewater Castings,Japan,Asia-Pacific,Tier3,Low,2016-03-19,IATF16949,,False,
SUP-11233,Ironclad Precision Components,Thailand,Asia-Pacific,Tier3,Low,2018-12-21,ISO9001,Net45,True,
SUP-11234,Falcon Tooling,United States,North America,Tier2,Medium-High,2015-02-15,Not Certified,Net30,True,
SUP-11235,Cascade Forge Works,India,Asia-Pacific,Tier1,Medium-High,2018-02-12,Pending,Net30,False,
SUP-11236,Ironclad Machining,Vietnam,Asia-Pacific,Tier1,Medium,2021-12-13,Pending,Net45,True,
SUP-11237,Union Hydraulics,Italy,Europe,Tier1,,2020-04-22,IATF16949,Net45,True,
SUP-11238,Beacon Machining,Mexico,North America,Tier1,Low,2016-05-07,ISO9001,Net45,True,
SUP-11239,Keystone Precision Components,France,Europe,Tier1,Low,2015-05-26,Not Certified,,True,
SUP-11240,Titan Castings,South Korea,Asia-Pacific,Tier3,Medium,2025-05-13,IATF16949,Net30,False,
SUP-11241,Harbor Precision Components,China,Asia-Pacific,Tier2,Medium,2015-02-11,ISO9001,Net30,False,
SUP-11242,NorthStar Supply Co.,,Europe,Tier1,Medium,2017-07-03,IATF16949,Net30,True,
SUP-11243,Summit Forge Works,Brazil,South America,Tier1,Low,2024-12-26,Pending,Net45,True,
SUP-11244,Falcon Machining,,North America,Tier2,Medium,2024-10-25,IATF16949,Net45,True,
SUP-11245,Vantage Hydraulics,United States,North America,Tier3,Medium,2021-04-14,,Net60,True,
SUP-11246,Horizon Sensor Systems,India,Asia-Pacific,Tier2,Medium-High,2023-12-29,IATF16949,Net45,False,
SUP-11247,Delta Assemblies,United States,North America,Tier1,Medium,2017-01-30,Pending,,True,
SUP-11248,Anchor Precision Components,Vietnam,Asia-Pacific,Tier1,Low,2022-01-28,IATF16949,Net45,True,
SUP-11249,Compass Fabrication,Canada,North America,Tier1,Low,2021-02-27,IATF16949,Net30,True,
SUP-11250,Windsor Sensor Systems,India,Asia-Pacific,Tier3,Medium-High,2016-02-23,IATF16949,Net30,True,
SUP-11251,Union Metalworks,Canada,North America,Tier2,Low,2020-11-28,ISO9001,Net60,True,
SUP-11252,Titan Castings,,Europe,Tier2,Medium,2024-05-01,ISO9001,Net30,True,
SUP-11253,Horizon Metalworks,South Korea,Asia-Pacific,Tier1,Medium,2016-07-12,ISO9001,Net30,False,
SUP-11254,Bluewater Hydraulics,Canada,North America,Tier2,Low,2017-02-28,ISO9001,,True,
SUP-11255,Bluewater Supply Co.,Canada,North America,Tier1,Low,2024-08-18,ISO9001,Net30,True,
SUP-11256,Crestline Hydraulics,India,Asia-Pacific,Tier2,,2017-12-02,ISO9001,Net30,True,
SUP-11257,Delta Hydraulics,United States,North America,Tier2,Medium,2021-11-05,Pending,Net30,True,
SUP-11258,Vertex Forge Works,Japan,Asia-Pacific,Tier2,Low,2020-09-30,ISO9001,Net60,True,
SUP-11259,Cascade Industries,United States,North America,Tier2,Low,2019-11-02,Not Certified,Net30,True,
SUP-11260,Anchor Components Group,,Asia-Pacific,Tier3,Medium-High,2025-11-05,IATF16949,Net60,True,
SUP-11261,Bluewater Fabrication,Poland,Europe,Tier2,Low,2022-08-02,ISO9001,Net45,True,
SUP-11262,Ironclad Precision Components,Turkey,Europe,Tier1,Medium,2017-08-11,ISO9001,Net45,True,
SUP-11263,Redwood Industries,United States,North America,Tier2,Low,2019-01-13,ISO9001,Net30,False,
SUP-11264,Bluewater Hydraulics,India,Asia-Pacific,Tier2,Low,2018-08-21,ISO9001,Net30,True,
SUP-11265,Delta Castings,Mexico,North America,Tier2,Low,2017-08-07,ISO9001,Net30,True,
SUP-11266,Windsor Components Group,Poland,Europe,Tier2,Low,2024-06-08,IATF16949,Net45,True,
SUP-11267,Meridian Sensor Systems,France,Europe,Tier2,Medium-High,2022-04-16,IATF16949,Net30,True,
SUP-11268,NorthStar Fabrication,Poland,Europe,Tier3,Medium,2017-04-07,Not Certified,Net30,True,
SUP-11269,Vantage Sensor Systems,Germany,Europe,Tier1,Medium,2025-08-09,ISO9001,Net30,True,
SUP-11270,Redwood Hydraulics,India,Asia-Pacific,Tier1,Low,2020-10-26,,Net30,True,
SUP-11271,Meridian Machining,Thailand,Asia-Pacific,Tier1,Medium,2022-07-14,ISO9001,Net30,True,
SUP-11272,Falcon Castings,Germany,Europe,Tier2,Low,2017-05-18,ISO9001,Net45,True,
SUP-11273,Atlas Machining,Canada,North America,Tier1,Medium,2025-05-29,Not Certified,Net45,False,
SUP-11274,Compass Tooling,United States,North America,Tier2,Medium,2017-08-22,ISO9001,Net45,True,
SUP-11275,Redwood Supply Co.,,Europe,Tier2,Medium-High,2022-04-06,IATF16949,Net60,True,
SUP-11276,Anchor Fabrication,Poland,Europe,Tier2,Low,2023-03-16,Pending,Net30,True,
SUP-11277,Granite Forge Works,United States,North America,Tier2,Low,2024-07-10,ISO9001,Net45,True,
SUP-11278,NorthStar Manufacturing,Brazil,South America,Tier1,Low,2020-10-18,IATF16949,Net45,True,
SUP-11279,Compass Supply Co.,India,Asia-Pacific,Tier2,Low,2017-06-06,IATF16949,Net30,True,
SUP-11280,Vantage Industries,Canada,North America,Tier2,Low,2023-12-05,ISO9001,,False,
SUP-11281,Harbor Tooling,Canada,North America,Tier2,Medium,2022-11-16,ISO9001,Net30,True,
SUP-11282,Atlas Forge Works,United States,North America,Tier1,Medium,2015-12-29,IATF16949,Net30,True,
SUP-11283,Vertex Industries,United Kingdom,Europe,Tier2,Low,2016-08-28,ISO9001,Net30,True,
SUP-11284,Summit Fabrication,China,Asia-Pacific,Tier2,,2020-08-24,IATF16949,Net30,True,
SUP-11285,Compass Supply Co.,Germany,Europe,Tier1,Low,2025-11-10,,Net45,True,
SUP-11286,Falcon Components Group,India,Asia-Pacific,Tier2,Low,2015-10-15,ISO9001,Net45,False,
SUP-11287,Compass Fabrication,Brazil,South America,Tier1,Medium,2018-11-06,ISO9001,Net30,True,
SUP-11288,Cascade Industries,Japan,Asia-Pacific,Tier2,,2022-11-12,IATF16949,Net30,True,
SUP-11289,NorthStar Supply Co.,France,Europe,Tier2,Low,2025-09-09,ISO9001,Net30,False,
SUP-11290,Redwood Hydraulics,Turkey,Europe,Tier2,Low,2017-10-22,ISO9001,Net60,True,
SUP-11291,Vertex Metalworks,India,Asia-Pacific,Tier1,Medium-High,2023-06-08,ISO9001,Net30,False,
SUP-11292,Delta Hydraulics,Brazil,South America,Tier3,Medium,2023-11-22,ISO9001,Net45,True,
SUP-11293,Falcon Machining,South Korea,Asia-Pacific,Tier1,Medium,2016-07-23,Not Certified,Net30,True,
SUP-11294,Falcon Industries,United States,North America,Tier1,Low,2016-04-11,Pending,Net45,True,
SUP-11295,Cascade Electronics,United Kingdom,Europe,Tier1,Low,2017-07-07,Pending,Net45,True,
SUP-11296,Vantage Components Group,United States,North America,Tier2,Medium,2022-11-21,ISO9001,Net45,True,
SUP-11297,Granite Metalworks,China,Asia-Pacific,Tier1,Low,2022-11-24,Pending,Net45,False,
SUP-11298,Vertex Components Group,Thailand,Asia-Pacific,Tier2,Low,2025-05-27,ISO9001,Net30,True,
SUP-11299,NorthStar Castings,South Korea,Asia-Pacific,Tier2,Medium-High,2018-10-03,,Net30,False,
SUP-11300,Pioneer Sensor Systems,India,Asia-Pacific,Tier3,Medium,2016-08-09,Not Certified,Net60,True,
SUP-11301,Redwood Sensor Systems,France,Europe,Tier1,Low,2019-12-14,,Net30,True,
SUP-11302,Falcon Components Group,United States,North America,Tier2,High,2020-03-06,IATF16949,Net30,True,
SUP-11303,Ironclad Assemblies,Canada,North America,Tier2,Medium,2019-03-01,IATF16949,Net30,True,
SUP-11304,Granite Components Group,China,Asia-Pacific,Tier1,Medium,2025-09-12,Not Certified,,False,
SUP-11305,Compass Metalworks,United States,North America,Tier1,,2023-11-02,ISO9001,Net45,True,
SUP-11306,Granite Industries,Canada,North America,Tier2,Low,2025-06-21,ISO9001,Net60,True,
SUP-11307,Granite Supply Co.,United States,North America,Tier1,,2017-04-09,IATF16949,Net30,True,
SUP-11308,Horizon Industries,United States,North America,Tier3,Low,2021-09-14,IATF16949,Net30,False,
SUP-11309,Crestline Manufacturing,Mexico,North America,Tier1,Medium,2025-02-17,IATF16949,Net30,False,
SUP-11310,Compass Metalworks,Mexico,North America,Tier2,Low,2017-09-21,,Net45,True,
SUP-11311,Vantage Industries,Mexico,North America,Tier2,Medium-High,2017-09-03,ISO9001,Net30,True,
SUP-11312,Union Components Group,France,Europe,Tier2,Medium-High,2016-07-23,IATF16949,Net60,True,
SUP-11313,Sterling Components Group,Thailand,Asia-Pacific,Tier3,Medium,2023-09-08,IATF16949,Net45,True,
SUP-11314,Cascade Electronics,France,Europe,Tier2,Low,2018-01-31,ISO9001,Net30,True,
SUP-11315,Bluewater Machining,India,Asia-Pacific,Tier1,Medium,2020-03-04,IATF16949,Net30,False,
SUP-11316,NorthStar Industries,United States,North America,Tier1,Low,2024-11-28,ISO9001,Net45,False,
SUP-11317,Keystone Fabrication,United States,North America,Tier3,Medium-High,2019-08-18,ISO9001,,True,
SUP-11318,Cascade Components Group,United States,North America,Tier2,Medium,2023-04-29,ISO9001,Net45,True,
SUP-11319,Summit Hydraulics,China,Asia-Pacific,Tier2,Medium-High,2015-03-13,Pending,Net30,True,
SUP-11320,Cascade Electronics,Germany,Europe,Tier3,Low,2020-08-16,Not Certified,Net30,False,
SUP-11321,Atlas Precision Components,France,Europe,Tier2,,2016-08-06,IATF16949,Net45,True,
SUP-11322,Beacon Hydraulics,United States,North America,Tier3,Low,2020-04-12,Not Certified,Net30,True,
SUP-11323,Vantage Precision Components,Spain,Europe,Tier2,Low,2018-12-26,Not Certified,,True,
SUP-11324,Summit Sensor Systems,Poland,Europe,Tier2,Low,2017-01-21,Pending,Net30,True,
SUP-11325,Windsor Machining,France,Europe,Tier3,Low,2017-12-10,ISO9001,Net45,True,
SUP-11326,Atlas Components Group,France,Europe,Tier2,,2022-03-01,IATF16949,Net30,True,
SUP-11327,Redwood Hydraulics,United States,North America,Tier1,High,2019-09-29,ISO9001,Net45,True,
SUP-11328,Summit Metalworks,Canada,North America,Tier3,Low,2020-07-04,ISO9001,Net60,True,
SUP-11329,Summit Hydraulics,Mexico,North America,Tier2,Low,2016-10-15,Pending,Net30,True,
SUP-11330,Granite Assemblies,Spain,Europe,Tier2,Medium,2015-04-17,ISO9001,Net30,True,
SUP-11331,Beacon Components Group,,Asia-Pacific,Tier1,Low,2025-09-26,Pending,Net45,True,
SUP-11332,Titan Precision Components,Italy,Europe,Tier2,Low,2020-03-31,Not Certified,Net60,True,
SUP-11333,Anchor Industries,Spain,Europe,Tier1,Medium-High,2018-06-29,ISO9001,Net45,True,
SUP-11334,Cascade Tooling,Canada,North America,Tier2,Medium,2025-06-25,ISO9001,Net45,True,
SUP-11335,Harbor Machining,,Europe,Tier1,Low,2019-11-20,Not Certified,Net30,True,
SUP-11336,Crestline Forge Works,Germany,Europe,Tier2,Low,2025-11-24,ISO9001,Net60,True,
SUP-11337,Beacon Assemblies,South Korea,Asia-Pacific,Tier2,Medium,2024-07-08,IATF16949,Net60,True,
SUP-11338,Union Forge Works,Czech Republic,Europe,Tier1,High,2016-11-09,ISO9001,Net45,True,
SUP-11339,Crestline Assemblies,Mexico,North America,Tier3,Medium,2022-12-09,ISO9001,Net30,False,
SUP-11340,Redwood Hydraulics,China,Asia-Pacific,Tier2,Low,2023-08-30,IATF16949,Net45,False,
SUP-11341,Sterling Components Group,United States,North America,Tier2,Low,2016-07-01,ISO9001,Net30,True,
SUP-11342,Bluewater Metalworks,Brazil,South America,Tier2,Medium,2025-07-07,IATF16949,Net30,True,
SUP-11343,Harbor Tooling,India,Asia-Pacific,Tier2,High,2023-10-22,ISO9001,Net60,True,
SUP-11344,Vertex Hydraulics,France,Europe,Tier3,Low,2020-06-11,ISO9001,Net45,True,
SUP-11345,Windsor Fabrication,China,Asia-Pacific,Tier2,High,2022-02-28,Not Certified,Net30,True,
SUP-11346,Harbor Precision Components,India,Asia-Pacific,Tier2,Medium-High,2022-05-01,Not Certified,Net30,True,
SUP-11347,Falcon Electronics,Japan,Asia-Pacific,Tier2,Low,2024-08-21,ISO9001,Net30,True,
SUP-11348,Meridian Hydraulics,Mexico,North America,Tier1,High,2025-09-21,IATF16949,Net30,True,
SUP-11349,Redwood Castings,India,Asia-Pacific,Tier1,Medium,2016-01-22,IATF16949,Net30,False,
SUP-11350,Summit Sensor Systems,Turkey,Europe,Tier2,Medium-High,2015-11-21,ISO9001,Net45,True,
SUP-11351,Redwood Metalworks,China,Asia-Pacific,Tier3,Medium-High,2016-10-04,Pending,Net45,True,
SUP-11352,Titan Manufacturing,France,Europe,Tier1,Medium,2016-10-27,ISO9001,Net30,True,
SUP-11353,Harbor Forge Works,Spain,Europe,Tier2,Medium,2021-06-17,Pending,,False,
SUP-11354,Delta Electronics,Italy,Europe,Tier1,Medium-High,2024-11-13,ISO9001,Net60,True,
SUP-11355,Bluewater Manufacturing,Japan,Asia-Pacific,Tier2,Low,2024-09-29,ISO9001,Net45,False,
SUP-11356,Delta Supply Co.,Germany,Europe,Tier1,Low,2017-06-16,,Net60,True,
SUP-11357,Bluewater Hydraulics,United States,North America,Tier2,Low,2019-11-09,Not Certified,Net30,True,
SUP-11358,Sterling Fabrication,United States,North America,Tier2,Medium,2022-04-29,IATF16949,Net30,True,
SUP-11359,Ironclad Machining,China,Asia-Pacific,Tier2,High,2023-02-03,IATF16949,Net45,True,
SUP-11360,Redwood Sensor Systems,Germany,Europe,Tier1,Medium,2023-08-10,IATF16949,Net30,True,
SUP-11361,Cascade Fabrication,India,Asia-Pacific,Tier2,,2019-05-09,ISO9001,Net30,True,
SUP-11362,Vertex Machining,India,Asia-Pacific,Tier1,Medium,2025-09-26,ISO9001,Net45,True,
SUP-11363,Redwood Castings,China,Asia-Pacific,Tier2,Low,2016-12-27,Not Certified,Net30,True,
SUP-11364,Delta Components Group,Czech Republic,Europe,Tier1,Medium-High,2017-01-18,,Net30,False,
SUP-11365,Anchor Supply Co.,,Asia-Pacific,Tier3,Low,2021-02-06,,Net30,False,
SUP-11366,Cascade Metalworks,France,Europe,Tier2,Medium,2015-07-09,Pending,Net45,True,
SUP-11367,Redwood Tooling,Brazil,South America,Tier1,Medium,2023-05-03,IATF16949,Net45,True,
SUP-11368,Cascade Castings,Canada,North America,Tier1,Low,2023-01-04,ISO9001,Net60,True,
SUP-11369,Beacon Supply Co.,United States,North America,Tier3,Medium,2020-06-11,Not Certified,Net45,True,
SUP-11370,Harbor Precision Components,Germany,Europe,Tier2,Low,2022-04-02,ISO9001,Net30,True,
SUP-11371,Granite Hydraulics,Germany,Europe,Tier2,Medium-High,2022-02-23,,Net30,True,
SUP-11372,Crestline Electronics,Germany,Europe,Tier1,Medium,2015-01-16,ISO9001,Net30,True,
SUP-11373,Harbor Industries,Germany,Europe,Tier2,Medium,2024-03-27,IATF16949,,True,
SUP-11374,Windsor Components Group,Turkey,Europe,Tier2,Low,2019-02-11,ISO9001,Net30,False,
SUP-11375,Sterling Machining,United States,North America,Tier2,Low,2025-07-09,,Net30,True,
SUP-11376,Cascade Supply Co.,Brazil,South America,Tier2,Medium-High,2024-10-29,IATF16949,Net30,True,
SUP-11377,Windsor Machining,Turkey,Europe,Tier2,High,2025-08-29,ISO9001,Net60,False,
SUP-11378,Pioneer Components Group,China,Asia-Pacific,Tier2,Medium,2021-10-11,IATF16949,Net30,True,
SUP-11379,Granite Electronics,United Kingdom,Europe,Tier2,Medium,2023-02-18,IATF16949,Net45,True,
SUP-11380,Titan Tooling,United States,North America,Tier2,Medium-High,2022-04-19,Pending,Net30,True,
SUP-11381,Compass Machining,Turkey,Europe,Tier1,Medium,2019-02-15,ISO9001,Net30,True,
SUP-11382,Redwood Manufacturing,Poland,Europe,Tier1,Low,2017-01-24,ISO9001,Net45,True,
SUP-11383,Summit Assemblies,Turkey,Europe,Tier1,High,2020-02-27,ISO9001,Net30,True,
SUP-11384,Titan Precision Components,Mexico,North America,Tier2,Medium-High,2025-03-09,IATF16949,Net60,True,
SUP-11385,Harbor Tooling,China,Asia-Pacific,Tier1,,2017-05-02,Pending,Net30,True,
SUP-11386,Atlas Hydraulics,Czech Republic,Europe,Tier2,Medium,2021-07-11,ISO9001,Net30,True,
SUP-11387,Ironclad Components Group,France,Europe,Tier3,Medium-High,2020-03-16,IATF16949,Net45,True,
SUP-11388,NorthStar Forge Works,South Korea,Asia-Pacific,Tier2,Medium,2018-09-05,ISO9001,Net30,True,
SUP-11389,Bluewater Metalworks,,North America,Tier3,Medium-High,2018-10-15,IATF16949,Net45,True,
SUP-11390,Granite Forge Works,Poland,Europe,Tier3,Low,2024-01-15,IATF16949,Net45,True,
SUP-11391,Vertex Supply Co.,Canada,North America,Tier2,Medium,2024-10-18,ISO9001,Net30,False,
SUP-11392,Meridian Castings,France,Europe,Tier1,Low,2015-07-31,IATF16949,Net45,True,
SUP-11393,Vantage Sensor Systems,Mexico,North America,Tier1,Medium,2025-03-17,ISO9001,Net30,True,
SUP-11394,Delta Electronics,Turkey,Europe,Tier2,Medium,2017-01-19,ISO9001,Net60,True,
SUP-11395,Falcon Fabrication,Germany,Europe,Tier2,Low,2015-01-22,ISO9001,Net30,True,
SUP-11396,Delta Machining,Canada,North America,Tier2,Low,2024-12-25,ISO9001,Net30,True,
SUP-11397,NorthStar Sensor Systems,United States,North America,Tier2,Low,2017-09-26,ISO9001,Net30,False,
SUP-11398,Compass Hydraulics,Mexico,North America,Tier3,Medium,2024-10-13,IATF16949,Net45,True,
SUP-11399,Redwood Metalworks,Germany,Europe,Tier2,Medium-High,2017-03-12,Pending,Net30,True,
SUP-11400,Keystone Tooling,United States,North America,Tier1,Medium,2019-01-30,ISO9001,Net30,True,
SUP-11401,Pioneer Components Group,Vietnam,Asia-Pacific,Tier3,Medium,2018-11-25,Pending,Net30,True,
SUP-11402,Ironclad Fabrication,Thailand,Asia-Pacific,Tier1,Low,2021-01-14,ISO9001,Net45,True,
SUP-11403,Cascade Precision Components,United States,North America,Tier1,Medium-High,2023-11-14,Not Certified,Net30,True,
SUP-11404,Pioneer Manufacturing,China,Asia-Pacific,Tier1,Medium,2018-05-03,ISO9001,Net60,True,
SUP-11405,Falcon Forge Works,Spain,Europe,Tier3,Medium-High,2016-09-05,ISO9001,Net45,True,
SUP-11406,Atlas Metalworks,United States,North America,Tier2,Medium-High,2017-12-21,ISO9001,Net30,True,
SUP-11407,Delta Tooling,Germany,Europe,Tier1,Medium,2023-05-21,ISO9001,Net45,True,
SUP-11408,Compass Castings,Brazil,South America,Tier1,Medium,2016-06-16,IATF16949,Net60,True,
SUP-11409,Compass Metalworks,Canada,North America,Tier2,Medium,2023-03-27,ISO9001,Net30,True,
SUP-11410,Anchor Hydraulics,Mexico,North America,Tier3,Low,2023-02-15,Not Certified,Net30,True,
SUP-11411,Atlas Fabrication,Poland,Europe,Tier2,Low,2025-01-12,Pending,Net30,True,
SUP-11412,Ironclad Industries,Germany,Europe,Tier1,Low,2019-10-21,IATF16949,Net30,True,
SUP-11413,Horizon Manufacturing,Germany,Europe,Tier2,Medium,2023-06-11,Not Certified,Net30,True,
SUP-11414,Falcon Hydraulics,South Korea,Asia-Pacific,Tier3,Medium,2015-02-16,Not Certified,Net30,True,
SUP-11415,Ironclad Forge Works,Mexico,North America,Tier3,Medium,2018-07-22,ISO9001,Net30,True,
SUP-11416,Keystone Sensor Systems,China,Asia-Pacific,Tier2,Low,2015-12-22,ISO9001,Net45,True,
SUP-11417,Redwood Precision Components,Mexico,North America,Tier1,Medium,2018-11-14,ISO9001,Net30,True,
SUP-11418,Vantage Metalworks,Brazil,South America,Tier1,Low,2018-12-03,ISO9001,Net30,False,
SUP-11419,Compass Tooling,Mexico,North America,Tier2,Medium,2019-06-16,ISO9001,Net30,True,
SUP-11420,Ironclad Manufacturing,Canada,North America,Tier2,Medium,2023-08-16,IATF16949,Net45,True,
SUP-11421,Union Industries,Italy,Europe,Tier1,Low,2021-11-26,ISO9001,Net30,True,
SUP-11422,Redwood Hydraulics,Germany,Europe,Tier2,Medium-High,2017-06-12,ISO9001,Net30,True,
SUP-11423,Falcon Hydraulics,United States,North America,Tier3,Low,2020-04-05,ISO9001,Net30,True,
SUP-11424,Delta Components Group,France,Europe,Tier2,Low,2019-09-15,Not Certified,Net30,True,
SUP-11425,Vertex Electronics,China,Asia-Pacific,Tier1,Medium-High,2018-02-19,ISO9001,Net45,True,
SUP-11426,Granite Precision Components,Germany,Europe,Tier2,Low,2016-01-04,Pending,Net30,True,
SUP-11427,Atlas Electronics,China,Asia-Pacific,Tier3,Low,2019-12-20,IATF16949,Net30,True,
SUP-11428,Harbor Forge Works,Poland,Europe,Tier2,Medium,2018-09-09,ISO9001,Net30,True,
SUP-11429,Meridian Machining,Canada,North America,Tier1,Low,2022-03-23,,Net30,True,
SUP-11430,Beacon Metalworks,Mexico,North America,Tier2,Medium,2015-12-30,Pending,Net45,True,
SUP-11431,NorthStar Supply Co.,France,Europe,Tier1,Medium,2021-09-28,ISO9001,Net30,True,
SUP-11432,Titan Tooling,Mexico,North America,Tier2,Low,2019-11-15,Not Certified,Net45,True,
SUP-11433,Beacon Supply Co.,Canada,North America,Tier1,Low,2023-04-24,Pending,Net30,True,
SUP-11434,Compass Machining,Mexico,North America,Tier2,Medium,2022-07-18,ISO9001,Net45,True,
SUP-11435,Keystone Precision Components,United States,North America,Tier2,Medium,2022-07-21,Pending,Net60,True,
SUP-11436,Meridian Tooling,Vietnam,Asia-Pacific,Tier2,Medium,2025-09-08,ISO9001,Net45,True,
SUP-11437,Sterling Supply Co.,Poland,Europe,Tier2,Low,2022-03-11,ISO9001,Net30,True,
SUP-11438,Redwood Fabrication,United Kingdom,Europe,Tier1,Low,2016-11-05,IATF16949,Net45,True,
SUP-11439,Windsor Components Group,Italy,Europe,Tier2,Medium-High,2023-06-21,Not Certified,Net30,True,
SUP-11440,Ironclad Assemblies,India,Asia-Pacific,Tier2,Medium,2021-11-02,IATF16949,Net60,True,
SUP-11441,NorthStar Fabrication,Germany,Europe,Tier3,Medium,2020-12-30,IATF16949,,True,
SUP-11442,Granite Precision Components,France,Europe,Tier2,Low,2022-03-22,ISO9001,Net45,True,
SUP-11443,Granite Forge Works,Poland,Europe,Tier3,Low,2023-12-14,Pending,Net60,True,
SUP-11444,Granite Fabrication,South Korea,Asia-Pacific,Tier1,Medium-High,2015-10-30,ISO9001,Net60,True,
SUP-11445,Bluewater Supply Co.,Germany,Europe,Tier1,Low,2025-07-12,ISO9001,Net45,False,
SUP-11446,Cascade Manufacturing,Germany,Europe,Tier2,Medium,2015-11-14,IATF16949,Net30,True,
SUP-11447,Titan Components Group,United States,North America,Tier2,Medium,2015-07-23,Pending,Net30,True,
