inventory_id,part_id,plant_id,period,on_hand_qty,reserved_qty,safety_stock_qty,available_qty,stock_status
INV-0019592,CH-1148,P10,2026-09,58,28.0,100,30,Below Safety Stock
INV-0019593,EL-684,P10,2026-06,86,30.0,75,56,At Risk
INV-0019594,EL-684,P10,2026-07,34,16.0,75,18,Below Safety Stock
INV-0019595,EL-684,P10,2026-08,41,,75,23,Below Safety Stock
INV-0019596,EL-684,P10,2026-09,73,21.0,75,52,At Risk
INV-0019597,EN-363,P10,2026-06,178,27.0,75,151,Adequate
INV-0019598,EN-363,P10,2026-07,191,90.0,75,101,Adequate
INV-0019599,EN-363,P10,2026-08,191,38.0,75,153,Adequate
INV-0019600,EN-363,P10,2026-09,172,51.0,75,121,Adequate
INV-0019601,EC-489,P10,2026-06,30,13.0,25,17,At Risk
INV-0019602,EC-489,P10,2026-07,30,6.0,25,24,At Risk
INV-0019603,EC-489,P10,2026-08,33,4.0,25,29,Adequate
INV-0019604,EC-489,P10,2026-09,31,12.0,25,19,At Risk
INV-0019605,TR-501,P10,2026-06,1240,603.0,500,637,Adequate
INV-0019606,TR-501,P10,2026-07,1244,575.0,500,669,Adequate
INV-0019607,TR-501,P10,2026-08,1301,545.0,500,756,Adequate
INV-0019608,TR-501,P10,2026-09,1173,242.0,500,931,Adequate
INV-0019609,FT-507,P10,2026-06,54,13.0,25,41,Adequate
INV-0019610,FT-507,P10,2026-07,54,14.0,25,40,Adequate
INV-0019611,FT-507,P10,2026-08,39,13.0,25,26,Adequate
INV-0019612,FT-507,P10,2026-09,50,7.0,25,43,Adequate
INV-0019613,CB-423,P10,2026-06,121,56.0,100,65,At Risk
INV-0019614,CB-423,P10,2026-07,86,35.0,100,51,At Risk
INV-0019615,CB-423,P10,2026-08,104,22.0,100,82,At Risk
INV-0019616,CB-423,P10,2026-09,96,31.0,100,65,At Risk
INV-0019617,SC-616,P10,2026-06,377,147.0,300,230,At Risk
INV-0019618,SC-616,P10,2026-07,441,45.0,300,396,Adequate
INV-0019619,SC-616,P10,2026-08,436,95.0,300,341,Adequate
INV-0019620,SC-616,P10,2026-09,420,100.0,300,320,Adequate
INV-0019621,FT-256,P10,2026-06,103,27.0,50,76,Adequate
INV-0019622,FT-256,P10,2026-07,90,9.0,50,81,Adequate
INV-0019623,FT-256,P10,2026-08,99,45.0,50,54,Adequate
INV-0019624,FT-256,P10,2026-09,100,22.0,50,78,Adequate
INV-0019625,CB-1156,P10,2026-06,96,33.0,100,63,At Risk
INV-0019626,CB-1156,P10,2026-07,103,45.0,100,58,At Risk
INV-0019627,CB-1156,P10,2026-08,125,22.0,100,103,Adequate
INV-0019628,CB-1156,P10,2026-09,141,29.0,100,112,Adequate
INV-0019629,FL-1219,P10,2026-06,57,10.0,25,47,Adequate
INV-0019630,FL-1219,P10,2026-07,62,20.0,25,42,Adequate
INV-0019631,FL-1219,P10,2026-08,69,21.0,25,48,Adequate
INV-0019632,FL-1219,P10,2026-09,69,15.0,25,54,Adequate
INV-0019633,FL-1052,P10,2026-06,116,,100,98,At Risk
INV-0019634,FL-1052,P10,2026-07,86,13.0,100,73,At Risk
INV-0019635,FL-1052,P10,2026-08,90,42.0,100,48,Below Safety Stock
INV-0019636,FL-1052,P10,2026-09,83,,100,65,At Risk
INV-0019637,CH-1003,P10,2026-06,145,59.0,75,86,Adequate
INV-0019638,CH-1003,P10,2026-07,151,42.0,75,109,Adequate
INV-0019639,CH-1003,P10,2026-08,126,15.0,75,111,Adequate
INV-0019640,CH-1003,P10,2026-09,101,21.0,75,80,Adequate
INV-0019641,BR-300,P10,2026-06,96,31.0,50,65,Adequate
INV-0019642,BR-300,P10,2026-07,97,19.0,50,78,Adequate
INV-0019643,BR-300,P10,2026-08,75,29.0,50,46,At Risk
INV-0019644,BR-300,P10,2026-09,70,17.0,50,53,Adequate
INV-0019645,ST-620,P10,2026-06,19,,25,11,Below Safety Stock
INV-0019646,ST-620,P10,2026-07,21,5.0,25,16,At Risk
INV-0019647,ST-620,P10,2026-08,22,4.0,25,18,At Risk
INV-0019648,ST-620,P10,2026-09,22,6.0,25,16,At Risk
INV-0019649,FT-334,P10,2026-06,147,29.0,75,118,Adequate
INV-0019650,FT-334,P10,2026-07,171,46.0,75,125,Adequate
INV-0019651,FT-334,P10,2026-08,155,31.0,75,124,Adequate
INV-0019652,FT-334,P10,2026-09,156,55.0,75,101,Adequate
INV-0019653,FL-917,P10,2026-06,594,268.0,500,326,At Risk
INV-0019654,FL-917,P10,2026-07,700,281.0,500,419,At Risk
INV-0019655,FL-917,P10,2026-08,650,309.0,500,341,At Risk
INV-0019656,FL-917,P10,2026-09,721,,500,633,Adequate
INV-0019657,EN-1282,P10,2026-06,694,84.0,300,610,Adequate
INV-0019658,EN-1282,P10,2026-07,700,106.0,300,594,Adequate
INV-0019659,EN-1282,P10,2026-08,734,308.0,300,426,Adequate
INV-0019660,EN-1282,P10,2026-09,766,100.0,300,666,Surplus
INV-0019661,EN-1158,P10,2026-06,353,55.0,300,298,At Risk
INV-0019662,EN-1158,P10,2026-07,338,,300,213,At Risk
INV-0019663,EN-1158,P10,2026-08,263,,300,152,At Risk
INV-0019664,EN-1158,P10,2026-09,235,55.0,300,180,At Risk
INV-0019665,EL-1207,P10,2026-06,126,62.0,75,64,At Risk
INV-0019666,EL-1207,P10,2026-07,137,54.0,75,83,Adequate
INV-0019667,EL-1207,P10,2026-08,137,67.0,75,70,At Risk
INV-0019668,EL-1207,P10,2026-09,148,68.0,75,80,Adequate
INV-0019669,EN-946,P10,2026-06,657,326.0,500,331,At Risk
INV-0019670,EN-946,P10,2026-07,592,245.0,500,347,At Risk
INV-0019671,EN-946,P10,2026-08,578,,500,300,At Risk
INV-0019672,EN-946,P10,2026-09,742,149.0,500,593,Adequate
INV-0019673,BR-1092,P10,2026-06,168,69.0,100,99,At Risk
INV-0019674,BR-1092,P10,2026-07,177,78.0,100,99,At Risk
INV-0019675,BR-1092,P10,2026-08,156,51.0,100,105,Adequate
INV-0019676,BR-1092,P10,2026-09,200,24.0,100,176,Adequate
INV-0019677,CB-1124,P10,2026-06,34,15.0,25,19,At Risk
INV-0019678,CB-1124,P10,2026-07,30,3.0,25,27,Adequate
INV-0019679,CB-1124,P10,2026-08,30,14.0,25,16,At Risk
INV-0019680,CB-1124,P10,2026-09,24,6.0,25,18,At Risk
INV-0019681,CH-875,P10,2026-06,287,,150,145,At Risk
INV-0019682,CH-875,P10,2026-07,277,95.0,150,182,Adequate
INV-0019683,CH-875,P10,2026-08,315,103.0,150,212,Adequate
INV-0019684,CH-875,P10,2026-09,284,55.0,150,229,Adequate
INV-0019685,EC-1201,P10,2026-06,496,177.0,200,319,Adequate
INV-0019686,EC-1201,P10,2026-07,470,172.0,200,298,Adequate
INV-0019687,EC-1201,P10,2026-08,471,188.0,200,283,Adequate
INV-0019688,EC-1201,P10,2026-09,468,172.0,200,296,Adequate
INV-0019689,EN-1037,P10,2026-06,88,9.0,50,79,Adequate
INV-0019690,EN-1037,P10,2026-07,113,19.0,50,94,Adequate
INV-0019691,EN-1037,P10,2026-08,123,48.0,50,75,Adequate
INV-0019692,EN-1037,P10,2026-09,125,35.0,50,90,Adequate
INV-0019693,ST-587,P10,2026-06,49,23.0,25,26,Adequate
INV-0019694,ST-587,P10,2026-07,39,4.0,25,35,Adequate
INV-0019695,ST-587,P10,2026-08,57,9.0,25,48,Adequate
INV-0019696,ST-587,P10,2026-09,50,9.0,25,41,Adequate
INV-0019697,ST-779,P10,2026-06,159,31.0,75,128,Adequate
INV-0019698,ST-779,P10,2026-07,153,22.0,75,131,Adequate
INV-0019699,ST-779,P10,2026-08,147,49.0,75,98,Adequate
INV-0019700,ST-779,P10,2026-09,167,51.0,75,116,Adequate
INV-0019701,EN-1272,P10,2026-06,109,54.0,75,55,At Risk
INV-0019702,EN-1272,P10,2026-07,103,17.0,75,86,Adequate
INV-0019703,EN-1272,P10,2026-08,119,54.0,75,65,At Risk
INV-0019704,EN-1272,P10,2026-09,116,30.0,75,86,Adequate
INV-0019705,CB-214,P10,2026-06,97,14.0,50,83,Adequate
INV-0019706,CB-214,P10,2026-07,86,34.0,50,52,Adequate
INV-0019707,CB-214,P10,2026-08,75,13.0,50,62,Adequate
INV-0019708,CB-214,P10,2026-09,99,45.0,50,54,Adequate
INV-0019709,CH-1122,P10,2026-06,1111,142.0,500,969,Adequate
INV-0019710,CH-1122,P10,2026-07,1301,163.0,500,1138,Surplus
INV-0019711,CH-1122,P10,2026-08,1249,226.0,500,1023,Adequate
INV-0019712,CH-1122,P10,2026-09,1483,358.0,500,1125,Surplus
INV-0019713,SC-419,P10,2026-06,474,139.0,300,335,Adequate
INV-0019714,SC-419,P10,2026-07,478,127.0,300,351,Adequate
INV-0019715,SC-419,P10,2026-08,401,161.0,300,240,At Risk
INV-0019716,SC-419,P10,2026-09,470,101.0,300,369,Adequate
INV-0019717,EC-623,P10,2026-06,121,17.0,75,104,Adequate
INV-0019718,EC-623,P10,2026-07,128,41.0,75,87,Adequate
INV-0019719,EC-623,P10,2026-08,131,42.0,75,89,Adequate
INV-0019720,EC-623,P10,2026-09,116,34.0,75,82,Adequate
INV-0019721,HY-1206,P10,2026-06,39,10.0,25,29,Adequate
INV-0019722,HY-1206,P10,2026-07,42,8.0,25,34,Adequate
INV-0019723,HY-1206,P10,2026-08,40,6.0,25,34,Adequate
INV-0019724,HY-1206,P10,2026-09,38,14.0,25,24,At Risk
INV-0019725,FL-1316,P10,2026-06,96,40.0,50,56,Adequate
INV-0019726,FL-1316,P10,2026-07,89,16.0,50,73,Adequate
INV-0019727,FL-1316,P10,2026-08,90,12.0,50,78,Adequate
INV-0019728,FL-1316,P10,2026-09,107,13.0,50,94,Adequate
INV-0019729,EN-1011,P10,2026-06,101,15.0,100,86,At Risk
INV-0019730,EN-1011,P10,2026-07,79,11.0,100,68,At Risk
INV-0019731,EN-1011,P10,2026-08,107,42.0,100,65,At Risk
INV-0019732,EN-1011,P10,2026-09,94,19.0,100,75,At Risk
INV-0019733,ST-981,P10,2026-06,74,14.0,75,60,At Risk
INV-0019734,ST-981,P10,2026-07,49,19.0,75,30,Below Safety Stock
INV-0019735,ST-981,P10,2026-08,47,5.0,75,42,At Risk
INV-0019736,ST-981,P10,2026-09,87,38.0,75,49,At Risk
INV-0019737,CH-868,P10,2026-06,205,55.0,100,150,Adequate
INV-0019738,CH-868,P10,2026-07,205,38.0,100,167,Adequate
INV-0019739,CH-868,P10,2026-08,219,,100,185,Adequate
INV-0019740,CH-868,P10,2026-09,184,26.0,100,158,Adequate
INV-0019741,ST-1208,P10,2026-06,51,12.0,25,39,Adequate
INV-0019742,ST-1208,P10,2026-07,57,,25,44,Adequate
INV-0019743,ST-1208,P10,2026-08,60,11.0,25,49,Adequate
INV-0019744,ST-1208,P10,2026-09,66,9.0,25,57,Surplus
INV-0019745,FL-760,P10,2026-06,158,33.0,100,125,Adequate
INV-0019746,FL-760,P10,2026-07,168,71.0,100,97,At Risk
INV-0019747,FL-760,P10,2026-08,166,77.0,100,89,At Risk
INV-0019748,FL-760,P10,2026-09,153,72.0,100,81,At Risk
INV-0019749,TR-819,P10,2026-06,69,13.0,75,56,At Risk
INV-0019750,TR-819,P10,2026-07,53,15.0,75,38,At Risk
INV-0019751,TR-819,P10,2026-08,81,12.0,75,69,At Risk
INV-0019752,TR-819,P10,2026-09,37,6.0,75,31,Below Safety Stock
INV-0019753,CB-459,P10,2026-06,196,43.0,150,153,Adequate
INV-0019754,CB-459,P10,2026-07,156,59.0,150,97,At Risk
INV-0019755,CB-459,P10,2026-08,205,86.0,150,119,At Risk
INV-0019756,CB-459,P10,2026-09,183,86.0,150,97,At Risk
INV-0019757,ST-1288,P10,2026-06,754,335.0,300,419,Adequate
INV-0019758,ST-1288,P10,2026-07,774,236.0,300,538,Adequate
INV-0019759,ST-1288,P10,2026-08,804,228.0,300,576,Adequate
INV-0019760,ST-1288,P10,2026-09,786,254.0,300,532,Adequate
INV-0019761,BR-467,P10,2026-06,191,40.0,75,151,Adequate
INV-0019762,BR-467,P10,2026-07,175,53.0,75,122,Adequate
INV-0019763,BR-467,P10,2026-08,198,55.0,75,143,Adequate
INV-0019764,BR-467,P10,2026-09,212,39.0,75,173,Surplus
INV-0019765,EC-1123,P10,2026-06,131,43.0,150,88,At Risk
INV-0019766,EC-1123,P10,2026-07,131,33.0,150,98,At Risk
INV-0019767,EC-1123,P10,2026-08,69,15.0,150,54,Below Safety Stock
INV-0019768,EC-1123,P10,2026-09,130,35.0,150,95,At Risk
INV-0019769,CH-1172,P10,2026-06,63,31.0,50,32,At Risk
INV-0019770,CH-1172,P10,2026-07,62,21.0,50,41,At Risk
INV-0019771,CH-1172,P10,2026-08,58,25.0,50,33,At Risk
INV-0019772,CH-1172,P10,2026-09,52,16.0,50,36,At Risk
INV-0019773,EN-1042,P10,2026-06,121,14.0,50,107,Adequate
INV-0019774,EN-1042,P10,2026-07,112,30.0,50,82,Adequate
INV-0019775,EN-1042,P10,2026-08,115,17.0,50,98,Adequate
INV-0019776,EN-1042,P10,2026-09,115,13.0,50,102,Adequate
INV-0019777,CH-837,P10,2026-06,236,97.0,150,139,At Risk
INV-0019778,CH-837,P10,2026-07,280,137.0,150,143,At Risk
INV-0019779,CH-837,P10,2026-08,259,66.0,150,193,Adequate
INV-0019780,CH-837,P10,2026-09,226,107.0,150,119,At Risk
INV-0019781,HY-109,P10,2026-06,580,235.0,300,345,Adequate
INV-0019782,HY-109,P10,2026-07,634,147.0,300,487,Adequate
INV-0019783,HY-109,P10,2026-08,488,,300,261,At Risk
INV-0019784,HY-109,P10,2026-09,680,254.0,300,426,Adequate
INV-0019785,BR-822,P10,2026-06,1234,178.0,500,1056,Adequate
INV-0019786,BR-822,P10,2026-07,1302,321.0,500,981,Adequate
INV-0019787,BR-822,P10,2026-08,1386,484.0,500,902,Adequate
INV-0019788,BR-822,P10,2026-09,1454,598.0,500,856,Adequate
INV-0019789,FT-1068,P10,2026-06,260,74.0,200,186,At Risk
INV-0019790,FT-1068,P10,2026-07,181,,200,108,At Risk
INV-0019791,FT-1068,P10,2026-08,205,83.0,200,122,At Risk
INV-0019792,FT-1068,P10,2026-09,252,104.0,200,148,At Risk
INV-0019793,EC-528,P10,2026-06,77,25.0,50,52,Adequate
INV-0019794,EC-528,P10,2026-07,58,14.0,50,44,At Risk
INV-0019795,EC-528,P10,2026-08,54,16.0,50,38,At Risk
INV-0019796,EC-528,P10,2026-09,50,11.0,50,39,At Risk
INV-0019797,HY-709,P10,2026-06,63,19.0,25,44,Adequate
INV-0019798,HY-709,P10,2026-07,62,6.0,25,56,Surplus
INV-0019799,HY-709,P10,2026-08,56,20.0,25,36,Adequate
INV-0019800,HY-709,P10,2026-09,59,19.0,25,40,Adequate
INV-0019801,EL-796,P10,2026-06,361,,300,269,At Risk
INV-0019802,EL-796,P10,2026-07,435,192.0,300,243,At Risk
INV-0019803,EL-796,P10,2026-08,311,111.0,300,200,At Risk
INV-0019804,EL-796,P10,2026-09,472,72.0,300,400,Adequate
INV-0019805,TR-291,P10,2026-06,598,,300,430,Adequate
INV-0019806,TR-291,P10,2026-07,578,132.0,300,446,Adequate
INV-0019807,TR-291,P10,2026-08,448,162.0,300,286,At Risk
INV-0019808,TR-291,P10,2026-09,389,192.0,300,197,At Risk
INV-0019809,CH-446,P10,2026-06,54,7.0,50,47,At Risk
INV-0019810,CH-446,P10,2026-07,72,14.0,50,58,Adequate
INV-0019811,CH-446,P10,2026-08,60,11.0,50,49,At Risk
INV-0019812,CH-446,P10,2026-09,54,8.0,50,46,At Risk
INV-0019813,TR-782,P10,2026-06,222,34.0,100,188,Adequate
INV-0019814,TR-782,P10,2026-07,227,48.0,100,179,Adequate
INV-0019815,TR-782,P10,2026-08,215,103.0,100,112,Adequate
INV-0019816,TR-782,P10,2026-09,238,,100,211,Adequate
INV-0019817,EL-177,P10,2026-06,129,13.0,75,116,Adequate
INV-0019818,EL-177,P10,2026-07,125,14.0,75,111,Adequate
INV-0019819,EL-177,P10,2026-08,123,40.0,75,83,Adequate
INV-0019820,EL-177,P10,2026-09,125,22.0,75,103,Adequate
INV-0019821,SC-631,P10,2026-06,571,69.0,500,502,Adequate
INV-0019822,SC-631,P10,2026-07,707,141.0,500,566,Adequate
INV-0019823,SC-631,P10,2026-08,769,80.0,500,689,Adequate
INV-0019824,SC-631,P10,2026-09,741,252.0,500,489,At Risk
INV-0019825,EL-891,P10,2026-06,258,57.0,200,201,Adequate
INV-0019826,EL-891,P10,2026-07,213,68.0,200,145,At Risk
INV-0019827,EL-891,P10,2026-08,239,48.0,200,191,At Risk
INV-0019828,EL-891,P10,2026-09,258,105.0,200,153,At Risk
INV-0019829,TR-1310,P10,2026-06,169,55.0,75,114,Adequate
INV-0019830,TR-1310,P10,2026-07,143,57.0,75,86,Adequate
INV-0019831,TR-1310,P10,2026-08,145,50.0,75,95,Adequate
INV-0019832,TR-1310,P10,2026-09,138,16.0,75,122,Adequate
INV-0019833,CH-1068,P10,2026-06,251,53.0,200,198,At Risk
INV-0019834,CH-1068,P10,2026-07,179,68.0,200,111,At Risk
INV-0019835,CH-1068,P10,2026-08,126,25.0,200,101,At Risk
INV-0019836,CH-1068,P10,2026-09,201,82.0,200,119,At Risk
INV-0019837,SC-281,P10,2026-06,690,305.0,300,385,Adequate
INV-0019838,SC-281,P10,2026-07,673,79.0,300,594,Adequate
INV-0019839,SC-281,P10,2026-08,729,120.0,300,609,Adequate
INV-0019840,SC-281,P10,2026-09,605,226.0,300,379,Adequate
INV-0019841,EC-755,P10,2026-06,271,113.0,150,158,Adequate
INV-0019842,EC-755,P10,2026-07,239,31.0,150,208,Adequate
INV-0019843,EC-755,P10,2026-08,244,34.0,150,210,Adequate
INV-0019844,EC-755,P10,2026-09,233,61.0,150,172,Adequate
INV-0019845,SC-1002,P10,2026-06,212,97.0,200,115,At Risk
INV-0019846,SC-1002,P10,2026-07,182,47.0,200,135,At Risk
INV-0019847,SC-1002,P10,2026-08,173,39.0,200,134,At Risk
INV-0019848,SC-1002,P10,2026-09,158,34.0,200,124,At Risk
INV-0019849,ST-154,P10,2026-06,186,73.0,100,113,Adequate
INV-0019850,ST-154,P10,2026-07,173,47.0,100,126,Adequate
INV-0019851,ST-154,P10,2026-08,193,34.0,100,159,Adequate
INV-0019852,ST-154,P10,2026-09,177,51.0,100,126,Adequate
INV-0019853,EC-1064,P10,2026-06,69,20.0,100,49,Below Safety Stock
INV-0019854,EC-1064,P10,2026-07,114,29.0,100,85,At Risk
INV-0019855,EC-1064,P10,2026-08,77,23.0,100,54,At Risk
INV-0019856,EC-1064,P10,2026-09,101,15.0,100,86,At Risk
INV-0019857,FL-198,P10,2026-06,100,21.0,100,79,At Risk
INV-0019858,FL-198,P10,2026-07,152,51.0,100,101,Adequate
INV-0019859,FL-198,P10,2026-08,109,46.0,100,63,At Risk
INV-0019860,FL-198,P10,2026-09,164,,100,97,At Risk
INV-0019861,FL-1112,P10,2026-06,225,24.0,150,201,Adequate
INV-0019862,FL-1112,P10,2026-07,308,90.0,150,218,Adequate
INV-0019863,FL-1112,P10,2026-08,283,94.0,150,189,Adequate
INV-0019864,FL-1112,P10,2026-09,321,77.0,150,244,Adequate
INV-0019865,CB-600,P10,2026-06,204,84.0,100,120,Adequate
INV-0019866,CB-600,P10,2026-07,193,,100,163,Adequate
INV-0019867,CB-600,P10,2026-08,187,76.0,100,111,Adequate
INV-0019868,CB-600,P10,2026-09,209,,100,106,Adequate
INV-0019869,EC-777,P10,2026-06,272,63.0,300,209,At Risk
INV-0019870,EC-777,P10,2026-07,258,102.0,300,156,At Risk
INV-0019871,EC-777,P10,2026-08,288,,300,244,At Risk
INV-0019872,EC-777,P10,2026-09,304,37.0,300,267,At Risk
INV-0019873,SC-1289,P10,2026-06,64,25.0,100,39,Below Safety Stock
INV-0019874,SC-1289,P10,2026-07,64,31.0,100,33,Below Safety Stock
INV-0019875,SC-1289,P10,2026-08,65,30.0,100,35,Below Safety Stock
INV-0019876,SC-1289,P10,2026-09,94,17.0,100,77,At Risk
INV-0019877,SC-831,P10,2026-06,113,42.0,75,71,At Risk
INV-0019878,SC-831,P10,2026-07,127,13.0,75,114,Adequate
INV-0019879,SC-831,P10,2026-08,129,18.0,75,111,Adequate
INV-0019880,SC-831,P10,2026-09,145,58.0,75,87,Adequate
INV-0019881,BR-288,P10,2026-06,353,96.0,200,257,Adequate
INV-0019882,BR-288,P10,2026-07,414,130.0,200,284,Adequate
INV-0019883,BR-288,P10,2026-08,347,79.0,200,268,Adequate
INV-0019884,BR-288,P10,2026-09,311,56.0,200,255,Adequate
INV-0019885,FL-633,P10,2026-06,177,88.0,75,89,Adequate
INV-0019886,FL-633,P10,2026-07,165,20.0,75,145,Adequate
INV-0019887,FL-633,P10,2026-08,182,56.0,75,126,Adequate
INV-0019888,FL-633,P10,2026-09,163,35.0,75,128,Adequate
INV-0019889,SC-338,P10,2026-06,176,65.0,150,111,At Risk
INV-0019890,SC-338,P10,2026-07,196,,150,159,Adequate
INV-0019891,SC-338,P10,2026-08,128,29.0,150,99,At Risk
INV-0019892,SC-338,P10,2026-09,138,42.0,150,96,At Risk
INV-0019893,BR-1079,P10,2026-06,44,9.0,25,35,Adequate
INV-0019894,BR-1079,P10,2026-07,31,7.0,25,24,At Risk
INV-0019895,BR-1079,P10,2026-08,30,11.0,25,19,At Risk
INV-0019896,BR-1079,P10,2026-09,32,15.0,25,17,At Risk
INV-0019897,FL-342,P10,2026-06,342,89.0,150,253,Adequate
INV-0019898,FL-342,P10,2026-07,332,37.0,150,295,Adequate
INV-0019899,FL-342,P10,2026-08,331,81.0,150,250,Adequate
INV-0019900,FL-342,P10,2026-09,401,171.0,150,230,Adequate
INV-0019901,ST-1077,P10,2026-06,27,5.0,25,22,At Risk
INV-0019902,ST-1077,P10,2026-07,36,15.0,25,21,At Risk
INV-0019903,ST-1077,P10,2026-08,40,14.0,25,26,Adequate
INV-0019904,ST-1077,P10,2026-09,36,4.0,25,32,Adequate
INV-0019905,CB-112,P10,2026-06,61,19.0,50,42,At Risk
INV-0019906,CB-112,P10,2026-07,54,6.0,50,48,At Risk
INV-0019907,CB-112,P10,2026-08,59,17.0,50,42,At Risk
INV-0019908,CB-112,P10,2026-09,40,18.0,50,22,Below Safety Stock
INV-0019909,EL-1055,P10,2026-06,164,20.0,75,144,Adequate
INV-0019910,EL-1055,P10,2026-07,145,59.0,75,86,Adequate
INV-0019911,EL-1055,P10,2026-08,137,67.0,75,70,At Risk
INV-0019912,EL-1055,P10,2026-09,131,60.0,75,71,At Risk
INV-0019913,EL-453,P10,2026-06,280,106.0,150,174,Adequate
INV-0019914,EL-453,P10,2026-07,273,130.0,150,143,At Risk
INV-0019915,EL-453,P10,2026-08,330,43.0,150,287,Adequate
INV-0019916,EL-453,P10,2026-09,337,124.0,150,213,Adequate
INV-0019917,ST-622,P10,2026-06,163,59.0,75,104,Adequate
INV-0019918,ST-622,P10,2026-07,166,80.0,75,86,Adequate
INV-0019919,ST-622,P10,2026-08,185,60.0,75,125,Adequate
INV-0019920,ST-622,P10,2026-09,148,,75,89,Adequate
INV-0019921,SC-431,P10,2026-06,59,22.0,75,37,Below Safety Stock
INV-0019922,SC-431,P10,2026-07,91,28.0,75,63,At Risk
INV-0019923,SC-431,P10,2026-08,72,27.0,75,45,At Risk
INV-0019924,SC-431,P10,2026-09,86,35.0,75,51,At Risk
INV-0019925,CH-219,P10,2026-06,1044,284.0,500,760,Adequate
INV-0019926,CH-219,P10,2026-07,1060,424.0,500,636,Adequate
INV-0019927,CH-219,P10,2026-08,1177,480.0,500,697,Adequate
INV-0019928,CH-219,P10,2026-09,1105,247.0,500,858,Adequate
INV-0019929,ST-1126,P10,2026-06,87,19.0,50,68,Adequate
INV-0019930,ST-1126,P10,2026-07,103,21.0,50,82,Adequate
INV-0019931,ST-1126,P10,2026-08,82,31.0,50,51,Adequate
INV-0019932,ST-1126,P10,2026-09,85,35.0,50,50,Adequate
INV-0019933,CH-294,P10,2026-06,246,86.0,100,160,Adequate
INV-0019934,CH-294,P10,2026-07,228,69.0,100,159,Adequate
INV-0019935,CH-294,P10,2026-08,187,41.0,100,146,Adequate
INV-0019936,CH-294,P10,2026-09,213,66.0,100,147,Adequate
INV-0019937,TR-590,P10,2026-06,335,82.0,300,253,At Risk
INV-0019938,TR-590,P10,2026-07,284,,300,254,At Risk
INV-0019939,TR-590,P10,2026-08,338,110.0,300,228,At Risk
INV-0019940,TR-590,P10,2026-09,334,92.0,300,242,At Risk
INV-0019941,FT-1093,P10,2026-06,222,105.0,100,117,Adequate
INV-0019942,FT-1093,P10,2026-07,225,101.0,100,124,Adequate
INV-0019943,FT-1093,P10,2026-08,248,63.0,100,185,Adequate
INV-0019944,FT-1093,P10,2026-09,238,45.0,100,193,Adequate
INV-0019945,ST-323,P10,2026-06,100,,50,57,Adequate
INV-0019946,ST-323,P10,2026-07,114,28.0,50,86,Adequate
INV-0019947,ST-323,P10,2026-08,89,30.0,50,59,Adequate
INV-0019948,ST-323,P10,2026-09,92,45.0,50,47,At Risk
INV-0019949,ST-601,P10,2026-06,359,76.0,200,283,Adequate
INV-0019950,ST-601,P10,2026-07,309,80.0,200,229,Adequate
INV-0019951,ST-601,P10,2026-08,307,43.0,200,264,Adequate
INV-0019952,ST-601,P10,2026-09,285,,200,257,Adequate
INV-0019953,HY-1142,P10,2026-06,127,46.0,100,81,At Risk
INV-0019954,HY-1142,P10,2026-07,106,47.0,100,59,At Risk
INV-0019955,HY-1142,P10,2026-08,133,55.0,100,78,At Risk
INV-0019956,HY-1142,P10,2026-09,158,31.0,100,127,Adequate
INV-0019957,CH-1092,P10,2026-06,642,281.0,300,361,Adequate
INV-0019958,CH-1092,P10,2026-07,670,80.0,300,590,Adequate
INV-0019959,CH-1092,P10,2026-08,574,223.0,300,351,Adequate
INV-0019960,CH-1092,P10,2026-09,655,238.0,300,417,Adequate
INV-0019961,SC-955,P10,2026-06,243,78.0,150,165,Adequate
INV-0019962,SC-955,P10,2026-07,200,77.0,150,123,At Risk
INV-0019963,SC-955,P10,2026-08,280,40.0,150,240,Adequate
INV-0019964,SC-955,P10,2026-09,229,32.0,150,197,Adequate
INV-0019965,FT-144,P10,2026-06,75,8.0,50,67,Adequate
INV-0019966,FT-144,P10,2026-07,67,25.0,50,42,At Risk
INV-0019967,FT-144,P10,2026-08,71,,50,39,At Risk
INV-0019968,FT-144,P10,2026-09,77,34.0,50,43,At Risk
INV-0019969,ST-1089,P10,2026-06,690,283.0,500,407,At Risk
INV-0019970,ST-1089,P10,2026-07,689,174.0,500,515,Adequate
INV-0019971,ST-1089,P10,2026-08,841,90.0,500,751,Adequate
INV-0019972,ST-1089,P10,2026-09,740,352.0,500,388,At Risk
INV-0019973,FT-616,P10,2026-06,93,30.0,100,63,At Risk
INV-0019974,FT-616,P10,2026-07,77,19.0,100,58,At Risk
INV-0019975,FT-616,P10,2026-08,74,30.0,100,44,Below Safety Stock
INV-0019976,FT-616,P10,2026-09,69,27.0,100,42,Below Safety Stock
INV-0019977,TR-729,P10,2026-06,260,76.0,150,184,Adequate
INV-0019978,TR-729,P10,2026-07,228,105.0,150,123,At Risk
INV-0019979,TR-729,P10,2026-08,258,81.0,150,177,Adequate
INV-0019980,TR-729,P10,2026-09,254,83.0,150,171,Adequate
INV-0019981,CH-705,P10,2026-06,183,,75,122,Adequate
INV-0019982,CH-705,P10,2026-07,153,45.0,75,108,Adequate
INV-0019983,CH-705,P10,2026-08,161,71.0,75,90,Adequate
INV-0019984,CH-705,P10,2026-09,130,40.0,75,90,Adequate
INV-0019985,EC-1292,P10,2026-06,78,24.0,75,54,At Risk
